?cls	?replCls	?consCls
<http://www.ebi.ac.uk/efo/EFO_0008315>	"http://purl.obolibrary.org/obo/OBA_2050140"	
<http://www.ebi.ac.uk/efo/EFO_0008317>	"http://purl.obolibrary.org/obo/OBA_VT0005144"	
<http://www.ebi.ac.uk/efo/EFO_0008324>	"OBA:2040137"	
<http://www.ebi.ac.uk/efo/EFO_0008325>	"OBA:2040102"	
<http://www.ebi.ac.uk/efo/EFO_0008345>	"OBA:2040056"	
<http://www.ebi.ac.uk/efo/EFO_0008358>	"http://purl.obolibrary.org/obo/OBA_2045277"	
<http://www.ebi.ac.uk/efo/EFO_0008367>	"http://purl.obolibrary.org/obo/OBA_VT0000254"	
<http://www.ebi.ac.uk/efo/EFO_0008371>	"http://purl.obolibrary.org/obo/OBA_2050209"	
<http://www.ebi.ac.uk/efo/EFO_0008374>	"http://purl.obolibrary.org/obo/OBA_2050210"	
<http://www.ebi.ac.uk/efo/EFO_0008375>	"http://purl.obolibrary.org/obo/OBA_2045216"	
<http://www.ebi.ac.uk/efo/EFO_0008384>	"http://purl.obolibrary.org/obo/OBA_2050309"	
<http://www.ebi.ac.uk/efo/EFO_0008389>	"http://purl.obolibrary.org/obo/OBA_2045217"	
<http://www.ebi.ac.uk/efo/EFO_0008408>	"http://purl.obolibrary.org/obo/OBA_2045257"	
<http://www.ebi.ac.uk/efo/EFO_0008413>	"http://purl.obolibrary.org/obo/OBA_2045258"	
<http://www.ebi.ac.uk/efo/EFO_0008420>	"http://purl.obolibrary.org/obo/OBA_2045218"	
<http://www.ebi.ac.uk/efo/EFO_0008474>	"http://purl.obolibrary.org/obo/OBA_VT0005007"	
<http://www.ebi.ac.uk/efo/EFO_0008484>	"OBA:2040039"	
<http://www.ebi.ac.uk/efo/EFO_0008538>	"http://purl.obolibrary.org/obo/OBA_2050119"	
<http://www.ebi.ac.uk/efo/EFO_0008578>	"http://purl.obolibrary.org/obo/OBA_VT0002674"	
<http://www.ebi.ac.uk/efo/EFO_0008580>	"OBA:2040054"	
<http://www.ebi.ac.uk/efo/EFO_0008582>	"http://purl.obolibrary.org/obo/OBA_2050320"	
<http://www.ebi.ac.uk/efo/EFO_0008592>	"http://purl.obolibrary.org/obo/OBA_2050115"	
<http://www.ebi.ac.uk/efo/EFO_0008593>	"http://purl.obolibrary.org/obo/OBA_2050113"	
<http://www.ebi.ac.uk/efo/EFO_0008594>	"http://purl.obolibrary.org/obo/OBA_2050114"	
<http://www.ebi.ac.uk/efo/EFO_0008596>	"http://purl.obolibrary.org/obo/OBA_2050296"	
<http://www.ebi.ac.uk/efo/EFO_0009092>	"http://purl.obolibrary.org/obo/OBA_VT0015043"	
<http://www.ebi.ac.uk/efo/EFO_0009167>	"http://purl.obolibrary.org/obo/OBA_2040000"	
<http://www.ebi.ac.uk/efo/EFO_0009168>	"OBA:2040133"	
<http://www.ebi.ac.uk/efo/EFO_0009178>	"http://purl.obolibrary.org/obo/OBA_2050255"	
<http://www.ebi.ac.uk/efo/EFO_0009181>	"http://purl.obolibrary.org/obo/OBA_2050135"	
<http://www.ebi.ac.uk/efo/EFO_0009253>	"http://purl.obolibrary.org/obo/OBA_0002272"	
<http://www.ebi.ac.uk/efo/EFO_0009261>	"http://purl.obolibrary.org/obo/OBA_2040031"	
<http://www.ebi.ac.uk/efo/EFO_0009273>	"http://purl.obolibrary.org/obo/OBA_VT0002460"	
<http://www.ebi.ac.uk/efo/EFO_0009278>	"http://purl.obolibrary.org/obo/OBA_VT0000076"	
<http://www.ebi.ac.uk/efo/EFO_0009279>	"http://purl.obolibrary.org/obo/OBA_2040103"	
<http://www.ebi.ac.uk/efo/EFO_0009286>	"http://purl.obolibrary.org/obo/OBA_2050102"	
<http://www.ebi.ac.uk/efo/EFO_0009287>	"http://purl.obolibrary.org/obo/OBA_0006021"	
<http://www.ebi.ac.uk/efo/EFO_0009308>	"http://purl.obolibrary.org/obo/OBA_2040041"	
<http://www.ebi.ac.uk/efo/EFO_0009325>	"http://purl.obolibrary.org/obo/OBA_2045270"	
<http://www.ebi.ac.uk/efo/EFO_0009327>	"http://purl.obolibrary.org/obo/OBA_2045272"	
<http://www.ebi.ac.uk/efo/EFO_0009328>	"http://purl.obolibrary.org/obo/OBA_2045273"	
<http://www.ebi.ac.uk/efo/EFO_0009331>	"http://purl.obolibrary.org/obo/OBA_2045285"	
<http://www.ebi.ac.uk/efo/EFO_0009334>	"http://purl.obolibrary.org/obo/OBA_2045274"	
<http://www.ebi.ac.uk/efo/EFO_0009360>	"http://purl.obolibrary.org/obo/OBA_0002128"	
<http://www.ebi.ac.uk/efo/EFO_0009366>	"http://purl.obolibrary.org/obo/OBA_2045261"	
<http://www.ebi.ac.uk/efo/EFO_0009367>	"http://purl.obolibrary.org/obo/OBA_VT0015088"	
<http://www.ebi.ac.uk/efo/EFO_0009368>	"http://purl.obolibrary.org/obo/OBA_2050144"	
<http://www.ebi.ac.uk/efo/EFO_0009381>	"http://purl.obolibrary.org/obo/OBA_2050164"	
<http://www.ebi.ac.uk/efo/EFO_0009391>	"http://purl.obolibrary.org/obo/OBA_2040069"	
<http://www.ebi.ac.uk/efo/EFO_0009393>	"http://purl.obolibrary.org/obo/OBA_2050191"	
<http://www.ebi.ac.uk/efo/EFO_0009397>	"http://purl.obolibrary.org/obo/OBA_2050050"	
<http://www.ebi.ac.uk/efo/EFO_0009398>	"http://purl.obolibrary.org/obo/OBA_2045244"	
<http://www.ebi.ac.uk/efo/EFO_0009399>	"http://purl.obolibrary.org/obo/OBA_2050024"	
<http://www.ebi.ac.uk/efo/EFO_0009400>	"http://purl.obolibrary.org/obo/OBA_2050049"	
<http://www.ebi.ac.uk/efo/EFO_0009402>	"http://purl.obolibrary.org/obo/OBA_2045245"	
<http://www.ebi.ac.uk/efo/EFO_0009403>	"http://purl.obolibrary.org/obo/OBA_2045236"	
<http://www.ebi.ac.uk/efo/EFO_0009404>	"http://purl.obolibrary.org/obo/OBA_2050043"	
<http://www.ebi.ac.uk/efo/EFO_0009405>	"http://purl.obolibrary.org/obo/OBA_2050005"	
<http://www.ebi.ac.uk/efo/EFO_0009414>	"http://purl.obolibrary.org/obo/OBA_2050205"	
<http://www.ebi.ac.uk/efo/EFO_0009480>	"http://purl.obolibrary.org/obo/OBA_1000707"	
<http://www.ebi.ac.uk/efo/EFO_0009586>	"http://purl.obolibrary.org/obo/OBA_VT0003853"	
<http://www.ebi.ac.uk/efo/EFO_0009590>	"http://purl.obolibrary.org/obo/OBA_2045288"	
<http://www.ebi.ac.uk/efo/EFO_0009699>	"http://purl.obolibrary.org/obo/OBA_2050194"	
<http://www.ebi.ac.uk/efo/EFO_0009700>	"http://purl.obolibrary.org/obo/OBA_2045263"	
<http://www.ebi.ac.uk/efo/EFO_0009790>	"http://purl.obolibrary.org/obo/OBA_2045294"	
<http://www.ebi.ac.uk/efo/EFO_0009791>	"http://purl.obolibrary.org/obo/OBA_2045289"	
<http://www.ebi.ac.uk/efo/EFO_0009795>	"http://purl.obolibrary.org/obo/OBA_2050065"	
<http://www.ebi.ac.uk/efo/EFO_0009890>	"http://purl.obolibrary.org/obo/OBA_0004528"	
<http://www.ebi.ac.uk/efo/EFO_0009893>	"http://purl.obolibrary.org/obo/OBA_2040126"	
<http://www.ebi.ac.uk/efo/EFO_0009896>	"http://purl.obolibrary.org/obo/OBA_VT0002460"	
<http://www.ebi.ac.uk/efo/EFO_0010052>	"http://purl.obolibrary.org/obo/OBA_2040098"	
<http://www.ebi.ac.uk/efo/EFO_0010053>	"http://purl.obolibrary.org/obo/OBA_2040068"	
<http://www.ebi.ac.uk/efo/EFO_0010054>	"http://purl.obolibrary.org/obo/OBA_2040011"	
<http://www.ebi.ac.uk/efo/EFO_0010056>	"http://purl.obolibrary.org/obo/OBA_VT0001770"	
<http://www.ebi.ac.uk/efo/EFO_0010057>	"http://purl.obolibrary.org/obo/OBA_2050220"	
<http://www.ebi.ac.uk/efo/EFO_0010069>	"http://purl.obolibrary.org/obo/OBA_2045229"	
<http://www.ebi.ac.uk/efo/EFO_0010073>	"http://purl.obolibrary.org/obo/OBA_2045279"	
<http://www.ebi.ac.uk/efo/EFO_0010074>	"http://purl.obolibrary.org/obo/OBA_0002360"	
<http://www.ebi.ac.uk/efo/EFO_0010076>	"http://purl.obolibrary.org/obo/OBA_0002725"	
<http://www.ebi.ac.uk/efo/EFO_0010079>	"http://purl.obolibrary.org/obo/OBA_2045219"	
<http://www.ebi.ac.uk/efo/EFO_0010083>	"http://purl.obolibrary.org/obo/OBA_2045237"	
<http://www.ebi.ac.uk/efo/EFO_0010087>	"http://purl.obolibrary.org/obo/OBA_VT0002460"	
<http://www.ebi.ac.uk/efo/EFO_0010120>	"http://purl.obolibrary.org/obo/OBA_VT0000188"	
<http://www.ebi.ac.uk/efo/EFO_0010124>	"http://purl.obolibrary.org/obo/OBA_2040065"	
<http://www.ebi.ac.uk/efo/EFO_0010127>	"http://purl.obolibrary.org/obo/OBA_2050079"	
<http://www.ebi.ac.uk/efo/EFO_0010128>	"http://purl.obolibrary.org/obo/OBA_2045220"	
<http://www.ebi.ac.uk/efo/EFO_0010135>	"http://purl.obolibrary.org/obo/OBA_2045259"	
<http://www.ebi.ac.uk/efo/EFO_0010144>	"http://purl.obolibrary.org/obo/OBA_2050039"	
<http://www.ebi.ac.uk/efo/EFO_0010145>	"http://purl.obolibrary.org/obo/OBA_2050052"	
<http://www.ebi.ac.uk/efo/EFO_0010146>	"http://purl.obolibrary.org/obo/OBA_2050014"	
<http://www.ebi.ac.uk/efo/EFO_0010147>	"http://purl.obolibrary.org/obo/OBA_2050012"	
<http://www.ebi.ac.uk/efo/EFO_0010150>	"http://purl.obolibrary.org/obo/OBA_VT0002460"	
<http://www.ebi.ac.uk/efo/EFO_0010152>	"http://purl.obolibrary.org/obo/OBA_2040129"	
<http://www.ebi.ac.uk/efo/EFO_0010286>	"http://purl.obolibrary.org/obo/OBA_2045246"	
<http://www.ebi.ac.uk/efo/EFO_0010287>	"http://purl.obolibrary.org/obo/OBA_2050051"	
<http://www.ebi.ac.uk/efo/EFO_0010289>	"http://purl.obolibrary.org/obo/OBA_2045238"	
<http://www.ebi.ac.uk/efo/EFO_0010290>	"http://purl.obolibrary.org/obo/OBA_2045239"	
<http://www.ebi.ac.uk/efo/EFO_0010291>	"http://purl.obolibrary.org/obo/OBA_2050041"	
<http://www.ebi.ac.uk/efo/EFO_0010293>	"http://purl.obolibrary.org/obo/OBA_2045247"	
<http://www.ebi.ac.uk/efo/EFO_0010295>	"http://purl.obolibrary.org/obo/OBA_2045227"	
<http://www.ebi.ac.uk/efo/EFO_0010296>	"http://purl.obolibrary.org/obo/OBA_2045248"	
<http://www.ebi.ac.uk/efo/EFO_0010297>	"http://purl.obolibrary.org/obo/OBA_2045227"	
<http://www.ebi.ac.uk/efo/EFO_0010298>	"http://purl.obolibrary.org/obo/OBA_2045228"	
<http://www.ebi.ac.uk/efo/EFO_0010300>	"http://purl.obolibrary.org/obo/OBA_2045228"	
<http://www.ebi.ac.uk/efo/EFO_0010301>	"http://purl.obolibrary.org/obo/OBA_2050028"	
<http://www.ebi.ac.uk/efo/EFO_0010302>	"http://purl.obolibrary.org/obo/OBA_2050036"	
<http://www.ebi.ac.uk/efo/EFO_0010303>	"http://purl.obolibrary.org/obo/OBA_2050047"	
<http://www.ebi.ac.uk/efo/EFO_0010304>	"http://purl.obolibrary.org/obo/OBA_2050011"	
<http://www.ebi.ac.uk/efo/EFO_0010305>	"http://purl.obolibrary.org/obo/OBA_2045240"	
<http://www.ebi.ac.uk/efo/EFO_0010307>	"http://purl.obolibrary.org/obo/OBA_2050040"	
<http://www.ebi.ac.uk/efo/EFO_0010308>	"http://purl.obolibrary.org/obo/OBA_2050048"	
<http://www.ebi.ac.uk/efo/EFO_0010309>	"http://purl.obolibrary.org/obo/OBA_2050045"	
<http://www.ebi.ac.uk/efo/EFO_0010310>	"http://purl.obolibrary.org/obo/OBA_2045250"	
<http://www.ebi.ac.uk/efo/EFO_0010311>	"http://purl.obolibrary.org/obo/OBA_2045241"	
<http://www.ebi.ac.uk/efo/EFO_0010312>	"http://purl.obolibrary.org/obo/OBA_2045242"	
<http://www.ebi.ac.uk/efo/EFO_0010314>	"http://purl.obolibrary.org/obo/OBA_2050029"	
<http://www.ebi.ac.uk/efo/EFO_0010315>	"http://purl.obolibrary.org/obo/OBA_2050037"	
<http://www.ebi.ac.uk/efo/EFO_0010316>	"http://purl.obolibrary.org/obo/OBA_2050044"	
<http://www.ebi.ac.uk/efo/EFO_0010317>	"http://purl.obolibrary.org/obo/OBA_2050008"	
<http://www.ebi.ac.uk/efo/EFO_0010318>	"http://purl.obolibrary.org/obo/OBA_2050022"	
<http://www.ebi.ac.uk/efo/EFO_0010319>	"http://purl.obolibrary.org/obo/OBA_2050031"	
<http://www.ebi.ac.uk/efo/EFO_0010320>	"http://purl.obolibrary.org/obo/OBA_2045251"	
<http://www.ebi.ac.uk/efo/EFO_0010321>	"http://purl.obolibrary.org/obo/OBA_2050013"	
<http://www.ebi.ac.uk/efo/EFO_0010322>	"http://purl.obolibrary.org/obo/OBA_2050023"	
<http://www.ebi.ac.uk/efo/EFO_0010323>	"http://purl.obolibrary.org/obo/OBA_2050032"	
<http://www.ebi.ac.uk/efo/EFO_0010324>	"http://purl.obolibrary.org/obo/OBA_2050038"	
<http://www.ebi.ac.uk/efo/EFO_0010325>	"http://purl.obolibrary.org/obo/OBA_2050042"	
<http://www.ebi.ac.uk/efo/EFO_0010326>	"http://purl.obolibrary.org/obo/OBA_2050004"	
<http://www.ebi.ac.uk/efo/EFO_0010327>	"http://purl.obolibrary.org/obo/OBA_2050017"	
<http://www.ebi.ac.uk/efo/EFO_0010328>	"http://purl.obolibrary.org/obo/OBA_2050026"	
<http://www.ebi.ac.uk/efo/EFO_0010329>	"http://purl.obolibrary.org/obo/OBA_2050035"	
<http://www.ebi.ac.uk/efo/EFO_0010330>	"http://purl.obolibrary.org/obo/OBA_2050007"	
<http://www.ebi.ac.uk/efo/EFO_0010331>	"http://purl.obolibrary.org/obo/OBA_2050019"	
<http://www.ebi.ac.uk/efo/EFO_0010332>	"http://purl.obolibrary.org/obo/OBA_2050030"	
<http://www.ebi.ac.uk/efo/EFO_0010333>	"http://purl.obolibrary.org/obo/OBA_2045243"	
<http://www.ebi.ac.uk/efo/EFO_0010334>	"http://purl.obolibrary.org/obo/OBA_2050046"	
<http://www.ebi.ac.uk/efo/EFO_0010335>	"http://purl.obolibrary.org/obo/OBA_2050010"	
<http://www.ebi.ac.uk/efo/EFO_0010336>	"http://purl.obolibrary.org/obo/OBA_2045252"	
<http://www.ebi.ac.uk/efo/EFO_0010337>	"http://purl.obolibrary.org/obo/OBA_2045253"	
<http://www.ebi.ac.uk/efo/EFO_0010536>	"http://purl.obolibrary.org/obo/OBA_2045209"	
<http://www.ebi.ac.uk/efo/EFO_0010572>	"http://purl.obolibrary.org/obo/OBA_2045230"	
<http://www.ebi.ac.uk/efo/EFO_0010577>	"http://purl.obolibrary.org/obo/OBA_2040123"	
<http://www.ebi.ac.uk/efo/EFO_0010594>	"http://www.ebi.ac.uk/efo/EFO_0010785"	
<http://www.ebi.ac.uk/efo/EFO_0010604>	"http://purl.obolibrary.org/obo/OBA_0000173"	
<http://www.ebi.ac.uk/efo/EFO_0010605>	"http://purl.obolibrary.org/obo/OBA_2050021"	
<http://www.ebi.ac.uk/efo/EFO_0010648>	"http://purl.obolibrary.org/obo/OBA_2040014"	
<http://www.ebi.ac.uk/efo/EFO_0010696>	"http://purl.obolibrary.org/obo/OBA_2050259"	
<http://www.ebi.ac.uk/efo/EFO_0010718>	"http://purl.obolibrary.org/obo/OBA_2040105"	
<http://www.ebi.ac.uk/efo/EFO_0010736>	"http://purl.obolibrary.org/obo/OBA_2045267"	
<http://www.ebi.ac.uk/efo/EFO_0010745>	"http://purl.obolibrary.org/obo/OBA_2050201"	
<http://www.ebi.ac.uk/efo/EFO_0010748>	"http://purl.obolibrary.org/obo/OBA_2040003"	
<http://www.ebi.ac.uk/efo/EFO_0010762>	"http://purl.obolibrary.org/obo/OBA_2050267"	
<http://www.ebi.ac.uk/efo/EFO_0010782>	"http://purl.obolibrary.org/obo/OBA_2050123"	
<http://www.ebi.ac.uk/efo/EFO_0010783>	"http://purl.obolibrary.org/obo/OBA_2050137"	
<http://www.ebi.ac.uk/efo/EFO_0010784>	"http://purl.obolibrary.org/obo/OBA_2050152"	
<http://www.ebi.ac.uk/efo/EFO_0010787>	"http://purl.obolibrary.org/obo/OBA_2050349"	
<http://www.ebi.ac.uk/efo/EFO_0010794>	"http://purl.obolibrary.org/obo/OBA_2050292"	
<http://www.ebi.ac.uk/efo/EFO_0010796>	"http://purl.obolibrary.org/obo/OBA_2050217"	
<http://www.ebi.ac.uk/efo/EFO_0010798>	"http://purl.obolibrary.org/obo/OBA_2050153"	
<http://www.ebi.ac.uk/efo/EFO_0010800>	"http://purl.obolibrary.org/obo/OBA_2050322"	
<http://www.ebi.ac.uk/efo/EFO_0010801>	"http://purl.obolibrary.org/obo/OBA_2050233"	
<http://www.ebi.ac.uk/efo/EFO_0010802>	"http://purl.obolibrary.org/obo/OBA_2050228"	
<http://www.ebi.ac.uk/efo/EFO_0010804>	"http://purl.obolibrary.org/obo/OBA_2050131"	
<http://www.ebi.ac.uk/efo/EFO_0010808>	"http://purl.obolibrary.org/obo/OBA_2040007"	
<http://www.ebi.ac.uk/efo/EFO_0010824>	"http://purl.obolibrary.org/obo/OBA_2040131"	
<http://www.ebi.ac.uk/efo/EFO_0010917>	"http://purl.obolibrary.org/obo/OBA_2050195"	
<http://www.ebi.ac.uk/efo/EFO_0010918>	"http://purl.obolibrary.org/obo/OBA_2050235"	
<http://www.ebi.ac.uk/efo/EFO_0010920>	"http://purl.obolibrary.org/obo/OBA_2050319"	
<http://www.ebi.ac.uk/efo/EFO_0010924>	"http://purl.obolibrary.org/obo/OBA_2050151"	
<http://www.ebi.ac.uk/efo/EFO_0010931>	"http://purl.obolibrary.org/obo/OBA_2050272"	
<http://www.ebi.ac.uk/efo/EFO_0010933>	"http://purl.obolibrary.org/obo/OBA_2040070"	
<http://www.ebi.ac.uk/efo/EFO_0010940>	"http://purl.obolibrary.org/obo/OBA_2045284"	
<http://www.ebi.ac.uk/efo/EFO_0010948>	"http://purl.obolibrary.org/obo/OBA_VT0003743"	
<http://www.ebi.ac.uk/efo/EFO_0010949>	"http://purl.obolibrary.org/obo/OBA_VT0003743"	
<http://www.ebi.ac.uk/efo/EFO_0010952>	"http://purl.obolibrary.org/obo/OBA_2050095"	
<http://www.ebi.ac.uk/efo/EFO_0010971>	"http://purl.obolibrary.org/obo/OBA_2040099"	
<http://www.ebi.ac.uk/efo/EFO_0011012>	"http://purl.obolibrary.org/obo/OBA_2050094"	
<http://www.ebi.ac.uk/efo/EFO_0011036>	"http://purl.obolibrary.org/obo/OBA_2050193"	
<http://www.ebi.ac.uk/efo/EFO_0011043>	"http://purl.obolibrary.org/obo/OBA_1000031"	
<http://www.ebi.ac.uk/efo/EFO_0020050>	"http://purl.obolibrary.org/obo/OBA_VT0010878"	
<http://www.ebi.ac.uk/efo/EFO_0020112>	"http://purl.obolibrary.org/obo/OBA_2050236"	
<http://www.ebi.ac.uk/efo/EFO_0020127>	"http://purl.obolibrary.org/obo/OBA_2050263"	
<http://www.ebi.ac.uk/efo/EFO_0020131>	"http://purl.obolibrary.org/obo/OBA_2050267"	
<http://www.ebi.ac.uk/efo/EFO_0020179>	"http://purl.obolibrary.org/obo/OBA_2050163"	
<http://www.ebi.ac.uk/efo/EFO_0020200>	"http://purl.obolibrary.org/obo/OBA_2050254"	
<http://www.ebi.ac.uk/efo/EFO_0020201>	"http://purl.obolibrary.org/obo/OBA_2050278"	
<http://www.ebi.ac.uk/efo/EFO_0020202>	"http://purl.obolibrary.org/obo/OBA_2050303"	
<http://www.ebi.ac.uk/efo/EFO_0020251>	"http://purl.obolibrary.org/obo/OBA_2050301"	
<http://www.ebi.ac.uk/efo/EFO_0020252>	"http://purl.obolibrary.org/obo/OBA_2050317"	
<http://www.ebi.ac.uk/efo/EFO_0020253>	"http://purl.obolibrary.org/obo/OBA_2050225"	
<http://www.ebi.ac.uk/efo/EFO_0020256>	"http://purl.obolibrary.org/obo/OBA_2050304"	
<http://www.ebi.ac.uk/efo/EFO_0020263>	"http://purl.obolibrary.org/obo/OBA_2050244"	
<http://www.ebi.ac.uk/efo/EFO_0020264>	"http://purl.obolibrary.org/obo/OBA_2050244"	
<http://www.ebi.ac.uk/efo/EFO_0020265>	"http://purl.obolibrary.org/obo/OBA_2050298"	
<http://www.ebi.ac.uk/efo/EFO_0020269>	"http://purl.obolibrary.org/obo/OBA_2050193"	
<http://www.ebi.ac.uk/efo/EFO_0020270>	"http://purl.obolibrary.org/obo/OBA_2050193"	
<http://www.ebi.ac.uk/efo/EFO_0020284>	"http://purl.obolibrary.org/obo/OBA_2050165"	
<http://www.ebi.ac.uk/efo/EFO_0020330>	"http://purl.obolibrary.org/obo/OBA_2050286"	
<http://www.ebi.ac.uk/efo/EFO_0020346>	"http://purl.obolibrary.org/obo/OBA_2050226"	
<http://www.ebi.ac.uk/efo/EFO_0020350>	"http://purl.obolibrary.org/obo/OBA_2050230"	
<http://www.ebi.ac.uk/efo/EFO_0020351>	"http://purl.obolibrary.org/obo/OBA_2050253"	
<http://www.ebi.ac.uk/efo/EFO_0020352>	"http://purl.obolibrary.org/obo/OBA_2050279"	
<http://www.ebi.ac.uk/efo/EFO_0020353>	"http://purl.obolibrary.org/obo/OBA_2050307"	
<http://www.ebi.ac.uk/efo/EFO_0020354>	"http://purl.obolibrary.org/obo/OBA_2050212"	
<http://www.ebi.ac.uk/efo/EFO_0020355>	"http://purl.obolibrary.org/obo/OBA_2050234"	
<http://www.ebi.ac.uk/efo/EFO_0020359>	"http://purl.obolibrary.org/obo/OBA_2050158"	
<http://www.ebi.ac.uk/efo/EFO_0020360>	"http://purl.obolibrary.org/obo/OBA_2050124"	
<http://www.ebi.ac.uk/efo/EFO_0020367>	"http://purl.obolibrary.org/obo/OBA_2050277"	
<http://www.ebi.ac.uk/efo/EFO_0020368>	"http://purl.obolibrary.org/obo/OBA_2050283"	
<http://www.ebi.ac.uk/efo/EFO_0020369>	"http://purl.obolibrary.org/obo/OBA_2050308"	
<http://www.ebi.ac.uk/efo/EFO_0020370>	"http://purl.obolibrary.org/obo/OBA_2050266"	
<http://www.ebi.ac.uk/efo/EFO_0020374>	"http://purl.obolibrary.org/obo/OBA_2050214"	
<http://www.ebi.ac.uk/efo/EFO_0020375>	"http://purl.obolibrary.org/obo/OBA_2050134"	
<http://www.ebi.ac.uk/efo/EFO_0020376>	"http://purl.obolibrary.org/obo/OBA_2050150"	
<http://www.ebi.ac.uk/efo/EFO_0020377>	"http://purl.obolibrary.org/obo/OBA_2050161"	
<http://www.ebi.ac.uk/efo/EFO_0020378>	"http://purl.obolibrary.org/obo/OBA_2050171"	
<http://www.ebi.ac.uk/efo/EFO_0020379>	"http://purl.obolibrary.org/obo/OBA_2050126"	
<http://www.ebi.ac.uk/efo/EFO_0020380>	"http://purl.obolibrary.org/obo/OBA_2050166"	
<http://www.ebi.ac.uk/efo/EFO_0020381>	"http://purl.obolibrary.org/obo/OBA_2050121"	
<http://www.ebi.ac.uk/efo/EFO_0020382>	"http://purl.obolibrary.org/obo/OBA_2050133"	
<http://www.ebi.ac.uk/efo/EFO_0020383>	"http://purl.obolibrary.org/obo/OBA_2050148"	
<http://www.ebi.ac.uk/efo/EFO_0020384>	"http://purl.obolibrary.org/obo/OBA_2050143"	
<http://www.ebi.ac.uk/efo/EFO_0020386>	"http://purl.obolibrary.org/obo/OBA_2050168"	
<http://www.ebi.ac.uk/efo/EFO_0020387>	"http://purl.obolibrary.org/obo/OBA_2050122"	
<http://www.ebi.ac.uk/efo/EFO_0020388>	"http://purl.obolibrary.org/obo/OBA_2050132"	
<http://www.ebi.ac.uk/efo/EFO_0020389>	"http://purl.obolibrary.org/obo/OBA_2050145"	
<http://www.ebi.ac.uk/efo/EFO_0020390>	"http://purl.obolibrary.org/obo/OBA_2050178"	
<http://www.ebi.ac.uk/efo/EFO_0020391>	"http://purl.obolibrary.org/obo/OBA_2050128"	
<http://www.ebi.ac.uk/efo/EFO_0020425>	"http://purl.obolibrary.org/obo/OBA_2050179"	
<http://www.ebi.ac.uk/efo/EFO_0020438>	"http://purl.obolibrary.org/obo/OBA_2050151"	
<http://www.ebi.ac.uk/efo/EFO_0020439>	"http://purl.obolibrary.org/obo/OBA_2050180"	
<http://www.ebi.ac.uk/efo/EFO_0020441>	"http://purl.obolibrary.org/obo/OBA_2050273"	
<http://www.ebi.ac.uk/efo/EFO_0020442>	"http://purl.obolibrary.org/obo/OBA_2050300"	
<http://www.ebi.ac.uk/efo/EFO_0020443>	"http://purl.obolibrary.org/obo/OBA_2050316"	
<http://www.ebi.ac.uk/efo/EFO_0020448>	"http://purl.obolibrary.org/obo/OBA_2050175"	
<http://www.ebi.ac.uk/efo/EFO_0020467>	"http://purl.obolibrary.org/obo/OBA_2050245"	
<http://www.ebi.ac.uk/efo/EFO_0020468>	"http://purl.obolibrary.org/obo/OBA_2050265"	
<http://www.ebi.ac.uk/efo/EFO_0020469>	"http://purl.obolibrary.org/obo/OBA_2050290"	
<http://www.ebi.ac.uk/efo/EFO_0020471>	"http://purl.obolibrary.org/obo/OBA_2050136"	
<http://www.ebi.ac.uk/efo/EFO_0020473>	"http://purl.obolibrary.org/obo/OBA_2050162"	
<http://www.ebi.ac.uk/efo/EFO_0020474>	"http://purl.obolibrary.org/obo/OBA_2050173"	
<http://www.ebi.ac.uk/efo/EFO_0020475>	"http://purl.obolibrary.org/obo/OBA_2050127"	
<http://www.ebi.ac.uk/efo/EFO_0020476>	"http://purl.obolibrary.org/obo/OBA_2050139"	
<http://www.ebi.ac.uk/efo/EFO_0020477>	"http://purl.obolibrary.org/obo/OBA_2050141"	
<http://www.ebi.ac.uk/efo/EFO_0020478>	"http://purl.obolibrary.org/obo/OBA_2050156"	
<http://www.ebi.ac.uk/efo/EFO_0020537>	"http://purl.obolibrary.org/obo/OBA_2050242"	
<http://www.ebi.ac.uk/efo/EFO_0020545>	"http://purl.obolibrary.org/obo/OBA_2050238"	
<http://www.ebi.ac.uk/efo/EFO_0020554>	"http://purl.obolibrary.org/obo/OBA_2050252"	
<http://www.ebi.ac.uk/efo/EFO_0020557>	"http://purl.obolibrary.org/obo/OBA_2050323"	
<http://www.ebi.ac.uk/efo/EFO_0020563>	"http://purl.obolibrary.org/obo/OBA_2050250"	
<http://www.ebi.ac.uk/efo/EFO_0020564>	"http://purl.obolibrary.org/obo/OBA_2050270"	
<http://www.ebi.ac.uk/efo/EFO_0020573>	"http://purl.obolibrary.org/obo/OBA_2050284"	
<http://www.ebi.ac.uk/efo/EFO_0020593>	"http://purl.obolibrary.org/obo/OBA_2050288"	
<http://www.ebi.ac.uk/efo/EFO_0020594>	"http://purl.obolibrary.org/obo/OBA_2050311"	
<http://www.ebi.ac.uk/efo/EFO_0020595>	"http://purl.obolibrary.org/obo/OBA_2050223"	
<http://www.ebi.ac.uk/efo/EFO_0020602>	"http://purl.obolibrary.org/obo/OBA_2050285"	
<http://www.ebi.ac.uk/efo/EFO_0020613>	"http://purl.obolibrary.org/obo/OBA_2050176"	
<http://www.ebi.ac.uk/efo/EFO_0020622>	"http://purl.obolibrary.org/obo/OBA_2050197"	
<http://www.ebi.ac.uk/efo/EFO_0020640>	"http://purl.obolibrary.org/obo/OBA_2050199"	
<http://www.ebi.ac.uk/efo/EFO_0020641>	"http://purl.obolibrary.org/obo/OBA_2050199"	
