?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/HP_0004972>	"An abnormal increase in the average blood pressure in an individual during a single cardiac cycle."	"UMLS:C1840376"
<http://purl.obolibrary.org/obo/OBA_2058064>	"The amount of a caspase-5 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/HP_0011802>	"A benign (noncancerous) tumorlike malformation made up of an abnormal mixture of cells and tissues that originates in the tongue."	"UMLS:C0431565 SNOMEDCT_US:253753005"
<http://purl.obolibrary.org/obo/MONDO_0010971>	"Infundibulopelvic stenosis-multicystic kidney syndrome is a rare, genetic renal malformation syndrome characterized by variable degrees of malformation in the pelvicalyceal system (including unilateral or bilateral calyceal dilatation, infundibular stenosis, hypoplasia or stenosis of the renal pelvis) which lead to multicystic kidney. Clinically it exhibits abdominal, lumbar or flank pain, recurrent urinary tract infections, hypertension, proteinuria and often progresses to renal insufficiency. Calyceal dilatation and hydronephrosis are frequently seen on imaging."	"UMLS:C1832949 SCTID:725905005 Orphanet:1849 MEDGEN:318751 OMIM:600989 GARD:0003005 MESH:C535528"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=28977>	"A protein coding gene IST1 in human."	
<http://purl.obolibrary.org/obo/OBA_2054073>	"A compound attribute that is the ratio of amount of epithelial discoidin domain-containing receptor 1 (human) in blood to amount of pulmonary surfactant-associated protein D (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/MONDO_0005115>	"A localization-related (focal) form of epilepsy characterized by recurrent seizures that arise from foci within the temporal lobe, most commonly from its mesial aspect. A wide variety of psychic phenomena may be associated, including illusions, hallucinations, dyscognitive states, and affective experiences. The majority of complex partial seizures (see epilepsy, complex partial) originate from the temporal lobes. Temporal lobe seizures may be classified by etiology as cryptogenic, familial, or symptomatic (i.e., related to an identified disease process or lesion). (From Adams et al., Principles of Neurology, 6th ed, p321)"	"UMLS:C0014556 MEDGEN:4990 birnlex:12733 DOID:3328 SCTID:193000002 EFO:0000773 NCIT:C177244 SCTID:783739005 MESH:D004833 GARD:0005135 Orphanet:98819 OMIMPS:600512"
<http://purl.obolibrary.org/obo/UBERON_0036301>		"FMA:225251 SCTID:297287005"
<http://purl.obolibrary.org/obo/CL_0002218>	"A double negative thymocyte that has a T cell receptor consisting of a gamma chain that has as part a Vgamma3 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-positive. This cell-type is found in the fetal thymus with highest numbers occurring at E17-E18."	
<http://purl.obolibrary.org/obo/OBA_2050486>	"The amount of a aldo-keto reductase family 1 member C4 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/OBA_2057716>	"The amount of a basigin (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.orpha.net/ORDO/Orphanet_53739>		
<http://purl.obolibrary.org/obo/CLO_0013784>	"HUMAN VARIATION PANEL - AFRICAN AMERICAN PANEL OF 100"	
<http://purl.obolibrary.org/obo/OBA_2053062>	"A compound attribute that is the ratio of amount of histamine N-methyltransferase (human) in blood to amount of retinol-binding protein 5 (human) in blood."	"PMID:38412862"
<http://www.orpha.net/ORDO/Orphanet_1068>	"Aniridia-intellectual disability syndrome is an extremely rare autosomal dominant developmental defect of the eye described in several members of one family that is characterized by the association of moderate intellectual disability with aniridia, lens dislocation, optic nerve hypoplasia (see this term) and cataracts. There have been no further descriptions in the literature since 1974."	"MESH:C536568 UMLS:C2931243"
<http://www.orpha.net/ORDO/Orphanet_225147>		
<http://purl.obolibrary.org/obo/PR_P05408>	"A neuroendocrine protein 7B2 that is encoded in the genome of human."	"UniProtKB:P05408"
<http://purl.obolibrary.org/obo/MONDO_0020434>		"MEDGEN:91034 Orphanet:99103 icd11.foundation:1875768490 MedDRA:10031302 UMLS:C0344724 GARD:0005865 MedDRA:10031303 NANDO:2200266"
<http://purl.obolibrary.org/obo/OBA_2057033>	"The amount of a platelet factor 4 variant (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_000019780>	"An alpha-enolase that has had the initiator methionine removed."	
<http://www.ebi.ac.uk/efo/EFO_0000390>	"A congenital metabolic disorder affecting the exocrine glands, inherited as an autosomal trait. The secretions of exocrine glands are abnormal, resulting in excessively viscid mucus production which causes obstruction of passageways (including pancreatic and bile ducts, intestines, and bronchi). The sweat sodium and chloride content are increased. Symptoms usually appear in childhood and include meconium ileus, poor growth despite good appetite, malabsorption and foul bulky stools, chronic bronchitis with cough, recurrent pneumonia, bronchiectasis, emphysema, clubbing of the fingers, and salt depletion in hot weather."	"ICD9:277.0 DOID:1485 SNOMEDCT:190905008 MESH:D003550 OMIM:219700 ICD9:277.00 SNOMEDCT:190911006 NCIt:C2975"
<http://purl.obolibrary.org/obo/OBA_2041604>	"The amount of a Fos-related antigen 2 when measured in blood serum."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=26515>	"A protein coding gene COQ10A in human."	
<http://purl.obolibrary.org/obo/OBA_2056046>	"The amount of a Rho guanine nucleotide exchange factor 10 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/OBA_2050999>	"The amount of a ankyrin repeat domain-containing protein 54 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/MONDO_0014448>	"An inherited autosomal dominant trait characterized by abnormally elevated levels of total serum thyroxine; (T4) in euthyroid patients with abnormal serum albumin that binds T4 with enhanced affinity. The serum levels of free T4, free T3, and tsh are normal. It is one of several T4 abnormalities produced by non-thyroid disorder. This condition is due to mutations of the alb gene on chromosome 4."	"OMIM:615999 UMLS:C0342185 SCTID:237547004 MEDGEN:90974 MESH:D050010 Orphanet:276271 NCIT:C131813"
<http://www.ebi.ac.uk/efo/EFO_1000498>	"A malignant mesenchymal neoplasm with skeletal muscle differentiation affecting the prostate."	"UMLS:C1335518 EFO:1000498 NCIT:C5522 DOID:3252"
<http://www.ebi.ac.uk/efo/EFO_0000669>		
<http://purl.obolibrary.org/obo/OBA_2056825>	"The amount of a glia-derived nexin (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0001921>	"Any of six small voluntary muscles that pass between the eyeball and the orbit and control the movement of the eyeball in relation to the orbit."	"BTO:0001579 FMA:49033"
<http://purl.obolibrary.org/obo/HP_0000411>	"Angle formed by the plane of the ear and the mastoid bone greater than the 97th centile for age (objective); or, outer edge of the helix more than 2 cm from the mastoid at the point of maximum distance (objective)."	"SNOMEDCT_US:275478007 UMLS:C1855285 UMLS:C1305420"
<http://purl.obolibrary.org/obo/PR_000049568>	"A thioredoxin domain-containing protein 5 (human) that has had the signal peptide removed. UniProtKB:Q8NBS9, 33-432."	"Reactome:R-HSA-6799367 Reactome:R-HSA-434325 Reactome:R-HSA-6806246 Reactome:R-HSA-429813"
<http://purl.obolibrary.org/obo/MONDO_0013981>	"A rare, genetic movement disorder characterized by autosomal dominant, adult-onset, slowly progressive, multifocal, cortical myoclonus. Patients present somatosensory-evoked, brief, jerky, involuntary movements in the face, arms and legs, associated in most of cases with sustained, multiple, sudden falls without loss of consciousness. Seizures or other neurological deficits, aside from mild cerebellar ataxia late in the course of the illness, are absent."	"GARD:0017444 OMIMPS:614937 SCTID:763770005 Orphanet:319189"
<http://purl.obolibrary.org/obo/PR_Q03426>	"A mevalonate kinase that is encoded in the genome of human."	"DTO:03100228 UniProtKB:Q03426 Reactome:R-HSA-191375"
<http://purl.obolibrary.org/obo/MONDO_0020435>		"ICD9:746.89 GARD:0010697 icd11.foundation:664625334 SCTID:40272001 MEDGEN:576458 icd11.foundation:800577917 UMLS:C0344733 Orphanet:99104"
<http://purl.obolibrary.org/obo/OBA_2054584>	"A compound attribute that is the ratio of amount of myeloid cell nuclear differentiation antigen (human) in blood to amount of eosinophil cationic protein (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/MONDO_0024392>		"SCTID:236746000 MEDGEN:588642 UMLS:C0403764"
<http://www.ebi.ac.uk/efo/EFO_0802290>	"Quantification of asialoglycoprotein receptor 2 in a sample."	"uniprot:P07307 PMID:29875488"
<http://www.ebi.ac.uk/efo/EFO_0021876>	"The determination of the amount of leucine-rich repeat serine/threonine-protein kinase 2 in a sample"	"uniprot:Q5S007 PMID:34814699"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=28465>	"A protein coding gene CCDC107 in human."	
<http://purl.obolibrary.org/obo/PR_000046623>	"A CD226 antigen (human) that has had the signal peptide removed. UniProtKB:Q15762, 19-336."	"Reactome:R-HSA-197562"
<http://www.ebi.ac.uk/efo/EFO_0802953>	"Quantification of protein NDNF in a sample."	"uniprot:Q8TB73 PMID:29875488"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=13221>	"A protein coding gene BCL11A in human."	
<http://www.ebi.ac.uk/efo/EFO_0020481>	"The determination of the amount of inter-alpha-trypsin inhibitor heavy chain h4 in a sample"	"uniprot:Q14624 PMID:28240269"
<http://purl.obolibrary.org/obo/UBERON_0001331>	"A zone of skin that is part of a penis [Automatically generated definition]."	"FMA:19638 SCTID:35900000 EMAPA:35675 MA:0002727"
<http://purl.obolibrary.org/obo/OBA_2044681>	"The amount of a probable RNA-binding protein 18 when measured in blood serum."	
<http://www.ebi.ac.uk/efo/EFO_1001491>	"the ending of pregnancy by removing a fetus or embryo before it can survive outside the uterus."	"Wikipedia:Abortion ICD10:O06 ICD10:O04 MESH:D000028 MedDRA:10000210"
<http://purl.obolibrary.org/obo/OBA_2080717>	"The amount of a tRNA-specific adenosine deaminase 1 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0800420>	"Quantification of the amount of 1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1) in a sample."	"PMID:35347128"
<http://purl.obolibrary.org/obo/PR_000018973>	"A protein AMBP that has been processed by proteolytic cleavage."	
<http://www.ebi.ac.uk/efo/EFO_0005560>	"An exostosis that has_material_basis_in a mutation on the genes EXT1, EXT2 and EXT3 which results_in multiple bony spurs throughout a child's growth."	"NCIt:C5183 DOID:206 SNOMEDCT:254044004 OMIM:133701"
<http://purl.obolibrary.org/obo/OBA_2044145>	"The amount of a protein WWC1 when measured in blood serum."	
<http://purl.obolibrary.org/obo/MONDO_0012574>	"17p11.2 microduplication syndrome is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the short arm of chromosome 17, typically characterized by hypotonia, poor feeding, failure to thrive, developmental delay (particularly cognitive and language deficits), mild-moderate intellectual deficit, and neuropsychiatric disorders (behavioral problems, anxiety, attention deficit hyperactivity disorder, autistic spectrum disorder, bipolar disorder). Structural cardiovascular anomalies (dilated aortic root, bicommissural aortic valve, atrial/ventricular and septal defects) and sleep disturbance (obstructive and central sleep apnea) are also frequently associated."	"DECIPHER:19 DOID:0060853 icd11.foundation:1720095972 SCTID:734016004 OMIM:610883 GARD:0010145 Orphanet:1713 NCIT:C124846 UMLS:C2931246 MEDGEN:444010"
<http://purl.obolibrary.org/obo/PR_P04626>	"A receptor tyrosine-protein kinase erbB-2 that is encoded in the genome of human."	"UniProtKB:P04626 DTO:03100139"
<http://purl.obolibrary.org/obo/NCBITaxon_71139>		
<http://purl.obolibrary.org/obo/OBA_2058529>	"The amount of a complement component 1 Q subcomponent-binding protein, mitochondrial (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_P06729>	"A CD2 molecule that is encoded in the genome of human."	"UniProtKB:P06729"
<http://www.ebi.ac.uk/efo/EFO_0800777>	"Quantification of the amount of X-17357 in a sample."	"PMID:35347128"
<http://purl.obolibrary.org/obo/MONDO_0030270>		"OMIM:619319 GARD:0025527 UMLS:C5543365 MEDGEN:1779656"
<http://purl.obolibrary.org/obo/MONDO_0020436>		"UMLS:C0344730 GARD:0010696 NANDO:2200267 Orphanet:99105 MESH:C548009 MEDGEN:138011 icd11.foundation:1930019148 SCTID:95268002"
<http://www.ebi.ac.uk/efo/EFO_0803506>	"Quantification of perphenazine maleate in blood plasma."	"KEGG COMPOUND:C13540"
<http://purl.obolibrary.org/obo/PR_000014827>	"A protein that is a translation product of the human SH3GLB2 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/PR_000001153>	"A Toll-like receptor that is a translation product of the human TLR2 gene or a 1:1 ortholog thereof."	"IUPHARobj:1752"
<http://purl.obolibrary.org/obo/MONDO_0016983>	"Bartter syndrome with hypocalcemia is a type of Bartter syndrome characterized by hypocalcemia, hypomagnesemia and hypoparathyroidism along with features of Henle's loop dysfunction (polyuria, hypokalemic alkalosis, increased levels of plasma renin and aldosterone, low blood pressure and vascular resistance to angiotensin II). Bartter syndrome with hypocalcemia is a very rare manifestation of autosomal dominant hypocalcemia (ADH)"	"UMLS:C4552089 GARD:0025084 MEDGEN:1645787 Orphanet:263417"
<http://purl.obolibrary.org/obo/PR_000008033>	"A protein that is a translation product of the human GLIPR2 gene or a 1:1 ortholog thereof."	
<http://www.ebi.ac.uk/efo/EFO_0801498>	"Quantification of core-binding factor subunit beta in a sample."	"uniprot:Q13951 PMID:29875488"
<http://purl.obolibrary.org/obo/PR_P61601>	"A neurocalcin-delta that is encoded in the genome of human."	"UniProtKB:P61601"
<http://purl.obolibrary.org/obo/OBA_2051325>	"The amount of a cytochrome c oxidase subunit 6B1 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/MONDO_0002789>	"A term that refers to vascular neoplasms with a prominent hemangiopericytic growth pattern."	"DOID:3850 MEDGEN:99196 NCIT:C7076 UMLS:C0476144"
<http://www.ebi.ac.uk/efo/EFO_0802448>	"Quantification of cytochrome b5 in a sample."	"uniprot:P00167 PMID:29875488 chebi:38553"
<http://purl.obolibrary.org/obo/MONDO_0859260>		"UMLS:C5677017 OMIM:619955 MEDGEN:1800957"
<http://purl.obolibrary.org/obo/PR_Q96AW1>	"A WW domain binding protein VOPP1 that is encoded in the genome of human."	"UniProtKB:Q96AW1"
<http://purl.obolibrary.org/obo/OBA_2053948>	"A compound attribute that is the ratio of amount of drebrin-like protein (human) in blood to amount of heat shock 70 kDa protein 1A (human) in blood."	"PMID:38412862"
<http://www.ebi.ac.uk/efo/EFO_0001908>	"Caudal is a geometric modifier which indicates a position towards the tail."	"SNOMEDCT:3583002 NCIt:C73851"
<http://purl.obolibrary.org/obo/OBA_2044450>	"The amount of a alpha-(1,3)-fucosyltransferase 7 when measured in blood serum."	
<http://www.orpha.net/ORDO/Orphanet_98305>		
<http://purl.obolibrary.org/obo/PR_000002344>	"A protein kinase C, delta-like that is a translation product of the human PRKCQ gene or a 1:1 ortholog thereof."	"PIRSF:PIRSF501105 IUPHARobj:1488"
<http://purl.obolibrary.org/obo/OBA_2051020>	"The amount of a proline-rich transmembrane protein 2 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/HANCESTRO_0756>	"A population made up of 171 samples from Han Chinese South individuals recruited in China as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation East Asian."	
<http://purl.obolibrary.org/obo/PR_000020162>	"A high mobility group protein B1 that has had the initiator methionine removed."	
<http://purl.obolibrary.org/obo/PR_000006310>	"A doublecortin-like kinase that is a translation product of the human DCLK1 gene or a 1:1 ortholog thereof."	"IUPHARobj:2005"
