ID	OBSOLETE	REPLACED BY	OBSOLETED IN VERSION	REASON FOR OBSOLETION
ID	AT owl:deprecated^^xsd:boolean	A IAO:0100001	A EFO2:obsoleted_in_version	A EFO2:reason_for_obsolescence
http://www.orpha.net/ORDO/Orphanet_326	true	http://purl.obolibrary.org/obo/MONDO_0009210	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009210
http://www.orpha.net/ORDO/Orphanet_91416	true	http://purl.obolibrary.org/obo/MONDO_0019627	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019627
http://www.orpha.net/ORDO/Orphanet_79651	true	http://purl.obolibrary.org/obo/MONDO_0019335	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019335
http://www.orpha.net/ORDO/Orphanet_622	true	http://purl.obolibrary.org/obo/MONDO_0018964	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018964
http://www.orpha.net/ORDO/Orphanet_295215	true	http://purl.obolibrary.org/obo/MONDO_0017553	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017553
http://www.orpha.net/ORDO/Orphanet_418	true	http://purl.obolibrary.org/obo/MONDO_0018479	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018479
http://www.orpha.net/ORDO/Orphanet_3086	true	http://purl.obolibrary.org/obo/MONDO_0008662	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008662
http://www.orpha.net/ORDO/Orphanet_220386	true	http://purl.obolibrary.org/obo/MONDO_0016355	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016355
http://www.orpha.net/ORDO/Orphanet_284332	true	http://purl.obolibrary.org/obo/MONDO_0011950	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0011950
http://www.orpha.net/ORDO/Orphanet_228410	true	http://purl.obolibrary.org/obo/MONDO_0016460	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016460
http://www.orpha.net/ORDO/Orphanet_3439	true	http://purl.obolibrary.org/obo/MONDO_0009121	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009121
http://www.orpha.net/ORDO/Orphanet_93329	true	http://purl.obolibrary.org/obo/MONDO_0009779	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009779
http://www.orpha.net/ORDO/Orphanet_325124	true	http://purl.obolibrary.org/obo/MONDO_0017967	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017967
http://www.orpha.net/ORDO/Orphanet_324321	true	http://purl.obolibrary.org/obo/MONDO_0013960	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0013960
http://www.orpha.net/ORDO/Orphanet_1802	true	http://purl.obolibrary.org/obo/MONDO_0009274	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009274
http://www.orpha.net/ORDO/Orphanet_140957	true	http://purl.obolibrary.org/obo/MONDO_0015372	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015372
http://www.orpha.net/ORDO/Orphanet_99797	true	http://purl.obolibrary.org/obo/MONDO_0008797	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008797
http://www.orpha.net/ORDO/Orphanet_93921	true	http://purl.obolibrary.org/obo/MONDO_0008075	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008075
http://www.orpha.net/ORDO/Orphanet_275761	true	http://purl.obolibrary.org/obo/MONDO_0010204	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0010204
http://www.orpha.net/ORDO/Orphanet_137908	true	http://purl.obolibrary.org/obo/MONDO_0012718	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0012718
http://www.orpha.net/ORDO/Orphanet_1826	true	http://purl.obolibrary.org/obo/MONDO_0015942	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015942
http://www.orpha.net/ORDO/Orphanet_369999	true	http://purl.obolibrary.org/obo/MONDO_0018250	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018250
http://www.orpha.net/ORDO/Orphanet_1309	true	http://purl.obolibrary.org/obo/MONDO_0015268	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015268
http://www.orpha.net/ORDO/Orphanet_96071	true	http://purl.obolibrary.org/obo/MONDO_0019872	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019872
http://www.orpha.net/ORDO/Orphanet_295193	true	http://purl.obolibrary.org/obo/MONDO_0017545	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017545
http://www.orpha.net/ORDO/Orphanet_97242	true	http://purl.obolibrary.org/obo/MONDO_0019950	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019950
http://www.orpha.net/ORDO/Orphanet_269212	true	http://purl.obolibrary.org/obo/MONDO_0017110	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017110
http://www.orpha.net/ORDO/Orphanet_1822	true	http://purl.obolibrary.org/obo/MONDO_0007489	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007489
http://www.orpha.net/ORDO/Orphanet_364577	true	http://purl.obolibrary.org/obo/MONDO_0012095	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0012095
http://www.orpha.net/ORDO/Orphanet_282	true	http://purl.obolibrary.org/obo/MONDO_0017276	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017276
http://www.orpha.net/ORDO/Orphanet_262986	true	http://purl.obolibrary.org/obo/MONDO_0016969	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016969
http://www.orpha.net/ORDO/Orphanet_157713	true	http://purl.obolibrary.org/obo/MONDO_0015519	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015519
http://www.orpha.net/ORDO/Orphanet_79149	true	http://purl.obolibrary.org/obo/MONDO_0009094	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009094
http://www.orpha.net/ORDO/Orphanet_329813	true	http://purl.obolibrary.org/obo/MONDO_0018007	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018007
http://www.orpha.net/ORDO/Orphanet_295020	true	http://purl.obolibrary.org/obo/MONDO_0017463	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017463
http://www.orpha.net/ORDO/Orphanet_2985	true	http://purl.obolibrary.org/obo/MONDO_0008694	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008694
http://www.orpha.net/ORDO/Orphanet_1677	true	http://purl.obolibrary.org/obo/MONDO_0015666	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015666
http://www.orpha.net/ORDO/Orphanet_208593	true	http://purl.obolibrary.org/obo/MONDO_0016165	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016165
http://www.orpha.net/ORDO/Orphanet_288	true	http://purl.obolibrary.org/obo/MONDO_0017319	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017319
http://www.orpha.net/ORDO/Orphanet_316240	true	http://purl.obolibrary.org/obo/MONDO_0017847	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017847
http://www.orpha.net/ORDO/Orphanet_306577	true	http://purl.obolibrary.org/obo/MONDO_0017629	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017629
http://www.orpha.net/ORDO/Orphanet_384	true	http://purl.obolibrary.org/obo/MONDO_0008416	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008416
http://www.orpha.net/ORDO/Orphanet_638	true	http://purl.obolibrary.org/obo/MONDO_0011035	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0011035
http://www.orpha.net/ORDO/Orphanet_98564	true	http://purl.obolibrary.org/obo/MONDO_0020155	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0020155
http://www.orpha.net/ORDO/Orphanet_574	true	http://purl.obolibrary.org/obo/MONDO_0018930	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018930
http://www.orpha.net/ORDO/Orphanet_2016	true	http://purl.obolibrary.org/obo/MONDO_0007337	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007337
http://www.orpha.net/ORDO/Orphanet_51208	true	http://purl.obolibrary.org/obo/MONDO_0009240	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009240
http://www.orpha.net/ORDO/Orphanet_2749	true	http://purl.obolibrary.org/obo/MONDO_0017139	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017139
http://www.orpha.net/ORDO/Orphanet_50943	true	http://purl.obolibrary.org/obo/MONDO_0007854	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007854
http://www.orpha.net/ORDO/Orphanet_90794	true	http://purl.obolibrary.org/obo/MONDO_0008728	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008728
http://www.orpha.net/ORDO/Orphanet_250972	true	http://purl.obolibrary.org/obo/MONDO_0013172	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0013172
http://www.orpha.net/ORDO/Orphanet_398173	true	http://purl.obolibrary.org/obo/MONDO_0013996	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0013996
http://www.orpha.net/ORDO/Orphanet_2591	true	http://purl.obolibrary.org/obo/MONDO_0016824	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016824
http://www.orpha.net/ORDO/Orphanet_90026	true	http://purl.obolibrary.org/obo/MONDO_0007571	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007571
http://www.orpha.net/ORDO/Orphanet_232	true	http://purl.obolibrary.org/obo/MONDO_0011382	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0011382
http://www.orpha.net/ORDO/Orphanet_100051	true	http://purl.obolibrary.org/obo/MONDO_0015054	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015054
http://www.orpha.net/ORDO/Orphanet_98575	true	http://purl.obolibrary.org/obo/MONDO_0008537	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008537
http://www.orpha.net/ORDO/Orphanet_2903	true	http://purl.obolibrary.org/obo/MONDO_0008259	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008259
http://www.orpha.net/ORDO/Orphanet_757	true	http://purl.obolibrary.org/obo/MONDO_0019162	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019162
http://www.orpha.net/ORDO/Orphanet_3417	true	http://purl.obolibrary.org/obo/MONDO_0010754	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0010754
http://www.orpha.net/ORDO/Orphanet_3107	true	http://purl.obolibrary.org/obo/MONDO_0008389	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008389
http://www.orpha.net/ORDO/Orphanet_2378	true	http://purl.obolibrary.org/obo/MONDO_0007615	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007615
http://www.orpha.net/ORDO/Orphanet_262687	true	http://purl.obolibrary.org/obo/MONDO_0016937	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016937
http://www.orpha.net/ORDO/Orphanet_171929	true	http://purl.obolibrary.org/obo/MONDO_0015761	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015761
http://www.orpha.net/ORDO/Orphanet_3357	true	http://purl.obolibrary.org/obo/MONDO_0018062	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018062
http://www.orpha.net/ORDO/Orphanet_247582	true	http://purl.obolibrary.org/obo/MONDO_0016602	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016602
http://www.orpha.net/ORDO/Orphanet_461	true	http://purl.obolibrary.org/obo/MONDO_0010622	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0010622
http://www.orpha.net/ORDO/Orphanet_63454	true	http://purl.obolibrary.org/obo/MONDO_0018973	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018973
http://www.orpha.net/ORDO/Orphanet_262019	true	http://purl.obolibrary.org/obo/MONDO_0016902	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016902
http://www.orpha.net/ORDO/Orphanet_99	true	http://purl.obolibrary.org/obo/MONDO_0020380	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0020380
http://www.orpha.net/ORDO/Orphanet_263004	true	http://purl.obolibrary.org/obo/MONDO_0016972	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016972
http://www.orpha.net/ORDO/Orphanet_238536	true	http://purl.obolibrary.org/obo/MONDO_0016540	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016540
http://www.orpha.net/ORDO/Orphanet_96346	true	http://purl.obolibrary.org/obo/MONDO_0019938	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019938
http://www.orpha.net/ORDO/Orphanet_295044	true	http://purl.obolibrary.org/obo/MONDO_0017474	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017474
http://www.orpha.net/ORDO/Orphanet_34533	true	http://purl.obolibrary.org/obo/MONDO_0018102	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018102
http://www.orpha.net/ORDO/Orphanet_98260	true	http://purl.obolibrary.org/obo/MONDO_0020073	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0020073
http://www.orpha.net/ORDO/Orphanet_98617	true	http://purl.obolibrary.org/obo/MONDO_0020205	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0020205
http://www.orpha.net/ORDO/Orphanet_1037	true	http://purl.obolibrary.org/obo/MONDO_0015168	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015168
http://www.orpha.net/ORDO/Orphanet_276405	true	http://purl.obolibrary.org/obo/MONDO_0013595	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0013595
http://www.orpha.net/ORDO/Orphanet_251043	true	http://purl.obolibrary.org/obo/MONDO_0016654	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016654
http://www.orpha.net/ORDO/Orphanet_195	true	http://purl.obolibrary.org/obo/MONDO_0007276	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007276
http://www.orpha.net/ORDO/Orphanet_115	true	http://purl.obolibrary.org/obo/MONDO_0007363	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007363
http://www.orpha.net/ORDO/Orphanet_295081	true	http://purl.obolibrary.org/obo/MONDO_0017492	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017492
http://www.orpha.net/ORDO/Orphanet_2781	true	http://purl.obolibrary.org/obo/MONDO_0017198	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017198
http://www.orpha.net/ORDO/Orphanet_268	true	http://purl.obolibrary.org/obo/MONDO_0009676	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009676
http://www.orpha.net/ORDO/Orphanet_98760	true	http://purl.obolibrary.org/obo/MONDO_0012116	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0012116
http://www.orpha.net/ORDO/Orphanet_370997	true	http://purl.obolibrary.org/obo/MONDO_0018280	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018280
http://www.orpha.net/ORDO/Orphanet_263731	true	http://purl.obolibrary.org/obo/MONDO_0017004	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017004
http://www.orpha.net/ORDO/Orphanet_2884	true	http://purl.obolibrary.org/obo/MONDO_0008244	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008244
http://www.orpha.net/ORDO/Orphanet_99763	true	http://purl.obolibrary.org/obo/MONDO_0020489	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0020489
http://www.orpha.net/ORDO/Orphanet_261776	true	http://purl.obolibrary.org/obo/MONDO_0016868	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016868
http://www.orpha.net/ORDO/Orphanet_95700	true	http://purl.obolibrary.org/obo/MONDO_0008731	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008731
http://www.orpha.net/ORDO/Orphanet_207104	true	http://purl.obolibrary.org/obo/MONDO_0016152	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016152
http://www.orpha.net/ORDO/Orphanet_207060	true	http://purl.obolibrary.org/obo/MONDO_0016141	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016141
http://www.orpha.net/ORDO/Orphanet_314399	true	http://purl.obolibrary.org/obo/MONDO_0013851	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0013851
http://www.orpha.net/ORDO/Orphanet_180	true	http://purl.obolibrary.org/obo/MONDO_0010557	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0010557
http://www.orpha.net/ORDO/Orphanet_391408	true	http://purl.obolibrary.org/obo/MONDO_0018320	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018320
http://www.orpha.net/ORDO/Orphanet_3310	true	http://purl.obolibrary.org/obo/MONDO_0018030	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018030
http://www.orpha.net/ORDO/Orphanet_238	true	http://purl.obolibrary.org/obo/MONDO_0016531	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016531
http://www.orpha.net/ORDO/Orphanet_289849	true	http://purl.obolibrary.org/obo/MONDO_0009284	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009284
http://www.orpha.net/ORDO/Orphanet_595	true	http://purl.obolibrary.org/obo/MONDO_0018947	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018947
http://www.orpha.net/ORDO/Orphanet_79264	true	http://purl.obolibrary.org/obo/MONDO_0019262	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019262
http://www.orpha.net/ORDO/Orphanet_183454	true	http://purl.obolibrary.org/obo/MONDO_0021028	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0021028
http://www.orpha.net/ORDO/Orphanet_200037	true	http://purl.obolibrary.org/obo/MONDO_0016058	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016058
http://www.orpha.net/ORDO/Orphanet_319569	true	http://purl.obolibrary.org/obo/MONDO_0017901	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017901
http://www.orpha.net/ORDO/Orphanet_1717	true	http://purl.obolibrary.org/obo/MONDO_0015744	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015744
http://www.orpha.net/ORDO/Orphanet_100982	true	http://purl.obolibrary.org/obo/MONDO_0015090	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015090
http://www.orpha.net/ORDO/Orphanet_424	true	http://purl.obolibrary.org/obo/MONDO_0012203	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0012203
http://www.orpha.net/ORDO/Orphanet_353320	true	http://purl.obolibrary.org/obo/MONDO_0018143	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018143
http://www.orpha.net/ORDO/Orphanet_293955	true	http://purl.obolibrary.org/obo/MONDO_0013761	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0013761
http://www.orpha.net/ORDO/Orphanet_268384	true	http://purl.obolibrary.org/obo/MONDO_0017064	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017064
http://www.orpha.net/ORDO/Orphanet_93315	true	http://purl.obolibrary.org/obo/MONDO_0008479	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008479
http://www.orpha.net/ORDO/Orphanet_268961	true	http://purl.obolibrary.org/obo/MONDO_0017095	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017095
http://www.orpha.net/ORDO/Orphanet_223713	true	http://purl.obolibrary.org/obo/MONDO_0016387	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016387
http://www.orpha.net/ORDO/Orphanet_156	true	http://purl.obolibrary.org/obo/MONDO_0009705	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009705
http://www.orpha.net/ORDO/Orphanet_108969	true	http://purl.obolibrary.org/obo/MONDO_0015212	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015212
http://www.orpha.net/ORDO/Orphanet_225	true	http://purl.obolibrary.org/obo/MONDO_0010785	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0010785
http://www.orpha.net/ORDO/Orphanet_79485	true	http://purl.obolibrary.org/obo/MONDO_0019327	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019327
http://www.orpha.net/ORDO/Orphanet_169139	true	http://purl.obolibrary.org/obo/MONDO_0015698	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015698
http://www.orpha.net/ORDO/Orphanet_79136	true	http://purl.obolibrary.org/obo/MONDO_0011681	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0011681
http://www.orpha.net/ORDO/Orphanet_37042	true	http://purl.obolibrary.org/obo/MONDO_0010580	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0010580
http://www.orpha.net/ORDO/Orphanet_93108	true	http://purl.obolibrary.org/obo/MONDO_0019638	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0019638
http://www.orpha.net/ORDO/Orphanet_365563	true	http://purl.obolibrary.org/obo/MONDO_0018241	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018241
http://www.orpha.net/ORDO/Orphanet_1955	true	http://purl.obolibrary.org/obo/MONDO_0007574	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007574
http://www.orpha.net/ORDO/Orphanet_165988	true	http://purl.obolibrary.org/obo/MONDO_0015625	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015625
http://www.orpha.net/ORDO/Orphanet_1692	true	http://purl.obolibrary.org/obo/MONDO_0015706	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015706
http://www.orpha.net/ORDO/Orphanet_209050	true	http://purl.obolibrary.org/obo/MONDO_0016190	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016190
http://www.orpha.net/ORDO/Orphanet_437	true	http://purl.obolibrary.org/obo/MONDO_0024300	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0024300
http://www.orpha.net/ORDO/Orphanet_79141	true	http://purl.obolibrary.org/obo/MONDO_0007248	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0007248
http://www.orpha.net/ORDO/Orphanet_100048	true	http://purl.obolibrary.org/obo/MONDO_0015051	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015051
http://www.orpha.net/ORDO/Orphanet_166295	true	http://purl.obolibrary.org/obo/MONDO_0015637	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015637
http://www.orpha.net/ORDO/Orphanet_391381	true	http://purl.obolibrary.org/obo/MONDO_0018318	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018318
http://www.orpha.net/ORDO/Orphanet_213	true	http://purl.obolibrary.org/obo/MONDO_0016239	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016239
http://www.orpha.net/ORDO/Orphanet_100015	true	http://purl.obolibrary.org/obo/MONDO_0015038	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015038
http://www.orpha.net/ORDO/Orphanet_314701	true	http://purl.obolibrary.org/obo/MONDO_0017816	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017816
http://www.orpha.net/ORDO/Orphanet_417	true	http://purl.obolibrary.org/obo/MONDO_0009397	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0009397
http://www.orpha.net/ORDO/Orphanet_261222	true	http://purl.obolibrary.org/obo/MONDO_0013267	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0013267
http://www.orpha.net/ORDO/Orphanet_909	true	http://purl.obolibrary.org/obo/MONDO_0008948	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0008948
http://www.orpha.net/ORDO/Orphanet_156604	true	http://purl.obolibrary.org/obo/MONDO_0015508	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0015508
http://www.orpha.net/ORDO/Orphanet_209203	true	http://purl.obolibrary.org/obo/MONDO_0016200	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0016200
http://www.orpha.net/ORDO/Orphanet_329228	true	http://purl.obolibrary.org/obo/MONDO_0014043	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0014043
http://www.orpha.net/ORDO/Orphanet_294939	true	http://purl.obolibrary.org/obo/MONDO_0017425	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017425
http://www.orpha.net/ORDO/Orphanet_401815	true	http://purl.obolibrary.org/obo/MONDO_0018418	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0018418
http://www.orpha.net/ORDO/Orphanet_276608	true	http://purl.obolibrary.org/obo/MONDO_0017189	3.44.0	Replaced with Mondo term. Use: http://purl.obolibrary.org/obo/MONDO_0017189
