?child	?label	?parents	?parentlabels
<http://purl.obolibrary.org/obo/OBA_2053446>	"GRAP2/SNX9 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044730>	"level of NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041113>	"level of carboxypeptidase A2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054206>	"CD40LG/DAB2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2055219>	"FCRL1/TREML2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_1000199>	"von Willebrand factor quality"	"http://www.ebi.ac.uk/efo/EFO_0001444"	"measurement"
<http://purl.obolibrary.org/obo/OBA_2042632>	"level of nuclear receptor subfamily 4 group A member 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050243>	"spectrin alpha chain, non-erythrocytic 1 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041846>	"level of histone deacetylase 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041504>	"level of erlin-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042733>	"level of PAXIP1-associated glutamate-rich protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050803"	"level of PAXIP1-associated glutamate-rich protein 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2041448>	"level of eukaryotic translation initiation factor 3 subunit J in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053545>	"AZU1/PRTN3 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052166>	"amount of adenosylhomocysteinase (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051207"	"level of adenosylhomocysteinase in blood"
<http://purl.obolibrary.org/obo/OBA_2053617>	"BCAM/NOTCH1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2055458>	"CDKN2D/HPCAL1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2041943>	"level of hematopoietic SH2 domain-containing protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044036>	"level of protein unc-45 homolog A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054168>	"CD58/ROR1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2053167>	"BTN2A1/IFNGR1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044256>	"level of bromodomain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050542>	"level of calcium-dependent secretion activator 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043462>	"level of serpin B5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050894"	"level of serpin B5 in blood"
<http://purl.obolibrary.org/obo/OBA_2055369>	"CD22/CD79B protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2053685>	"FYB1/MANF protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040726>	"level of sodium/potassium-transporting ATPase subunit beta-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042211>	"level of VIP36-like protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044897>	"level of zinc finger CCHC domain-containing protein 18 (human) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044346>	"level of plexin domain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051019"	"level of plexin domain-containing protein 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2051841>	"level of actin-binding protein WASF1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050109>	"superior temporal gyrus thickness"	"http://www.ebi.ac.uk/efo/EFO_0001444"	"measurement"
<http://purl.obolibrary.org/obo/OBA_2054622>	"CTSF/SMPD1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2042395>	"level of MOB kinase activator 1A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055309>	"FGF19/SCG2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2053956>	"DBNL/TBCB protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2041877>	"level of huntingtin-interacting protein 1-related protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050687"	"level of huntingtin-interacting protein 1-related protein in blood"
<http://purl.obolibrary.org/obo/OBA_2050698>	"level of basement membrane-specific heparan sulfate proteoglycan core protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042692>	"level of teneurin-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041555>	"level of fructose-1,6-bisphosphatase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042891>	"level of phosphatidylinositol 3-kinase regulatory subunit alpha in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041945>	"level of endoplasmin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040514>	"level of all-trans-retinol dehydrogenase [NAD(+)] ADH1B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050479"	"level of all-trans-retinol dehydrogenase [NAD(+)] ADH1B in blood"
<http://purl.obolibrary.org/obo/OBA_2055238>	"FKBP4/FKBP5 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2051239>	"level of plasma membrane calcium-transporting ATPase 4 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055485>	"ITGB1/TFPI protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2043088>	"level of prostaglandin-H2 D-isomerase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041697>	"level of bone morphogenetic protein 3B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041644>	"level of Ras GTPase-activating protein-binding protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050842>	"level of melanoma antigen preferentially expressed in tumors in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040325>	"level of interleukin-1 receptor-associated kinase 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050444"	"level of interleukin-1 receptor-associated kinase 4 in blood"
<http://purl.obolibrary.org/obo/OBA_2041368>	"level of protein ripply3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043474>	"level of splicing factor 3B subunit 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054294>	"ALCAM/ICAM3 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2041473>	"level of engulfment and cell motility protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050141>	"insulin-like growth factor-binding protein 5 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044597>	"level of bifunctional peptidase and arginyl-hydroxylase JMJD5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050687>	"level of huntingtin-interacting protein 1-related protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041380>	"level of dual specificity protein phosphatase 15 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051971>	"amount of intercellular adhesion molecule 1 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053198>	"EBAG9/FKBP5 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044192>	"level of zinc finger protein 18 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041273>	"level of beta-defensin 113 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051059>	"level of butyrophilin subfamily 2 member A1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042549>	"level of N-terminal EF-hand calcium-binding protein 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040547>	"level of aldo-keto reductase family 1 member B1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050484"	"level of aldo-keto reductase family 1 member B1 in blood"
<http://purl.obolibrary.org/obo/OBA_2055159>	"PARK7/TXNRD1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2053844>	"COMP/TGFBI protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2051238>	"level of sodium/potassium-transporting ATPase subunit beta-1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041202>	"level of copper homeostasis protein cutC in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042100>	"level of kinesin-like protein KIF3B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043075>	"level of homologous-pairing protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054182>	"FOXO3/SH2B3 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2055480>	"ITGB1/MCAM protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2050373>	"level of Ile-Val in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050156>	"insulin-like growth factor-binding protein 6 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050861>	"level of Ras-related protein Rab-37 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044427>	"level of ER membrane protein complex subunit 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043957>	"level of tubulin--tyrosine ligase-like protein 12 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041030>	"level of cartilage intermediate layer protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052897>	"amount of lysosome-associated membrane glycoprotein 2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051165"	"level of lysosome-associated membrane glycoprotein 2 in blood"
<http://purl.obolibrary.org/obo/OBA_2054655>	"NCF2/NMNAT1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2050127>	"insulin-like growth factor-binding protein 2 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054929>	"LGMN/SPINT2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2050091>	"blood toxic metal amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055268>	"CD160/KIR2DL3 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2042099>	"level of kinesin-like protein KIF3A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050614>	"level of egl nine homolog 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055392>	"FGR/PADI4 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2050157>	"melanoma-derived growth regulatory protein amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054717>	"ENPP7/LAMP2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044399>	"level of centromere protein W in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050903>	"level of protein shisa-2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052686>	"amount of serine protease inhibitor Kazal-type 1 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052808>	"amount of serum paraoxonase/lactonase 3 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051097"	"level of serum paraoxonase/lactonase 3 in blood"
<http://purl.obolibrary.org/obo/OBA_2041688>	"level of hexokinase-4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052380>	"amount of corticotropin-releasing factor-binding protein (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042327>	"level of mediator of RNA polymerase II transcription subunit 20 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050049>	"presubiculum volume"	"http://www.ebi.ac.uk/efo/EFO_0001444"	"measurement"
<http://purl.obolibrary.org/obo/OBA_2040401>	"level of apoptotic protease-activating factor 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054888>	"CLPP/DECR1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2041431>	"level of EH domain-binding protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042469>	"level of interferon-induced GTP-binding protein Mx1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054135>	"ATXN10/CASP10 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040842>	"level of nuclear nucleic acid-binding protein C1D in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040753>	"level of acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055109>	"CXCL6/DFFA protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2053893>	"MARCO/SIGLEC1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2041130>	"level of DNA-directed RNA polymerase III subunit RPC9 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054320>	"ANXA3/RWDD1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052348>	"amount of interactor protein for cytohesin exchange factors 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051484"	"level of interactor protein for cytohesin exchange factors 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2040635>	"level of aquaporin-4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051404>	"level of fibrinogen alpha chain in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054132>	"ATP5IF1/PRDX3 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044048>	"level of upstream stimulatory factor 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044063>	"level of ubiquitin carboxyl-terminal hydrolase 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054218>	"CD40/TIMP3 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2054723>	"EPHB4/ESAM protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040070>	"trait in response to dexamethasone"	"http://www.ebi.ac.uk/efo/EFO_0001444"	"measurement"
<http://purl.obolibrary.org/obo/OBA_2043878>	"level of tropomodulin-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043968>	"level of thioredoxin domain-containing protein 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053949>	"DBNL/LBR protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2055169>	"APEX1/METAP2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052228>	"amount of contactin-3 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052823>	"amount of beta-glucuronidase (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050677"	"level of beta-glucuronidase in blood"
<http://purl.obolibrary.org/obo/OBA_2053684>	"ADAM23/BSG protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044744>	"level of C-type lectin domain family 2 member L in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053384>	"CD84/GP1BA protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040340>	"level of immunoglobulin lambda-like polypeptide 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051569>	"level of nuclear factor of activated T-cells, cytoplasmic 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040827>	"level of breast cancer metastasis-suppressor 1-like protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044867>	"level of UPF0193 protein EVG1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042573>	"level of NF-kappa-B inhibitor delta in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043374>	"level of S-arrestin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050886"	"level of S-arrestin in blood"
<http://purl.obolibrary.org/obo/OBA_2054102>	"ART3/RGMB protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040448>	"level of alpha-1B-glycoprotein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050465"	"level of alpha-1B-glycoprotein in blood"
<http://purl.obolibrary.org/obo/OBA_2042406>	"level of protein PALS1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043235>	"level of RELT-like protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041318>	"level of homeobox protein DLX-3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050690>	"level of jupiter microtubule associated homolog 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042767>	"level of prostate and testis expressed protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055007>	"CLIP2/PLXNA4 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2051327>	"level of cyclic AMP-responsive element-binding protein 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040695>	"level of activating signal cointegrator 1 complex subunit 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043640>	"level of testican-3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052268>	"amount of phospholipase A2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050822"	"level of phospholipase A2 in blood"
<http://purl.obolibrary.org/obo/OBA_2053135>	"RETN/RNASET2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040881>	"level of neuron-specific vesicular protein calcyon in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041165>	"level of cold shock domain-containing protein C2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054291>	"ALCAM/CDH5 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2041777>	"level of alanine aminotransferase 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043621>	"level of kinetochore protein Spc25 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042234>	"level of low-density lipoprotein receptor-related protein 5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040773>	"level of adhesion G protein-coupled receptor B2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052260>	"amount of platelet endothelial cell adhesion molecule (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043456>	"level of serpin A11 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050892"	"level of serpin A11 in blood"
<http://purl.obolibrary.org/obo/OBA_2051847>	"level of ubiquitin thioesterase OTU1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051867>	"level of tudor and KH domain-containing protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052929>	"amount of interleukin-4 receptor subunit alpha (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044041>	"level of beta-ureidopropionase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050978"	"level of beta-ureidopropionase in blood"
<http://purl.obolibrary.org/obo/OBA_2054042>	"PDCD1/TNFRSF9 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052535>	"amount of protein kinase C-binding protein NELL2 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042093>	"level of KH domain-containing, RNA-binding, signal transduction-associated protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043550>	"level of SLIT and NTRK-like protein 6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042924>	"level of biogenesis of lysosome-related organelles complex 1 subunit 6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055158>	"PARK7/TXNDC5 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2043129>	"level of dihydropteridine reductase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
