?child	?label	?parents	?parentlabels
<http://purl.obolibrary.org/obo/OBA_2052915>	"amount of calcineurin subunit B type 1 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041821>	"level of guanylyl cyclase-activating protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041642>	"level of frizzled-7 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041136>	"level of CREB/ATF bZIP transcription factor in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050579"	"level of CREB/ATF bZIP transcription factor in blood"
<http://purl.obolibrary.org/obo/OBA_2045137>	"level of Phosphatidylethanolamine (16:0_20:4) in blood serum"	"http://purl.obolibrary.org/obo/OBA_2045032"	"level of phosphatidylethanolamine in blood serum"
<http://purl.obolibrary.org/obo/OBA_2043619>	"level of ribosome biogenesis protein SPATA5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051928>	"level of armadillo repeat-containing X-linked protein 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043606>	"level of sperm surface protein Sp17 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042515>	"level of N-alpha-acetyltransferase 50 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042029>	"level of inositol polyphosphate-4-phosphatase type I A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042389>	"level of matrix metalloproteinase-20 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050753>	"level of MIT domain-containing protein 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041371>	"level of destrin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051516>	"level of acyl-protein thioesterase 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043147>	"level of Ras-related protein Rab-24 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052956>	"amount of tumor necrosis factor receptor superfamily member 10B (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050412>	"level of Thr-Phe in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043580>	"level of beta-1-syntrophin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044471>	"level of ubiquitin-conjugating enzyme E2 W in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051744>	"level of metal cation symporter ZIP14 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043581>	"level of snurportin-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051437>	"level of glucose-fructose oxidoreductase domain-containing protein 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050308>	"eukaryotic translation initiation factor 5 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041933>	"level of heparan sulfate glucosamine 3-O-sulfotransferase 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052261>	"amount of 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051619"	"level of 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 in blood"
<http://www.ebi.ac.uk/efo/EFO_0010900>	"anti-polyomavirus 2 antibody measurement"@en	"http://purl.obolibrary.org/obo/OBA_VT0002460"	"blood immunoglobulin amount"
<http://purl.obolibrary.org/obo/OBA_2041500>	"level of endoplasmic reticulum aminopeptidase 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040484>	"level of 2-phosphoxylose phosphatase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044493>	"level of G antigen 2A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051037"	"level of G antigen 2A in blood"
<http://purl.obolibrary.org/obo/OBA_2042058>	"level of inter-alpha-trypsin inhibitor heavy chain H3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051495>	"level of keratin, type II cytoskeletal 8 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044993>	"level of phosphoprotein associated with glycosphingolipid-enriched microdomains 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051076"	"level of phosphoprotein associated with glycosphingolipid-enriched microdomains 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2051435>	"level of GRIP and coiled-coil domain-containing protein 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041786>	"level of gremlin-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044283>	"level of DnaJ homolog subfamily C member 17 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042102>	"level of DNA/RNA-binding protein KIN17 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050996>	"level of zinc finger and BTB domain-containing protein 16 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043495>	"level of SH3 domain-containing kinase-binding protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043428>	"level of semaphorin-3C in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052856>	"amount of pancreatic lipase-related protein 2 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042018>	"level of interleukin enhancer-binding factor 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050769>	"level of myocilin in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043900>	"level of TOM1-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051538>	"level of myosin phosphatase Rho-interacting protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042593>	"level of NACHT, LRR and PYD domains-containing protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050958>	"level of mitochondrial import inner membrane translocase subunit Tim10 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052286>	"amount of ATPase inhibitor, mitochondrial (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050522"	"level of ATPase inhibitor, mitochondrial in blood"
<http://purl.obolibrary.org/obo/OBA_2042180>	"level of LIM domain-binding protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051840>	"level of actin nucleation-promoting factor WAS in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052487>	"amount of consortin (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051937"	"level of consortin in blood"
<http://purl.obolibrary.org/obo/OBA_2042396>	"level of MOB kinase activator 3B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051180>	"level of caspase-9 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040606>	"level of membrane primary amine oxidase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050499"	"level of membrane primary amine oxidase in blood"
<http://purl.obolibrary.org/obo/OBA_2040715>	"level of cyclic AMP-dependent transcription factor ATF-6 alpha in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040679>	"level of protein ARMET in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051231"	"level of protein ARMET in blood"
<http://purl.obolibrary.org/obo/OBA_2041851>	"level of hepatoma-derived growth factor-related protein 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052220>	"amount of catechol O-methyltransferase (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050571"	"level of catechol O-methyltransferase in blood"
<http://purl.obolibrary.org/obo/OBA_2044585>	"level of transmembrane protein 106A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051050"	"level of transmembrane protein 106A in blood"
<http://purl.obolibrary.org/obo/OBA_2043612>	"level of SUN domain-containing protein 5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040525>	"level of ADP-ribosylhydrolase ARH3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051054>	"level of WAP four-disulfide core domain protein 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041068>	"level of CCR4-NOT transcription complex subunit 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051114>	"level of STAM-binding protein in blood"	"http://purl.obolibrary.org/obo/OBA_2050217"	"STAM-binding protein amount"
<http://purl.obolibrary.org/obo/OBA_2051547>	"level of mitochondrial tumor suppressor 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050878>	"level of replication protein A 32 kDa subunit in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041783>	"level of growth factor receptor-bound protein 10 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040327>	"level of 5'-nucleotidase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044241>	"level of adenylate kinase 4, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051000"	"level of adenylate kinase 4, mitochondrial in blood"
<http://purl.obolibrary.org/obo/OBA_2043571>	"level of U11/U12 small nuclear ribonucleoprotein 25 kDa protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042775>	"level of pyruvate carboxylase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052690>	"amount of protein sprouty homolog 2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051763"	"level of protein sprouty homolog 2 in blood"
<http://purl.obolibrary.org/obo/OBA_2043765>	"level of transforming acidic coiled-coil-containing protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050942"	"level of transforming acidic coiled-coil-containing protein 3 in blood"
<http://purl.obolibrary.org/obo/OBA_2052810>	"amount of eosinophil cationic protein (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044990>	"level of nodal modulator 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051075"	"level of nodal modulator 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2041950>	"level of heat shock protein beta-3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044035>	"level of protein unc-13 homolog D in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041436>	"level of ETS homologous factor in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042055>	"level of integrin beta-8 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043137>	"level of queuine tRNA-ribosyltransferase catalytic subunit 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043516>	"level of signaling threshold-regulating transmembrane adapter 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051790>	"level of thyroid hormone receptor-associated protein 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040692>	"level of ankyrin repeat and SOCS box protein 8 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043059>	"level of pregnancy-specific beta-1-glycoprotein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052203>	"amount of protein max (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050748"	"level of protein max in blood"
<http://purl.obolibrary.org/obo/OBA_VT0008631>	"blood interleukin-16 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041142>	"level of cysteine-rich protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050580"	"level of cysteine-rich protein 2 in blood"
<http://purl.obolibrary.org/obo/OBA_2040492>	"level of N-acyl-aromatic-L-amino acid amidohydrolase, carboxylate-forming in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050476"	"level of N-acyl-aromatic-L-amino acid amidohydrolase, carboxylate-forming in blood"
<http://purl.obolibrary.org/obo/OBA_2052167>	"amount of alpha-hemoglobin-stabilizing protein (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051210"	"level of alpha-hemoglobin-stabilizing protein in blood"
<http://purl.obolibrary.org/obo/OBA_2040480>	"level of acetyl-coenzyme A thioesterase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044345>	"level of putative phospholipase B-like 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043632>	"level of serine protease inhibitor Kazal-type 5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050924"	"level of serine protease inhibitor Kazal-type 5 in blood"
<http://purl.obolibrary.org/obo/OBA_2052246>	"amount of ataxin-10 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050524"	"level of ataxin-10 in blood"
<http://purl.obolibrary.org/obo/OBA_2042539>	"level of bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051064>	"level of myeloid-derived growth factor in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040375>	"level of interferon regulatory factor 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051925>	"level of protein FAM13A in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043052>	"level of phosphoserine aminotransferase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041264>	"level of differentially expressed in FDCP 6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040187>	"level of DNA-binding protein inhibitor ID-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041652>	"level of growth arrest and DNA damage-inducible proteins-interacting protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042759>	"level of poly(A) polymerase gamma in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041658>	"level of N-acetylgalactosamine-6-sulfatase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041799>	"level of eukaryotic peptide chain release factor GTP-binding subunit ERF3B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041680>	"level of guanylate-binding protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051492>	"level of Kv channel-interacting protein 4 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040982>	"level of CCAAT/enhancer-binding protein alpha in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050556"	"level of CCAAT/enhancer-binding protein alpha in blood"
<http://purl.obolibrary.org/obo/OBA_2043145>	"level of Ras-related protein Rab-22A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041747>	"level of guanine nucleotide-binding protein G(i) subunit alpha-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043940>	"level of Cdc42-interacting protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042109>	"level of killer cell immunoglobulin-like receptor 3DL1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050719"	"level of killer cell immunoglobulin-like receptor 3DL1 in blood"
<http://purl.obolibrary.org/obo/OBA_2044927>	"level of DNA-(apurinic or apyrimidinic site) endonuclease in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051221"	"level of DNA-(apurinic or apyrimidinic site) endonuclease in blood"
<http://purl.obolibrary.org/obo/OBA_2051528>	"level of mesoderm development candidate 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044496>	"level of bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051262>	"level of BRCA1-associated protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042709>	"level of protein LTO1 homolog in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050800"	"level of protein LTO1 homolog in blood"
<http://purl.obolibrary.org/obo/OBA_2043285>	"level of ribonuclease K6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043155>	"level of Ras-related protein Rab-37 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050861"	"level of Ras-related protein Rab-37 in blood"
<http://purl.obolibrary.org/obo/OBA_2041752>	"level of guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051292>	"level of cyclin-dependent kinase-like 5 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043633>	"level of serine protease inhibitor Kazal-type 13 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040880>	"level of calcium-binding protein 8 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052248>	"amount of drebrin-like protein (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051911>	"level of protein disulfide isomerase CRELD1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044836>	"level of angiopoietin-like protein 8 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043174>	"level of Rab9 effector protein with Kelch motifs in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041568>	"level of follicular dendritic cell secreted peptide in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041402>	"level of DnaJ homolog subfamily B member 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050607"	"level of DnaJ homolog subfamily B member 3 in blood"
<http://purl.obolibrary.org/obo/OBA_2052715>	"amount of TP53-regulated inhibitor of apoptosis 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050965"	"level of TP53-regulated inhibitor of apoptosis 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2050163>	"BDNF/NT-3 growth factors receptor amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041732>	"level of glutaredoxin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050663"	"level of glutaredoxin-1 in blood"
<http://purl.obolibrary.org/obo/OBA_2041105>	"level of cytochrome c oxidase subunit 4 isoform 2, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051812>	"level of hamartin in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043652>	"level of SLIT-ROBO Rho GTPase-activating protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043695>	"level of statherin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041208>	"level of C-X-C motif chemokine 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043952>	"level of testis-specific serine/threonine-protein kinase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042326>	"level of mediator of RNA polymerase II transcription subunit 11 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041484>	"level of ectonucleoside triphosphate diphosphohydrolase 6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050933>	"level of stomatin-like protein 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051975>	"amount of tumor necrosis factor receptor superfamily member 1A (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050272"	"tumor necrosis factor receptor superfamily member 1A amount"
<http://purl.obolibrary.org/obo/OBA_2051705>	"level of primate-type serum amyloid A-4 protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050560>	"level of charged multivesicular body protein 1a in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044915>	"level of uncharacterized protein C10orf105 (human) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052596>	"amount of junctional adhesion molecule A (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051104"	"level of junctional adhesion molecule A in blood"
<http://purl.obolibrary.org/obo/OBA_2042964>	"level of DNA polymerase iota in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050259>	"interleukin-6 receptor subunit beta amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044454>	"level of probable aminopeptidase NPEPL1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050743>	"level of microtubule-associated proteins 1A/1B light chain 3A in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044171>	"level of zinc finger and BTB domain-containing protein 10 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050995"	"level of zinc finger and BTB domain-containing protein 10 in blood"
<http://purl.obolibrary.org/obo/OBA_2051890>	"level of tripartite motif-containing protein 26 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041677>	"level of cytosolic arginine sensor for mTORC1 subunit 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044273>	"level of COMM domain-containing protein 10 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050356>	"level of L-alloisoleucine in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051916>	"level of T-cell-interacting, activating receptor on myeloid cells protein 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043616>	"level of sperm protein associated with the nucleus on the X chromosome N4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041974>	"level of radiation-inducible immediate-early gene IEX-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052681>	"amount of scavenger receptor class F member 1 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043117>	"level of transcriptional activator protein Pur-beta in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052548>	"amount of glycodelin (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050806"	"level of glycodelin in blood"
<http://purl.obolibrary.org/obo/OBA_2042260>	"level of mucosal addressin cell adhesion molecule 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043814>	"level of T-cell leukemia/lymphoma protein 1B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050949"	"level of T-cell leukemia/lymphoma protein 1B in blood"
