?child	?label	?parents	?parentlabels
<http://purl.obolibrary.org/obo/OBA_2052700>	"amount of syndecan-4 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051079"	"level of syndecan-4 in blood"
<http://purl.obolibrary.org/obo/OBA_2041445>	"level of eukaryotic translation initiation factor 2 subunit 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050615"	"level of eukaryotic translation initiation factor 2 subunit 2 in blood"
<http://purl.obolibrary.org/obo/OBA_2051394>	"level of ecotropic viral integration site 5 protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052069>	"amount of tyrosine-protein phosphatase non-receptor type 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051657"	"level of tyrosine-protein phosphatase non-receptor type 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2042418>	"level of methylthioribose-1-phosphate isomerase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050760"	"level of methylthioribose-1-phosphate isomerase in blood"
<http://purl.obolibrary.org/obo/OBA_2043320>	"level of 60S ribosomal protein L26-like 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050700>	"level of isopentenyl-diphosphate Delta-isomerase 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2020005>	"lysine in blood amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050532>	"level of bridging integrator 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042297>	"level of microtubule-associated protein RP/EB family member 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040503>	"level of disintegrin and metalloproteinase domain-containing protein 7 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040816>	"level of BolA-like protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042839>	"level of Na(+)/H(+) exchange regulatory cofactor NHE-RF3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050813"	"level of Na(+)/H(+) exchange regulatory cofactor NHE-RF3 in blood"
<http://purl.obolibrary.org/obo/OBA_2051549>	"level of mucin-2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052421>	"amount of neuroblastoma suppressor of tumorigenicity 1 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052145>	"amount of tyrosine-protein kinase receptor UFO (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051071"	"level of tyrosine-protein kinase receptor UFO in blood"
<http://purl.obolibrary.org/obo/OBA_2044578>	"level of G0/G1 switch protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043290>	"level of E3 ubiquitin-protein ligase RNF13 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051604>	"level of partitioning defective 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042367>	"level of MICAL-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044084>	"level of synaptic vesicle membrane protein VAT-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050984"	"level of synaptic vesicle membrane protein VAT-1 in blood"
<http://purl.obolibrary.org/obo/OBA_2041032>	"level of cyclin-dependent kinase 2-interacting protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050562"	"level of cyclin-dependent kinase 2-interacting protein in blood"
<http://purl.obolibrary.org/obo/OBA_1001013>	"tumor necrosis factor alpha amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050287>	"tumor necrosis factor ligand superfamily member 4 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043407>	"level of protein SCO1, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043143>	"level of Ras-related protein Rab-1B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041930>	"level of heparan sulfate glucosamine 3-O-sulfotransferase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040337>	"level of Thy-1 membrane glycoprotein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050446"	"level of Thy-1 membrane glycoprotein in blood"
<http://purl.obolibrary.org/obo/OBA_2051102>	"level of Toll-like receptor 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042778>	"level of pterin-4-alpha-carbinolamine dehydratase 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040885>	"level of cullin-associated NEDD8-dissociated protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044489>	"level of clathrin heavy chain 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052728>	"amount of zinc finger and BTB domain-containing protein 16 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050996"	"level of zinc finger and BTB domain-containing protein 16 in blood"
<http://purl.obolibrary.org/obo/OBA_2043934>	"level of zinc finger protein RFP in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044771>	"level of spermatogenesis-associated protein 24 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040831>	"level of biotinidase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050538"	"level of biotinidase in blood"
<http://purl.obolibrary.org/obo/OBA_2051053>	"level of pleckstrin homology domain-containing family B member 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040413>	"level of cellular tumor antigen p53 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052019>	"amount of hepatitis A virus cellular receptor 2 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051263>	"level of barttin in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041673>	"level of growth arrest-specific protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050488>	"level of RAC-gamma serine/threonine-protein kinase in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042533>	"level of nuclear distribution protein nudE homolog 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042521>	"level of neural cell adhesion molecule 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041241>	"level of serine/threonine-protein kinase DCLK3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041151>	"level of peroxisomal carnitine O-octanoyltransferase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043969>	"level of thioredoxin domain-containing protein 5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043380>	"level of GTP-binding protein SAR1a in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051659>	"level of receptor-type tyrosine-protein phosphatase F in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044162>	"level of protein YIPF6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042068>	"level of Janus kinase and microtubule-interacting protein 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052445>	"amount of erythropoietin (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040460>	"level of (lyso)-N-acylphosphatidylethanolamine lipase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041693>	"level of beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042645>	"level of vesicle-fusing ATPase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051057>	"level of GTPase IMAP family member 7 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052448>	"amount of receptor tyrosine-protein kinase erbB-3 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050841>	"level of polyglutamine-binding protein 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042644>	"level of sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052504>	"amount of anamorsin (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051308"	"level of anamorsin in blood"
<http://purl.obolibrary.org/obo/OBA_2041407>	"level of enoyl-CoA hydratase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050609"	"level of enoyl-CoA hydratase, mitochondrial in blood"
<http://purl.obolibrary.org/obo/OBA_2051189>	"level of collagen alpha-4(IV) chain in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052473>	"amount of caspase-10 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050539>	"level of butyrophilin subfamily 1 member A1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042167>	"level of linker for activation of T-cells family member 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041266>	"level of beta-defensin 103 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042582>	"level of 60S ribosome subunit biogenesis protein NIP7 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041391>	"level of segment polarity protein dishevelled homolog DVL-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041229>	"level of death-associated protein kinase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://www.ebi.ac.uk/efo/EFO_0010903>	"anti-chlamydia trachomatis antibody measurement"@en	"http://purl.obolibrary.org/obo/OBA_VT0002460"	"blood immunoglobulin amount"
<http://purl.obolibrary.org/obo/OBA_2051873>	"level of E3 ubiquitin-protein ligase MYCBP2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041961>	"level of hyaluronidase-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041209>	"level of cytochrome b5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042380>	"level of promotilin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050754"	"level of promotilin in blood"
<http://purl.obolibrary.org/obo/OBA_2040570>	"level of DNA oxidative demethylase ALKBH2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052486>	"amount of protein canopy homolog 4 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050570"	"level of protein canopy homolog 4 in blood"
<http://purl.obolibrary.org/obo/OBA_2042528>	"level of NCK-interacting protein with SH3 domain in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043032>	"level of prolactin-releasing peptide in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051562>	"level of BOS complex subunit NCLN in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045206>	"level of serum globulin type protein"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050315>	"NKG2-D type II integral membrane protein amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051021>	"level of mitochondrial import inner membrane translocase subunit Tim8 A in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044800>	"level of protein C14orf166 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041902>	"level of histamine N-methyltransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050691"	"level of histamine N-methyltransferase in blood"
<http://purl.obolibrary.org/obo/OBA_2040992>	"level of centrin-3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040962>	"level of cadherin-related family member 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043259>	"level of regulator of G-protein signaling 21 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050840>	"level of neurabin-2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052777>	"amount of syndecan-1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051090"	"level of syndecan-1 in blood"
<http://purl.obolibrary.org/obo/OBA_2043499>	"level of sharpin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052379>	"amount of protein disulfide isomerase CRELD2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051328"	"level of protein disulfide isomerase CRELD2 in blood"
<http://purl.obolibrary.org/obo/OBA_2052719>	"amount of TRAF family member-associated NF-kappa-B activator (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050459"	"level of TRAF family member-associated NF-kappa-B activator in blood"
<http://purl.obolibrary.org/obo/OBA_2043257>	"level of regulator of G-protein signaling 18 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045083>	"level of Phosphatidylcholine (16:1_18:2) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040385>	"level of nectin-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051112>	"level of seizure 6-like protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043205>	"level of pre-mRNA-splicing factor RBM22 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042381>	"level of Max-like protein X in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050152>	"fibroblast growth factor 5 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043471>	"level of seizure 6-like protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051112"	"level of seizure 6-like protein in blood"
<http://purl.obolibrary.org/obo/OBA_2042510>	"level of N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041921>	"level of 4-hydroxyphenylpyruvate dioxygenase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042401>	"level of mortality factor 4-like protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050757"	"level of mortality factor 4-like protein 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2042026>	"level of indoleamine 2,3-dioxygenase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043406>	"level of sodium channel subunit beta-4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042153>	"level of lethal(3)malignant brain tumor-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044025>	"level of UDP-glucuronosyltransferase 1A8 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044661>	"level of endoplasmic reticulum lectin 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040454>	"level of kynurenine/alpha-aminoadipate aminotransferase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052635>	"amount of Ras GTPase-activating-like protein IQGAP2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051485"	"level of Ras GTPase-activating-like protein IQGAP2 in blood"
<http://purl.obolibrary.org/obo/OBA_2044092>	"level of variable charge X-linked protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041515>	"level of ethanolamine kinase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043521>	"level of SLAM family member 8 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051740>	"level of neutral amino acid transporter A in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043410>	"level of signal peptide, CUB and EGF-like domain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042248>	"level of lymphocyte antigen 6 complex locus protein G6c in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044223>	"level of ZW10 interactor in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042986>	"level of peptidyl-prolyl cis-trans isomerase G in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042471>	"level of matrix-remodeling-associated protein 7 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052229>	"amount of contactin-5 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040639>	"level of ADP-ribosylation factor 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043845>	"level of thiamine-triphosphatase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050956"	"level of thiamine-triphosphatase in blood"
<http://purl.obolibrary.org/obo/OBA_2050713>	"level of Kazal-type serine protease inhibitor domain-containing protein 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052559>	"amount of NT-3 growth factor receptor (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050176"	"NT-3 growth factor receptor amount"
<http://purl.obolibrary.org/obo/OBA_2044499>	"level of neuronal regeneration-related protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040794>	"level of protein BEX2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041465>	"level of ETS-related transcription factor Elf-5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_VT0002903>	"blood parathyroid hormone amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041868>	"level of hairy/enhancer-of-split related with YRPW motif protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041912>	"level of homer protein homolog 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051079>	"level of syndecan-4 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042766>	"level of prostate and testis expressed protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050603>	"level of thymidylate kinase in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042794>	"level of protocadherin gamma-A12 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042047>	"level of integrin alpha-5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041290>	"level of splicing factor ESS-2 homolog in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040356>	"level of prostaglandin F2 receptor negative regulator in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042536>	"level of protein NDRG2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043716>	"level of syntaxin-6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044151>	"level of exportin-5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040348>	"level of macrophage receptor MARCO in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050447"	"level of macrophage receptor MARCO in blood"
<http://purl.obolibrary.org/obo/OBA_2051642>	"level of protein phosphatase 1 regulatory subunit 14D in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042966>	"level of DNA-directed RNA polymerases I and III subunit RPAC1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041545>	"level of Fas apoptotic inhibitory molecule 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044898>	"level of transmembrane protein 225B (human) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042003>	"level of interleukin-17 receptor D in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050196>	"pancreatic fat pad amount"	"http://purl.obolibrary.org/obo/OBA_VT0005452"	"adipose amount"
<http://purl.obolibrary.org/obo/OBA_2041069>	"level of 2',3'-cyclic-nucleotide 3'-phosphodiesterase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042027>	"level of inhibitor of growth protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040802>	"level of tyrosine-protein kinase BLK in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042847>	"level of platelet factor 4 variant in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043286>	"level of Rho-related GTP-binding protein Rho6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050084>	"serum IgE amount"	"http://purl.obolibrary.org/obo/OBA_2050079"	"serum immunoglobulin amount"
<http://purl.obolibrary.org/obo/OBA_2044380>	"level of WD repeat-containing protein 18 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050228>	"tumor necrosis factor receptor superfamily member 9 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040953>	"level of cell division control protein 42 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044017>	"level of uridine-cytidine kinase 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040950>	"level of M-phase inducer phosphatase 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041706>	"level of glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045151>	"level of Phosphatidylethanolamine (O-18:2_20:4) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040734>	"level of V-type proton ATPase subunit C 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051983>	"amount of vascular endothelial growth factor C (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050149"	"vascular endothelial growth factor C amount"
<http://purl.obolibrary.org/obo/OBA_2044068>	"level of ubiquitin carboxyl-terminal hydrolase 8 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050439>	"level of endothelial protein C receptor in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052293>	"amount of complement decay-accelerating factor (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
