?child	?label
<http://www.ebi.ac.uk/efo/EFO_0800193>	"3-hydroxyoctanoate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800518>	"lactosyl-N-behenoyl-sphingosine (d18:1/22:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803435>	"mytilin B measurement"
<http://www.ebi.ac.uk/efo/EFO_0021086>	"1-oleoylglycerophosphocholine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021338>	"X-12833 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800190>	"1,2-distearoyl-GPC (18:0/18:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803442>	"12-hydroxydodecanoic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0800112>	"hydroxy-N6,N6,N6-trimethyllysine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021083>	"1-linoleoylglycerophosphocholine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800620>	"glutarate (C5-DC) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800812>	"X-21383 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800447>	"1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021686>	"L-Phenylalanine to 3-Indolepropionic acid ratio"
<http://www.ebi.ac.uk/efo/EFO_0800027>	"2-hydroxy-3-methylvalerate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800444>	"1-palmitoyl-2-dihomo-linolenoyl-GPE (16:0/20:3) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021257>	"X-11786--methylcysteine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800569>	"glyco-beta-muricholate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021108>	"1-linoleoylglycerol 1-monolinolein measurement"
<http://www.ebi.ac.uk/efo/EFO_0021254>	"X-11550 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800031>	"beta-hydroxyisovaleroylcarnitine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800009>	"alpha-hydroxyisocaproate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800731>	"X-12839 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800984>	"3-hydroxycotinine glucuronide measurement"
<http://www.ebi.ac.uk/efo/EFO_0800652>	"glucuronide of C10H18O2 (7) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800561>	"dodecenedioate (C12:1-DC) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800366>	"1-oleoyl-GPG (18:1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800006>	"N-alpha-acetylornithine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800539>	"behenoylcarnitine (C22) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021150>	"benzoate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800991>	"methyl glucopyranoside (alpha + beta) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800476>	"glycosyl-N-palmitoyl-sphingosine (d18:1/16:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800086>	"7-hydroxyindole sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800713>	"X-12283 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800370>	"octadecenedioylcarnitine (C18:1-DC) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803458>	"sulforaphane measurement"
<http://www.ebi.ac.uk/efo/EFO_0800504>	"palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1] measurement"
<http://www.ebi.ac.uk/efo/EFO_0022103>	"Palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2] measurement"
<http://www.ebi.ac.uk/efo/EFO_0803453>	"S-japonin measurement"
<http://www.ebi.ac.uk/efo/EFO_0800501>	"linoleoyl-linolenoyl-glycerol (18:2/18:3) [2] measurement"
<http://www.ebi.ac.uk/efo/EFO_0800480>	"palmitoloelycholine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800970>	"alliin measurement"
<http://www.ebi.ac.uk/efo/EFO_0800458>	"1-palmitoyl-2-meadoyl-GPC (16:0/20:3n9) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800068>	"acisoga measurement"
<http://www.ebi.ac.uk/efo/EFO_0800038>	"N-acetylserine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800885>	"X-24456 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800045>	"N-acetyl-cadaverine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800794>	"X-18901 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021199>	"X-06246 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021051>	"isovalerate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800302>	"17alpha-hydroxypregnenolone 3-sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0803555>	"stearoyl-linoleoyl-glycerophosphoethanolamine (1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800608>	"1-palmitoyl-2-oleoyl-GPE (16:0/18:1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0020024>	"X-15728 measurement"@en
<http://www.ebi.ac.uk/efo/EFO_0803525>	"ethyl thiocyanate measurement"
<http://www.ebi.ac.uk/efo/EFO_0801199>	"NH4_C36:3 DAG_or_TAG_fragment measurement"
<http://www.ebi.ac.uk/efo/EFO_0800377>	"lignoceroyl sphingomyelin (d18:1/24:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021173>	"1-methylurate measurement"
<http://www.ebi.ac.uk/efo/EFO_0005132>	"5-HIAA measurement"
<http://www.ebi.ac.uk/efo/EFO_0800384>	"glycochenodeoxycholate 3-sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800534>	"stearoylcholine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021648>	"LysoPE 18:1 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800515>	"1-palmityl-2-palmitoyl-GPC (O-16:0/16:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021645>	"LysoPC 20:2 measurement"
<http://www.ebi.ac.uk/efo/EFO_0005111>	"folic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0020043>	"octadecanoids measurement"
<http://www.ebi.ac.uk/efo/EFO_0009703>	"red blood cell folate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021219>	"X-11204 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800233>	"hexanoylglycine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021216>	"X-10506 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800486>	"phosphatidylcholine (15:0/18:1, 17:0/16:1, 16:0/17:1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021321>	"X-12696 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800343>	"2-stearoyl-GPE (18:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803393>	"5-(hydroxyphenyl)-gamma-valerolactone-O-sulphate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800596>	"chenodeoxycholic acid sulfate (1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021311>	"X-12456 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800566>	"3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021564>	"3,4,5-Trimethoxycinnamic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0021607>	"Isonicotinamide measurement"
<http://www.ebi.ac.uk/efo/EFO_0021388>	"X-12038-to-bradykinin, des-arg 9 ratio"
<http://www.ebi.ac.uk/efo/EFO_0022138>	"X-24803 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021772>	"3-Indolepropionic acid to Maltose ratio"
<http://www.ebi.ac.uk/efo/EFO_0021350>	"X-13435 measurement"
<http://www.ebi.ac.uk/efo/EFO_0801167>	"homogentisic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0022100>	"Isoleucylleucine/leucylisoleucine measurement"
<http://www.ebi.ac.uk/efo/EFO_0801164>	"glyoxylic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0800847>	"X-23276 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800132>	"phenylpyruvate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021631>	"L-Threonine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021754>	"3-Indolepropionic acid to Hypoxanthine ratio"
<http://www.ebi.ac.uk/efo/EFO_0800102>	"1-carboxyethyltyrosine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021013>	"phenylacetylglutamine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800844>	"X-22771 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800497>	"oleoyl-oleoyl-glycerol (18:1/18:1) [1] measurement"
<http://www.ebi.ac.uk/efo/EFO_0800704>	"X-12111 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021751>	"3-Indolepropionic acid to 4-Hydroxybenzaldehyde ratio"
<http://www.ebi.ac.uk/efo/EFO_0800957>	"2-ethylphenylsulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021010>	"3-phenylpropionate hydrocinnamate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021585>	"D-Glucopyranose measurement"
<http://www.ebi.ac.uk/efo/EFO_0021123>	"7-methylguanine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800701>	"X-12100 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800954>	"pyrraline measurement"
<http://www.ebi.ac.uk/efo/EFO_0021289>	"X-12116 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021120>	"epiandrosterone sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800939>	"X-26054 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800169>	"ascorbic acid 2-sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021550>	"2-Hydroxybutanoic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0801196>	"NH4_C34:2 DAG_or_TAG_fragment measurement"
<http://www.ebi.ac.uk/efo/EFO_0800763>	"X-16935 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800176>	"adenosine 5'-diphosphoribose (ADP-ribose) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021105>	"laurate 12:0 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021716>	"3-Indolepropionic acid to L-Saccharopine ratio"
<http://www.ebi.ac.uk/efo/EFO_0021399>	"X-12095--N1-methyl-3-pyridone-4-carboxamide-to-X-12844 ratio"
<http://www.ebi.ac.uk/efo/EFO_0021182>	"X-02249 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800876>	"X-24344 measurement"
<http://www.ebi.ac.uk/efo/EFO_0801193>	"N1-acetylspermidine measurement"
<http://www.ebi.ac.uk/efo/EFO_0803403>	"arachidic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0021042>	"octanoylcarnitine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021838>	"sorbate measurement"@en
<http://www.ebi.ac.uk/efo/EFO_0801178>	"methylhistidine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800858>	"X-23662 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800403>	"1-stearoyl-2-arachidonoyl-GPE (18:0/20:4) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021642>	"LysoPC 18:1 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021024>	"levulinate 4-oxovalerate measurement"
<http://www.ebi.ac.uk/efo/EFO_0022056>	"cadmium chloride measurement"@en
<http://www.ebi.ac.uk/efo/EFO_0800649>	"glucuronide of C19H28O4 (2) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800058>	"S-methylcysteine sulfoxide measurement"
<http://www.ebi.ac.uk/efo/EFO_0801213>	"oxypurinol measurement"
<http://www.ebi.ac.uk/efo/EFO_0800646>	"thymine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021225>	"X-11327 measurement"
<http://www.ebi.ac.uk/efo/EFO_0801097>	"12-oxo-ETE measurement"
<http://www.ebi.ac.uk/efo/EFO_0800940>	"4-acetamidophenylglucuronide measurement"
<http://www.ebi.ac.uk/efo/EFO_0800777>	"X-17357 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800322>	"1-lignoceroyl-GPC (24:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800628>	"N4-acetylcytidine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021561>	"3-Methylcrotonyl glycine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021275>	"X-11905 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021196>	"X-05907 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021739>	"3-Indolepropionic acid to 2-Hydroxyisocaproic acid ratio"
<http://www.ebi.ac.uk/efo/EFO_0021272>	"X-11858 measurement"
<http://www.ebi.ac.uk/efo/EFO_0803417>	"glucosamine 6-phosphate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021193>	"X-04499--3,4-dihydroxybutyrate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021385>	"propionylcarnitine-to-isovalerylcarnitine ratio"
<http://www.ebi.ac.uk/efo/EFO_0803414>	"diethylenetriamine crosslinked with epichlorohydrin measurement"
<http://www.ebi.ac.uk/efo/EFO_0021382>	"N-acetylornithine-to-myo-inositol ratio"
<http://www.ebi.ac.uk/efo/EFO_0801108>	"acetaminophen measurement"
<http://www.ebi.ac.uk/efo/EFO_0800137>	"2-aminoadipate measurement"
<http://www.ebi.ac.uk/efo/EFO_0803421>	"homogentisate measurement"
<http://www.ebi.ac.uk/efo/EFO_0803479>	"7-methylpyrido34-cpsoralen measurement"
<http://www.ebi.ac.uk/efo/EFO_0021367>	"X-14304--leucylalanine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800426>	"1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800141>	"kynurenate measurement"
<http://www.ebi.ac.uk/efo/EFO_0803471>	"1-amino-24-dibromoanthraquinone measurement"
<http://www.ebi.ac.uk/efo/EFO_0801224>	"valsartan measurement"
<http://www.ebi.ac.uk/efo/EFO_0800841>	"X-22509 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800223>	"1-linoleoyl-GPC (18:2) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803508>	"phorbol 12-tiglate 13-decanoate measurement"
<http://www.ebi.ac.uk/efo/EFO_0803581>	"N-acetylhomocitrulline measurement"
<http://www.ebi.ac.uk/efo/EFO_0800199>	"1-linoleoylglycerol (18:2) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800951>	"5-acetylamino-6-amino-3-methyluracil measurement"
<http://www.ebi.ac.uk/efo/EFO_0800677>	"isoleucylglycine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800333>	"oleoyl-linoleoyl-glycerol (18:1/18:2) [2] measurement"
<http://www.ebi.ac.uk/efo/EFO_0800586>	"pregnenetriol sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021286>	"X-12094 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800196>	"2-oleoylglycerol (18:1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800672>	"fibrinopeptide A measurement"
<http://www.ebi.ac.uk/efo/EFO_0803500>	"hodgkinsine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021077>	"1-arachidonoylglycerophosphoethanolamine measurement"
<http://www.ebi.ac.uk/efo/EFO_0803390>	"4-hydroxyanigorootin measurement"
<http://www.ebi.ac.uk/efo/EFO_0800173>	"ascorbic acid 3-sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800590>	"3-hydroxydecanoylcarnitine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021604>	"Hypoxanthine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800297>	"2-docosahexaenoyl-GPE (22:6) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800170>	"carotene diol (1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021081>	"1-eicosatrienoylglycerophosphocholine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021601>	"Hexanoyl glycine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021059>	"2-hydroxystearate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021308>	"X12442--5,8-tetradecadienoate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021056>	"octadecanedioate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800307>	"1-pentadecanoyl-GPC (15:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0022120>	"X-21358 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800442>	"1-palmitoyl-2-alpha-linolenoyl-GPC (16:0/18:3n3) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800412>	"1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4) measurement"
<http://www.ebi.ac.uk/efo/EFO_0801056>	"vanillic acid glycine measurement"
<http://www.ebi.ac.uk/efo/EFO_0801026>	"dihydroferulic acid sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800655>	"glycine conjugate of C10H14O2 (1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800688>	"4-hydroxyphenylacetylglutamine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800650>	"glucuronide of C10H18O2 (1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0007001>	"dehydroepiandrosterone sulphate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800479>	"docosahexaenoylcholine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800683>	"prolylglycine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800361>	"11-ketoetiocholanolone glucuronide measurement"
<http://www.ebi.ac.uk/efo/EFO_0803449>	"phosphoserine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800474>	"glycochenodeoxycholate glucuronide (1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803456>	"sorbitan tristearate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021695>	"3-Indolepropionic acid to 3,3',5-Triiodo-L-thyronine ratio"
<http://www.ebi.ac.uk/efo/EFO_0021329>	"X-12734 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800471>	"1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800208>	"butyrylglycine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021692>	"3-Indolepropionic acid to L-Valine ratio"
<http://www.ebi.ac.uk/efo/EFO_0021326>	"X-12726 measurement"
<http://www.ebi.ac.uk/efo/EFO_0022094>	"Dopamine sulfate (2) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800803>	"X-21285 measurement"
<http://www.ebi.ac.uk/efo/EFO_0801105>	"5-MTHF measurement"
<http://www.ebi.ac.uk/efo/EFO_0021710>	"3-Indolepropionic acid to S-(5-Adenosy) -L-homocysteine ratio"
<http://www.ebi.ac.uk/efo/EFO_0801190>	"N-nervonoyl taurine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800280>	"androstenediol (3beta,17beta) disulfate (2) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021263>	"X-11805 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800800>	"X-19183 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800453>	"1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021835>	"melanin measurement"@en
<http://www.ebi.ac.uk/efo/EFO_0021674>	"trans,trans-Muconic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0800925>	"X-25419 measurement"
<http://www.ebi.ac.uk/efo/EFO_0022076>	"15-methylpalmitate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800015>	"1-methyl-4-imidazoleacetate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021248>	"X-11529 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021832>	"L-Gulonic acid gamma-lactone measurement"@en
<http://www.ebi.ac.uk/efo/EFO_0801042>	"2-hydroxyfluorene sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800010>	"isovalerate (i5:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021245>	"X-11491 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800722>	"X-12714 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800375>	"pregnanolone sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800972>	"histidine betaine (hercynine) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800832>	"X-21831 measurement"
<http://www.ebi.ac.uk/efo/EFO_0801139>	"C36:3 phosphatidylserine plasmalogen measurement"
<http://www.ebi.ac.uk/efo/EFO_0800294>	"androstenediol (3beta,17beta) monosulfate (1) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800814>	"X-21441 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021312>	"X-12465 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800291>	"5alpha-androstan-3beta,17beta-diol monosulfate (2) measurement"
<http://www.ebi.ac.uk/efo/EFO_0021305>	"X-12428 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800617>	"choline phosphate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021558>	"3-Hydroxyhippuric acid (m-Hydroxyhippuricacid) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800029>	"isobutyrylglycine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021302>	"X-12329 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021555>	"2,6-Diaminooimelic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0800026>	"2-methylbutyrylcarnitine (C5) measurement"
<http://www.ebi.ac.uk/efo/EFO_0010641>	"3-ureidopropionate measurement"@en
<http://www.ebi.ac.uk/efo/EFO_0801053>	"5-hydroxymethyl-2-furoylcarnitine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800033>	"N-acetyl-aspartyl-glutamate (NAAG) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803516>	"stigmatellin Y measurement"
<http://www.ebi.ac.uk/efo/EFO_0800733>	"X-12906 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021231>	"X-11423--O-sulfo-L-tyrosine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800986>	"benzoylcarnitine measurement"
<http://www.ebi.ac.uk/efo/EFO_0803513>	"S-(4-bromophenyl)-mercaptopyruvate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800524>	"N-palmitoylserine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021152>	"glycerol 2-phosphate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021356>	"X-13619 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021097>	"2-palmitoylglycerophosphocholine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800990>	"3-(3-hydroxyphenyl)propionate sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021353>	"X-13548 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800088>	"catechol glucuronide measurement"
<http://www.ebi.ac.uk/efo/EFO_0800108>	"5-hydroxyindole glucuronide measurement"
<http://www.ebi.ac.uk/efo/EFO_0021094>	"1-stearoylglycerophosphoinositol measurement"
<http://www.ebi.ac.uk/efo/EFO_0800506>	"diacylglycerol (14:0/18:1, 16:0/16:1) [2] measurement"
<http://www.ebi.ac.uk/efo/EFO_0021757>	"3-Indolepropionic acid to Methylmalonic acid ratio"
<http://www.ebi.ac.uk/efo/EFO_0800105>	"1-carboxyethylisoleucine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800707>	"X-12125 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800503>	"linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2] measurement"
<http://www.ebi.ac.uk/efo/EFO_0021071>	"palmitate 16:0 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021335>	"X-12798 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800100>	"N6,N6-dimethyllysine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021588>	"D-Malic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0021569>	"4-Pyridoxic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0021126>	"pseudouridine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021260>	"X-11793--oxidized bilirubin measurement"
<http://www.ebi.ac.uk/efo/EFO_0800922>	"X-25343 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800304>	"5-HEPE measurement"
<http://www.ebi.ac.uk/efo/EFO_0800557>	"hydroxy-CMPF measurement"
<http://www.ebi.ac.uk/efo/EFO_0800754>	"X-15666 measurement"
<http://www.ebi.ac.uk/efo/EFO_0803527>	"methylarsonic acid monosodium salt measurement"
<http://www.ebi.ac.uk/efo/EFO_0800167>	"alpha-CMBHC glucuronide measurement"
<http://www.ebi.ac.uk/efo/EFO_0800301>	"16a-hydroxy DHEA 3-sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0021242>	"X-11478 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800554>	"1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800879>	"X-24418 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800761>	"X-16580 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021045>	"stearoylcarnitine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800119>	"vanillylmandelate (VMA) measurement"
<http://www.ebi.ac.uk/efo/EFO_0800253>	"glycerophosphoethanolamine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800074>	"3-methylglutarylcarnitine (2) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803446>	"permetin A measurement"
<http://www.ebi.ac.uk/efo/EFO_0021027>	"mannitol measurement"
<http://www.ebi.ac.uk/efo/EFO_0800071>	"3-methoxytyramine sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800049>	"cysteinylglycine disulfide measurement"
<http://www.ebi.ac.uk/efo/EFO_0021137>	"gamma-glutamylglutamate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800056>	"2-oxoarginine measurement"
<http://www.ebi.ac.uk/efo/EFO_0800614>	"linoleate (18:2n6) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803398>	"6-hydroxy-5-(4-sulfophenyl)azo-2-naphthalenesulfonic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0800053>	"gamma-carboxyglutamate measurement"
<http://www.ebi.ac.uk/efo/EFO_0800768>	"X-17137 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800611>	"stearoyl sphingomyelin (d18:1/18:0) measurement"
<http://www.ebi.ac.uk/efo/EFO_0803395>	"5-hydroxytryptophan measurement"
<http://www.ebi.ac.uk/efo/EFO_0021187>	"X-03088 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021609>	"L-3-Phenyllactic acid measurement"
<http://www.ebi.ac.uk/efo/EFO_0801074>	"allopregnanolone sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0020012>	"indolelactate measurement"@en
<http://www.ebi.ac.uk/efo/EFO_0800772>	"X-17335 measurement"
<http://www.ebi.ac.uk/efo/EFO_0800995>	"3-hydroxypyridine sulfate measurement"
<http://www.ebi.ac.uk/efo/EFO_0801187>	"N-docosanoyl taurine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021191>	"X-04495 measurement"
<http://www.ebi.ac.uk/efo/EFO_0021161>	"salicylate measurement"
<http://www.ebi.ac.uk/efo/EFO_0803412>	"di-2-thienyl disulfide measurement"
<http://www.ebi.ac.uk/efo/EFO_0801184>	"N-arachidonoyl dopamine measurement"
<http://www.ebi.ac.uk/efo/EFO_0021418>	"4-acetamidobutanoate-to-N1-methyladenosine ratio"
