?child	?label
<http://purl.obolibrary.org/obo/MONDO_0016557>	"leukonychia totalis"
<http://purl.obolibrary.org/obo/MONDO_0008060>	"nonsyndromic congenital nail disorder 1"
<http://www.ebi.ac.uk/efo/EFO_0009903>	"inflammatory disease"
<http://www.ebi.ac.uk/efo/EFO_0007486>	"sinusitis"
<http://www.ebi.ac.uk/efo/EFO_1000024>	"chronic rhinosinusitis"
<http://www.ebi.ac.uk/efo/EFO_1002030>	"chronic rhinosinusitis without nasal polyps"
<http://www.ebi.ac.uk/efo/EFO_1002029>	"chronic rhinosinusitis with nasal polyps"
<http://purl.obolibrary.org/obo/MONDO_0001123>	"chronic sphenoidal sinusitis"
<http://purl.obolibrary.org/obo/MONDO_0004757>	"chronic ethmoidal sinusitis"
<http://purl.obolibrary.org/obo/MONDO_0001122>	"chronic maxillary sinusitis"
<http://www.ebi.ac.uk/efo/EFO_0007489>	"sphenoid sinusitis"
<http://purl.obolibrary.org/obo/MONDO_0001624>	"acute sphenoidal sinusitis"
<http://www.ebi.ac.uk/efo/EFO_0007264>	"ethmoid sinusitis"
<http://purl.obolibrary.org/obo/MONDO_0004810>	"acute ethmoiditis"
<http://www.ebi.ac.uk/efo/EFO_0007361>	"maxillary sinusitis"
<http://purl.obolibrary.org/obo/MONDO_0002186>	"acute maxillary sinusitis"
<http://www.ebi.ac.uk/efo/EFO_1001139>	"pulpitis"
<http://purl.obolibrary.org/obo/MONDO_0002122>	"neuritis"
<http://purl.obolibrary.org/obo/MONDO_0004004>	"motor nerve neuritis"
<http://purl.obolibrary.org/obo/MONDO_0021718>	"polyneuritis"
<http://www.ebi.ac.uk/efo/EFO_0007537>	"vestibular neuronitis"
<http://www.ebi.ac.uk/efo/EFO_1000843>	"brachial plexus neuritis"
<http://www.ebi.ac.uk/efo/EFO_1001143>	"radial nerve lesion"
<http://purl.obolibrary.org/obo/MONDO_0003607>	"neuritis of upper limb"
<http://www.ebi.ac.uk/efo/EFO_1001388>	"Pelvic Inflammatory Disease"
<http://purl.obolibrary.org/obo/MONDO_0003619>	"salpingitis"
<http://purl.obolibrary.org/obo/MONDO_0000271>	"tuberculous salpingitis"
<http://www.ebi.ac.uk/efo/EFO_1000039>	"meningeal tuberculosis"
<http://purl.obolibrary.org/obo/MONDO_0021159>	"gonococcal salpingitis"
<http://purl.obolibrary.org/obo/MONDO_0001837>	"acute gonococcal salpingitis"
<http://purl.obolibrary.org/obo/MONDO_0001575>	"chronic gonococcal salpingitis"
<http://purl.obolibrary.org/obo/MONDO_0001173>	"acute salpingitis"
<http://purl.obolibrary.org/obo/MONDO_0001171>	"acute salpingo-oophoritis"
<http://purl.obolibrary.org/obo/MONDO_0001172>	"salpingo-oophoritis"
<http://purl.obolibrary.org/obo/MONDO_0001474>	"chronic salpingo-oophoritis"
<http://purl.obolibrary.org/obo/MONDO_0003617>	"chronic salpingitis"
<http://www.ebi.ac.uk/efo/EFO_1001084>	"parametritis"
<http://purl.obolibrary.org/obo/MONDO_0014405>	"STING-associated vasculopathy with onset in infancy"
<http://purl.obolibrary.org/obo/MONDO_0021164>	"posthitis"
<http://purl.obolibrary.org/obo/MONDO_0001618>	"balanoposthitis"
<http://purl.obolibrary.org/obo/MONDO_0030707>	"Trichomonas balanoposthitis"
<http://purl.obolibrary.org/obo/MONDO_0043786>	"serositis"
<http://www.ebi.ac.uk/efo/EFO_1001825>	"pleurisy"
<http://www.ebi.ac.uk/efo/EFO_0007446>	"pleural tuberculosis"
<http://www.ebi.ac.uk/efo/EFO_0007528>	"tuberculous empyema"
<http://www.ebi.ac.uk/efo/EFO_0008588>	"peritonitis"
<http://www.ebi.ac.uk/efo/EFO_0007529>	"tuberculous peritonitis"
<http://www.ebi.ac.uk/efo/EFO_0002623>	"septic peritonitis"
<http://www.ebi.ac.uk/efo/EFO_0008997>	"synovitis"
<http://www.ebi.ac.uk/efo/EFO_1001106>	"pigmented villonodular synovitis"
<http://purl.obolibrary.org/obo/MONDO_0001720>	"gonococcal synovitis"
<http://www.ebi.ac.uk/efo/EFO_0008998>	"acute synovitis"
<http://www.ebi.ac.uk/efo/EFO_1001463>	"gastroenteritis"
<http://purl.obolibrary.org/obo/MONDO_0000252>	"inflammatory diarrhea"
<http://www.ebi.ac.uk/efo/EFO_1001869>	"dysentery"
<http://purl.obolibrary.org/obo/MONDO_0001955>	"protozoal dysentery"
<http://purl.obolibrary.org/obo/MONDO_0024275>	"amebic dysentery"
<http://purl.obolibrary.org/obo/MONDO_0043555>	"infantile diarrhea"
<http://www.ebi.ac.uk/efo/EFO_0005585>	"shigellosis"
<http://www.ebi.ac.uk/efo/EFO_0007149>	"appendicitis"
<http://www.ebi.ac.uk/efo/EFO_0022613>	"gangrenous appendicits"@en
<http://www.ebi.ac.uk/efo/EFO_0022612>	"complicated appendicitis"@en
<http://purl.obolibrary.org/obo/MONDO_0043579>	"enteritis"
<http://purl.obolibrary.org/obo/MONDO_0004627>	"duodenitis"
<http://purl.obolibrary.org/obo/MONDO_0024415>	"hemorrhagic duodenitis"
<http://purl.obolibrary.org/obo/MONDO_0000710>	"gastroduodenal Crohn disease"
<http://purl.obolibrary.org/obo/MONDO_0004628>	"gastroduodenitis"
<http://www.ebi.ac.uk/efo/EFO_0005629>	"small bowel Crohn's disease"
<http://purl.obolibrary.org/obo/MONDO_0021207>	"Crohn jejunitis"
<http://purl.obolibrary.org/obo/MONDO_0000708>	"Crohn jejunoileitis"
<http://purl.obolibrary.org/obo/MONDO_0000709>	"Crohn ileitis"
<http://www.ebi.ac.uk/efo/EFO_0005624>	"ileocolitis"
<http://purl.obolibrary.org/obo/MONDO_0016129>	"eosinophilic gastroenteritis"
<http://www.ebi.ac.uk/efo/EFO_0007475>	"Salmonella gastroenteritis"
<http://www.ebi.ac.uk/efo/EFO_0003872>	"colitis"
<http://purl.obolibrary.org/obo/MONDO_0024278>	"proctocolitis"
<http://purl.obolibrary.org/obo/MONDO_0021736>	"proctosigmoiditis"
<http://www.ebi.ac.uk/efo/EFO_0000729>	"ulcerative colitis"
<http://www.ebi.ac.uk/efo/EFO_0005626>	"pancolitis"
<http://www.ebi.ac.uk/efo/EFO_0005623>	"distal colitis"
<http://www.ebi.ac.uk/efo/EFO_1000035>	"infectious colitis"
<http://www.ebi.ac.uk/efo/EFO_1001295>	"microscopic colitis"
<http://www.ebi.ac.uk/efo/EFO_1001293>	"collagenous colitis"
<http://www.ebi.ac.uk/efo/EFO_1001294>	"lymphocytic colitis"
<http://www.ebi.ac.uk/efo/EFO_1000034>	"indeterminate colitis"
<http://purl.obolibrary.org/obo/MONDO_0000701>	"ischemic colitis"
<http://www.ebi.ac.uk/efo/EFO_0007190>	"campylobacteriosis"
<http://purl.obolibrary.org/obo/MONDO_0000916>	"intestinal infectious disease"
<http://purl.obolibrary.org/obo/MONDO_0001678>	"intestinal tuberculosis"
<http://www.ebi.ac.uk/efo/EFO_0005627>	"perianal Crohn's disease"
<http://www.ebi.ac.uk/efo/EFO_1001211>	"thromboangiitis obliterans"
<http://purl.obolibrary.org/obo/MONDO_0001409>	"esophagitis"
<http://purl.obolibrary.org/obo/MONDO_0001832>	"bacterial esophagitis"
<http://www.ebi.ac.uk/efo/EFO_1001095>	"peptic esophagitis"
<http://purl.obolibrary.org/obo/MONDO_0003846>	"viral esophagitis"
<http://www.ebi.ac.uk/efo/EFO_0004232>	"eosinophilic esophagitis"
<http://www.ebi.ac.uk/efo/EFO_0004594>	"childhood eosinophilic esophagitis"
<http://purl.obolibrary.org/obo/MONDO_0001649>	"fungal esophagitis"
<http://purl.obolibrary.org/obo/MONDO_0022901>	"Crohn disease of the esophagus"
<http://www.ebi.ac.uk/efo/EFO_1002050>	"nephritis"
<http://www.ebi.ac.uk/efo/EFO_0004128>	"hereditary nephritis"
<http://purl.obolibrary.org/obo/MONDO_0014005>	"immunoglobulin-mediated membranoproliferative glomerulonephritis"
<http://www.ebi.ac.uk/efo/EFO_0004194>	"IGA glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0013860>	"idiopathic membranous glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0018965>	"Alport syndrome"
<http://purl.obolibrary.org/obo/MONDO_0010520>	"X-linked Alport syndrome"
<http://purl.obolibrary.org/obo/MONDO_0007086>	"autosomal dominant Alport syndrome"
<http://purl.obolibrary.org/obo/MONDO_0008762>	"autosomal recessive Alport syndrome"
<http://purl.obolibrary.org/obo/MONDO_0957811>	"Alport syndrome 3b, autosomal recessive"
<http://www.ebi.ac.uk/efo/EFO_0007164>	"Balkan nephropathy"
<http://purl.obolibrary.org/obo/MONDO_0013892>	"C3 glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0012350>	"complement factor H deficiency"
<http://purl.obolibrary.org/obo/MONDO_0016061>	"immunodeficiency with factor H anomaly"
<http://purl.obolibrary.org/obo/MONDO_0013898>	"karyomegalic interstitial nephritis"
<http://www.ebi.ac.uk/efo/EFO_1001140>	"pyelitis"
<http://www.ebi.ac.uk/efo/EFO_1001835>	"pyelocystitis"
<http://www.ebi.ac.uk/efo/EFO_1001141>	"pyelonephritis"
<http://purl.obolibrary.org/obo/MONDO_0003529>	"acute pyelonephritis"
<http://purl.obolibrary.org/obo/MONDO_0001110>	"chronic pyelonephritis"
<http://www.ebi.ac.uk/efo/EFO_1001244>	"xanthogranulomatous pyelonephritis"
<http://purl.obolibrary.org/obo/MONDO_0001085>	"interstitial nephritis"
<http://purl.obolibrary.org/obo/MONDO_0002462>	"glomerulonephritis"
<http://www.ebi.ac.uk/efo/EFO_1001020>	"lipoid nephrosis"
<http://www.ebi.ac.uk/efo/EFO_0005761>	"lupus nephritis"
<http://purl.obolibrary.org/obo/MONDO_0018904>	"primary membranoproliferative glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0019736>	"dense deposit disease"
<http://purl.obolibrary.org/obo/MONDO_0018013>	"non-immunoglobulin-mediated membranoproliferative glomerulonephritis"
<http://www.ebi.ac.uk/efo/EFO_0005297>	"Granulomatosis with Polyangiitis"
<http://www.ebi.ac.uk/efo/EFO_0007208>	"Churg-Strauss syndrome"
<http://purl.obolibrary.org/obo/MONDO_0017236>	"rapidly progressive glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0001184>	"chronic rapidly progressive glomerulonephritis"
<http://www.ebi.ac.uk/efo/EFO_0004254>	"membranous glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0003134>	"proliferative glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0001644>	"acute proliferative glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0001645>	"crescentic glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0030700>	"autoimmune glomerulonephritis"
<http://purl.obolibrary.org/obo/MONDO_0021960>	"ureteritis"
<http://www.ebi.ac.uk/efo/EFO_0000278>	"pancreatitis"
<http://purl.obolibrary.org/obo/MONDO_0015175>	"autoimmune pancreatitis"
<http://www.ebi.ac.uk/efo/EFO_1000780>	"autoimmune pancreatitis type 1"
<http://www.ebi.ac.uk/efo/EFO_0021524>	"non-alcoholic pancreatitis"@en
<http://www.ebi.ac.uk/efo/EFO_0006315>	"thiopurine immunosuppressant-induced pancreatitis"
<http://www.ebi.ac.uk/efo/EFO_0000342>	"chronic pancreatitis"
<http://purl.obolibrary.org/obo/MONDO_0008185>	"hereditary chronic pancreatitis"
<http://www.ebi.ac.uk/efo/EFO_1000652>	"acute pancreatitis"
<http://www.ebi.ac.uk/efo/EFO_1001507>	"asparaginase-induced acute pancreatitis"
<http://www.ebi.ac.uk/efo/EFO_1002013>	"alcoholic pancreatitis"
<http://www.ebi.ac.uk/efo/EFO_0007427>	"pericarditis"
<http://purl.obolibrary.org/obo/MONDO_0000981>	"Histoplasma pericarditis"
<http://purl.obolibrary.org/obo/MONDO_0023164>	"viral pericarditis"
<http://www.ebi.ac.uk/efo/EFO_0007426>	"pericardial tuberculosis"
<http://www.ebi.ac.uk/efo/EFO_1000878>	"constrictive pericarditis"
<http://www.ebi.ac.uk/efo/EFO_1001400>	"Pneumopericardium"
<http://purl.obolibrary.org/obo/MONDO_0024655>	"rheumatic pericarditis"
<http://purl.obolibrary.org/obo/MONDO_0002133>	"chronic rheumatic pericarditis"
<http://www.ebi.ac.uk/efo/EFO_1001078>	"orchitis"
<http://www.ebi.ac.uk/efo/EFO_0000649>	"periodontitis"
<http://purl.obolibrary.org/obo/MONDO_0001028>	"acute pericementitis"
<http://www.ebi.ac.uk/efo/EFO_1001098>	"pericoronitis"
<http://www.ebi.ac.uk/efo/EFO_1001391>	"Periapical Periodontitis"
<http://www.ebi.ac.uk/efo/EFO_1001096>	"periapical granuloma"
<http://purl.obolibrary.org/obo/MONDO_0001251>	"chronic apical periodontitis"
<http://www.ebi.ac.uk/efo/EFO_1001202>	"suppurative periapical periodontitis"
<http://www.ebi.ac.uk/efo/EFO_0006343>	"chronic periodontitis"
<http://www.ebi.ac.uk/efo/EFO_0000217>	"gastritis"
<http://www.ebi.ac.uk/efo/EFO_1000946>	"gastric mucosal hypertrophy"
<http://www.ebi.ac.uk/efo/EFO_0000337>	"chronic gastritis"
<http://www.ebi.ac.uk/efo/EFO_1000826>	"atrophic gastritis"
<http://purl.obolibrary.org/obo/MONDO_0031014>	"autoimmune gastritis"
<http://purl.obolibrary.org/obo/MONDO_0002270>	"viral gastritis"
<http://purl.obolibrary.org/obo/MONDO_0003769>	"herpetic gastritis"
<http://purl.obolibrary.org/obo/MONDO_0002842>	"bacterial gastritis"
<http://purl.obolibrary.org/obo/MONDO_0004640>	"alcoholic gastritis"
<http://purl.obolibrary.org/obo/MONDO_0002843>	"fungal gastritis"
<http://www.ebi.ac.uk/efo/EFO_0005856>	"arthritis"
<http://purl.obolibrary.org/obo/MONDO_0002204>	"transient arthritis"
<http://www.ebi.ac.uk/efo/EFO_0004274>	"gout"
<http://www.ebi.ac.uk/efo/EFO_0021525>	"renal overload-type gout"@en
<http://www.ebi.ac.uk/efo/EFO_0002609>	"juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_0009733>	"psoriasis-related juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_0009734>	"unspecified juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_0009732>	"enthesitis-related juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_1002019>	"oligoarticular juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_0009746>	"extended oligoarticular juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_0009745>	"persistent oligoarticular juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_1001999>	"systemic juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_0009730>	"polyarticular juvenile idiopathic arthritis"
<http://www.ebi.ac.uk/efo/EFO_1002020>	"polyarticular juvenile idiopathic arthritis, rheumatoid factor negative"
<http://www.ebi.ac.uk/efo/EFO_0009731>	"polyarticular juvenile idiopathic arthritis, rheumatoid factor positive"
<http://purl.obolibrary.org/obo/MONDO_0042485>	"infective arthritis"
<http://www.ebi.ac.uk/efo/EFO_1001351>	"infectious arthritis"
<http://purl.obolibrary.org/obo/MONDO_0041903>	"gonococcal infection of joint"
<http://purl.obolibrary.org/obo/MONDO_8000002>	"escherichia coli discitis"
<http://purl.obolibrary.org/obo/MONDO_8000004>	"salmonella discitis"
<http://purl.obolibrary.org/obo/MONDO_8000001>	"staphylococcus discitis"
<http://purl.obolibrary.org/obo/MONDO_8000003>	"streptococcus pneumoniae discitis"
<http://www.ebi.ac.uk/efo/EFO_1000900>	"discitis"
<http://purl.obolibrary.org/obo/MONDO_8000005>	"fungal discitis"
<http://www.ebi.ac.uk/efo/EFO_1001097>	"periarthritis"
<http://www.ebi.ac.uk/efo/EFO_0007460>	"reactive arthritis"
<http://purl.obolibrary.org/obo/MONDO_0005178>	"osteoarthritis"
<http://www.ebi.ac.uk/efo/EFO_1000787>	"osteoarthritis, spine"
<http://www.ebi.ac.uk/efo/EFO_1000789>	"osteoarthritis, hand"
<http://www.ebi.ac.uk/efo/EFO_1000786>	"osteoarthritis, hip"
<http://www.ebi.ac.uk/efo/EFO_1000788>	"osteoarthritis, toe"
<http://www.ebi.ac.uk/efo/EFO_0004616>	"osteoarthritis, knee"
<http://purl.obolibrary.org/obo/MONDO_0024280>	"polyarticular arthritis"
<http://www.ebi.ac.uk/efo/EFO_0007135>	"adult-onset Still's disease"
<http://purl.obolibrary.org/obo/MONDO_0001314>	"chondrocalcinosis"
<http://purl.obolibrary.org/obo/MONDO_0007319>	"chondrocalcinosis 2"
<http://www.ebi.ac.uk/efo/EFO_0000685>	"rheumatoid arthritis"
<http://www.ebi.ac.uk/efo/EFO_0003778>	"psoriatic arthritis"
<http://www.ebi.ac.uk/efo/EFO_0007269>	"Felty's syndrome"
<http://www.ebi.ac.uk/efo/EFO_0009460>	"ACPA-negative rheumatoid arthritis"
<http://www.ebi.ac.uk/efo/EFO_0003898>	"ankylosing spondylitis"
<http://purl.obolibrary.org/obo/MONDO_0020655>	"juvenile ankylosing spondylitis"
<http://www.ebi.ac.uk/efo/EFO_0009459>	"ACPA-positive rheumatoid arthritis"
<http://www.ebi.ac.uk/efo/EFO_0007261>	"epiglottitis"
<http://purl.obolibrary.org/obo/MONDO_0041366>	"acute epiglottitis"
<http://www.ebi.ac.uk/efo/EFO_1000905>	"drug-induced hepatitis"
<http://www.ebi.ac.uk/efo/EFO_0000783>	"myositis"
<http://purl.obolibrary.org/obo/MONDO_0600023>	"idiopathic inflammatory myopathy"
<http://purl.obolibrary.org/obo/MONDO_0020122>	"acquired idiopathic inflammatory myopathy"
<http://www.ebi.ac.uk/efo/EFO_1001982>	"Antisynthetase syndrome"
<http://www.ebi.ac.uk/efo/EFO_0003063>	"polymyositis"
<http://www.ebi.ac.uk/efo/EFO_1001988>	"Juvenile Polymyositis"
<http://purl.obolibrary.org/obo/MONDO_0018010>	"juvenile idiopathic inflammatory myopathy"
<http://purl.obolibrary.org/obo/MONDO_0600024>	"familial idiopathic inflammatory myopathy"
<http://purl.obolibrary.org/obo/MONDO_0004857>	"tendinitis"
<http://purl.obolibrary.org/obo/MONDO_0001903>	"calcific tendinitis"
<http://purl.obolibrary.org/obo/MONDO_0001042>	"patellar tendinitis"
<http://www.ebi.ac.uk/efo/EFO_1001435>	"tenosynovitis"
<http://www.ebi.ac.uk/efo/EFO_0010822>	"stenosing tenosynovitis"@en
<http://purl.obolibrary.org/obo/MONDO_0016130>	"fungal myositis"
<http://purl.obolibrary.org/obo/MONDO_0016127>	"bacterial myositis"
<http://www.ebi.ac.uk/efo/EFO_1001409>	"Pyomyositis"
<http://www.ebi.ac.uk/efo/EFO_0007323>	"inclusion body myositis"
<http://purl.obolibrary.org/obo/MONDO_0011603>	"GNE myopathy"
<http://purl.obolibrary.org/obo/MONDO_0011577>	"myopathy, proximal, and ophthalmoplegia"
<http://purl.obolibrary.org/obo/MONDO_0019195>	"hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome"
<http://purl.obolibrary.org/obo/MONDO_0018206>	"childhood-onset autosomal recessive myopathy with external ophthalmoplegia"
<http://purl.obolibrary.org/obo/MONDO_0016126>	"viral myositis"
<http://purl.obolibrary.org/obo/MONDO_0002102>	"cheilitis"
<http://www.ebi.ac.uk/efo/EFO_1001099>	"perinephritis"
<http://www.ebi.ac.uk/efo/EFO_1001071>	"oophoritis"
<http://purl.obolibrary.org/obo/MONDO_0002226>	"tuberculous oophoritis"
<http://purl.obolibrary.org/obo/MONDO_0021950>	"autoimmune oophoritis"
<http://www.ebi.ac.uk/efo/EFO_1001312>	"Endometritis"
<http://purl.obolibrary.org/obo/MONDO_0024279>	"chronic endometritis"
<http://purl.obolibrary.org/obo/MONDO_0004265>	"acute endometritis"
<http://purl.obolibrary.org/obo/MONDO_0042451>	"endomyometritis"
<http://purl.obolibrary.org/obo/MONDO_0021925>	"tracheobronchitis"
<http://www.ebi.ac.uk/efo/EFO_0007518>	"tracheitis"
<http://purl.obolibrary.org/obo/MONDO_0000263>	"laryngotracheitis"
<http://www.ebi.ac.uk/efo/EFO_0007227>	"croup"
<http://www.ebi.ac.uk/efo/EFO_0009661>	"bronchitis"
<http://www.ebi.ac.uk/efo/EFO_0006505>	"chronic bronchitis"
<http://purl.obolibrary.org/obo/MONDO_0001040>	"nasopharyngitis"
<http://www.ebi.ac.uk/efo/EFO_0007214>	"common cold"
<http://purl.obolibrary.org/obo/MONDO_0003937>	"spondylitis"
<http://purl.obolibrary.org/obo/MONDO_0001640>	"gonococcal spondylitis"
<http://purl.obolibrary.org/obo/MONDO_0001434>	"inflammatory spondylopathy"
<http://www.ebi.ac.uk/efo/EFO_1001239>	"vulvitis"
<http://www.ebi.ac.uk/efo/EFO_1001240>	"vulvovaginitis"
<http://purl.obolibrary.org/obo/MONDO_0021175>	"herpetic vulvovaginitis"
<http://purl.obolibrary.org/obo/MONDO_0030720>	"trichomonal vulvovaginitis"
<http://www.ebi.ac.uk/efo/EFO_0007407>	"oral tuberculosis"
<http://www.ebi.ac.uk/efo/EFO_1000025>	"cystitis"
<http://purl.obolibrary.org/obo/MONDO_0001506>	"prostatocystitis"
<http://www.ebi.ac.uk/efo/EFO_0007249>	"emphysematous cholecystitis"
<http://purl.obolibrary.org/obo/MONDO_0030706>	"Trichomonas cystitis"
<http://www.ebi.ac.uk/efo/EFO_1000790>	"acalculous cholecystitis"
<http://purl.obolibrary.org/obo/MONDO_0021160>	"gonococcal cystitis"
<http://purl.obolibrary.org/obo/MONDO_0001777>	"acute gonococcal cystitis"
<http://purl.obolibrary.org/obo/MONDO_0001650>	"acute cystitis"
<http://purl.obolibrary.org/obo/MONDO_0000496>	"hemorrhagic cystitis"
<http://www.ebi.ac.uk/efo/EFO_1001289>	"Cholecystitis, Acute"
<http://www.ebi.ac.uk/efo/EFO_1000023>	"chronic cystitis"
<http://www.ebi.ac.uk/efo/EFO_0008507>	"interstitial cystitis"
<http://www.ebi.ac.uk/efo/EFO_1000869>	"chronic interstitial cystitis"
<http://www.ebi.ac.uk/efo/EFO_0004196>	"viral human hepatitis infection"
<http://www.ebi.ac.uk/efo/EFO_0004197>	"hepatitis B virus infection"
<http://purl.obolibrary.org/obo/MONDO_0100370>	"acute hepatitis B virus infection"
<http://www.ebi.ac.uk/efo/EFO_0004239>	"chronic hepatitis B virus infection"
<http://www.ebi.ac.uk/efo/EFO_0007303>	"hepatitis E virus infection"
<http://www.ebi.ac.uk/efo/EFO_0007305>	"hepatitis A virus infection"
<http://www.ebi.ac.uk/efo/EFO_0007304>	"hepatitis D virus infection"
<http://www.ebi.ac.uk/efo/EFO_0003047>	"hepatitis C virus infection"
<http://www.ebi.ac.uk/efo/EFO_0004220>	"chronic hepatitis C virus infection"
<http://purl.obolibrary.org/obo/MONDO_0004789>	"cholangitis"
<http://www.ebi.ac.uk/efo/EFO_0004268>	"sclerosing cholangitis"
<http://purl.obolibrary.org/obo/MONDO_0001930>	"acute cholangitis"
<http://purl.obolibrary.org/obo/MONDO_0004786>	"chronic cholangitis"
<http://purl.obolibrary.org/obo/MONDO_0010939>	"low phospholipid associated cholelithiasis"
<http://purl.obolibrary.org/obo/MONDO_0002471>	"bursitis"
<http://purl.obolibrary.org/obo/MONDO_0001557>	"olecranon bursitis"
<http://purl.obolibrary.org/obo/MONDO_0001719>	"gonococcal bursitis"
<http://www.ebi.ac.uk/efo/EFO_1000868>	"chronic inflammatory demyelinating polyradiculoneuropathy"
<http://purl.obolibrary.org/obo/MONDO_0018109>	"fulminant viral hepatitis"
<http://www.ebi.ac.uk/efo/EFO_0001423>	"encephalomyelitis"
<http://www.ebi.ac.uk/efo/EFO_0001066>	"experimental autoimmune encephalomyelitis"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007364>	"meningoencephalitis"
<http://www.ebi.ac.uk/efo/EFO_1001363>	"Lupus Vasculitis, Central Nervous System"
<http://purl.obolibrary.org/obo/MONDO_0020640>	"autoimmune encephalitis"
<http://purl.obolibrary.org/obo/MONDO_0020067>	"infectious encephalitis"
<http://purl.obolibrary.org/obo/MONDO_0019377>	"Mycoplasma encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007538>	"viral encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007213>	"Colorado tick fever"
<http://purl.obolibrary.org/obo/MONDO_0957421>	"borna virus encephalitis"
<http://purl.obolibrary.org/obo/MONDO_0012521>	"herpes simplex encephalitis"
<http://purl.obolibrary.org/obo/MONDO_0020601>	"mosquito-borne viral encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007546>	"Western equine encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007332>	"Japanese encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007495>	"St. Louis encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007545>	"West Nile encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007242>	"Eastern equine encephalitis"
<http://purl.obolibrary.org/obo/MONDO_0003337>	"acute hemorrhagic encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007132>	"acute hemorrhagic leukoencephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007502>	"subacute sclerosing panencephalitis"
<http://purl.obolibrary.org/obo/MONDO_0027029>	"HHV-6 encephalitis"
<http://www.ebi.ac.uk/efo/EFO_1001309>	"Encephalitis, Tick-Borne"
<http://purl.obolibrary.org/obo/MONDO_0020068>	"postinfectious encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007130>	"acute disseminated encephalomyelitis"
<http://purl.obolibrary.org/obo/MONDO_0020648>	"rubella encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0007335>	"Kluver-Bucy syndrome"
<http://www.ebi.ac.uk/efo/EFO_0007455>	"progressive multifocal leukoencephalopathy"
<http://purl.obolibrary.org/obo/MONDO_0000937>	"syphilitic encephalitis"
<http://purl.obolibrary.org/obo/MONDO_0021081>	"anti-NMDA receptor encephalitis"
<http://www.ebi.ac.uk/efo/EFO_0020926>	"noninfective encephalitis"@en
<http://www.ebi.ac.uk/efo/EFO_0007534>	"Venezuelan equine encephalitis"
<http://www.ebi.ac.uk/efo/EFO_1001310>	"Encephalitis, Varicella Zoster"
<http://purl.obolibrary.org/obo/MONDO_0021156>	"hypophysitis"
<http://purl.obolibrary.org/obo/MONDO_0019835>	"primary hypophysitis"
<http://purl.obolibrary.org/obo/MONDO_0019838>	"adenohypophysitis"
<http://www.ebi.ac.uk/efo/EFO_1000976>	"hypertensive encephalopathy"
<http://purl.obolibrary.org/obo/MONDO_0002645>	"cerebritis"
<http://purl.obolibrary.org/obo/MONDO_0021108>	"meningitis"
<http://www.ebi.ac.uk/efo/EFO_1000823>	"aseptic meningitis"
<http://www.ebi.ac.uk/efo/EFO_1001236>	"viral meningitis"
<http://www.ebi.ac.uk/efo/EFO_0000584>	"infectious meningitis"
<http://www.ebi.ac.uk/efo/EFO_1000831>	"bacterial meningitis"
<http://www.ebi.ac.uk/efo/EFO_1001021>	"Listeria meningitis"
<http://www.ebi.ac.uk/efo/EFO_1000929>	"Escherichia coli meningitis"
<http://www.ebi.ac.uk/efo/EFO_1000955>	"Haemophilus influenzae meningitis"
<http://purl.obolibrary.org/obo/MONDO_0041825>	"bacterial meningitis caused by gram-negative bacteria"
<http://purl.obolibrary.org/obo/MONDO_0000936>	"syphilitic meningitis"
<http://purl.obolibrary.org/obo/MONDO_0002000>	"anaerobic meningitis"
<http://purl.obolibrary.org/obo/MONDO_0001316>	"streptococcal meningitis"
