?child	?label
<http://purl.obolibrary.org/obo/CL_0002608>	"hippocampal neuron"
<http://purl.obolibrary.org/obo/CL_0000100>	"motor neuron"
<http://purl.obolibrary.org/obo/CL_0000617>	"GABAergic neuron"
<http://purl.obolibrary.org/obo/CL_0000112>	"columnar neuron"
<http://purl.obolibrary.org/obo/CL_0000700>	"dopaminergic neuron"
<http://purl.obolibrary.org/obo/CL_0000101>	"sensory neuron"
<http://purl.obolibrary.org/obo/CL_0000210>	"photoreceptor cell"
<http://purl.obolibrary.org/obo/CL_0000202>	"auditory hair cell"
<http://purl.obolibrary.org/obo/CL_0000165>	"neuroendocrine cell"
<http://www.ebi.ac.uk/efo/EFO_0005495>	"NSM"
<http://purl.obolibrary.org/obo/CL_0000173>	"pancreatic D cell"
<http://purl.obolibrary.org/obo/CL_0000166>	"chromaffin cell"
<http://purl.obolibrary.org/obo/CL_0002312>	"somatotroph"
<http://purl.obolibrary.org/obo/CL_0000336>	"adrenal medulla chromaffin cell"
<http://purl.obolibrary.org/obo/CL_0000125>	"glial cell"
<http://purl.obolibrary.org/obo/CL_0002573>	"Schwann cell"
<http://purl.obolibrary.org/obo/CL_0000218>	"myelinating Schwann cell"
<http://purl.obolibrary.org/obo/CL_0000065>	"ependymal cell"
<http://purl.obolibrary.org/obo/CL_0002576>	"perineurial cell"
<http://purl.obolibrary.org/obo/CL_0000127>	"astrocyte"
<http://purl.obolibrary.org/obo/CL_0000644>	"Bergmann glial cell"
<http://purl.obolibrary.org/obo/CL_0000128>	"oligodendrocyte"
<http://purl.obolibrary.org/obo/CL_0000123>	"neuron associated cell (sensu Vertebrata)"
<http://purl.obolibrary.org/obo/CL_0002453>	"oligodendrocyte precursor cell"
<http://purl.obolibrary.org/obo/CL_0000047>	"neural stem cell"
<http://purl.obolibrary.org/obo/CL_0000521>	"fungal cell"
<http://purl.obolibrary.org/obo/CL_0000599>	"conidium"
<http://purl.obolibrary.org/obo/CL_0000286>	"hyphal cell"
<http://purl.obolibrary.org/obo/CL_0000066>	"epithelial cell"
<http://purl.obolibrary.org/obo/CL_0002231>	"epithelial cell of prostate"
<http://purl.obolibrary.org/obo/CL_0000083>	"epithelial cell of pancreas"
<http://purl.obolibrary.org/obo/CL_0005019>	"pancreatic epsilon cell"
<http://purl.obolibrary.org/obo/CL_0002275>	"pancreatic PP cell"
<http://purl.obolibrary.org/obo/CL_0002079>	"pancreatic ductal cell"
<http://purl.obolibrary.org/obo/CL_0002064>	"pancreatic acinar cell"
<http://purl.obolibrary.org/obo/CL_0000171>	"pancreatic A cell"
<http://purl.obolibrary.org/obo/CL_0000169>	"type B pancreatic cell"
<http://purl.obolibrary.org/obo/CL_0000244>	"transitional epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000731>	"urothelial cell"
<http://purl.obolibrary.org/obo/CL_1001428>	"bladder urothelial cell"
<http://purl.obolibrary.org/obo/CL_0000162>	"parietal cell"
<http://purl.obolibrary.org/obo/CL_0000160>	"goblet cell"
<http://purl.obolibrary.org/obo/CL_0002370>	"respiratory tract goblet cell"
<http://purl.obolibrary.org/obo/CL_0000477>	"follicle cell of egg chamber"
<http://purl.obolibrary.org/obo/CL_0000579>	"border follicle cell"
<http://purl.obolibrary.org/obo/CL_0000622>	"acinar cell"
<http://purl.obolibrary.org/obo/CL_0000362>	"epidermal cell"
<http://purl.obolibrary.org/obo/CL_0000312>	"keratinocyte"
<http://purl.obolibrary.org/obo/CL_0002187>	"basal cell of epidermis"
<http://purl.obolibrary.org/obo/CL_0002204>	"brush cell"
<http://purl.obolibrary.org/obo/CL_0000501>	"granulosa cell"
<http://www.ebi.ac.uk/efo/EFO_0005289>	"mural granulosa cell"
<http://purl.obolibrary.org/obo/CL_0000711>	"cumulus cell"
<http://purl.obolibrary.org/obo/CL_0002201>	"renal beta-intercalated cell"
<http://purl.obolibrary.org/obo/CL_0005011>	"renal alpha-intercalated cell"
<http://purl.obolibrary.org/obo/CL_0000059>	"ameloblast"
<http://purl.obolibrary.org/obo/CL_1000488>	"cholangiocyte"
<http://purl.obolibrary.org/obo/CL_0000653>	"podocyte"
<http://purl.obolibrary.org/obo/CL_0000570>	"parafollicular cell"
<http://purl.obolibrary.org/obo/CL_0000182>	"hepatocyte"
<http://www.ebi.ac.uk/efo/EFO_0003076>	"thyrocyte"
<http://purl.obolibrary.org/obo/CL_0002368>	"respiratory tract epithelial cell"
<http://purl.obolibrary.org/obo/CL_0002328>	"bronchial epithelial cell"
<http://purl.obolibrary.org/obo/CL_1000271>	"lung multiciliated epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000158>	"club cell"
<http://purl.obolibrary.org/obo/CL_0002063>	"pulmonary alveolar type 2 cell"
<http://purl.obolibrary.org/obo/CL_0002062>	"pulmonary alveolar type 1 cell"
<http://purl.obolibrary.org/obo/CL_1001431>	"kidney collecting duct principal cell"
<http://purl.obolibrary.org/obo/CL_0002327>	"mammary gland epithelial cell"
<http://purl.obolibrary.org/obo/BTO_0004298>	"corneal epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000185>	"myoepithelial cell"
<http://purl.obolibrary.org/obo/CL_0000076>	"squamous epithelial cell"
<http://purl.obolibrary.org/obo/CL_1000452>	"parietal epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000077>	"mesothelial cell"
<http://www.ebi.ac.uk/efo/EFO_0010898>	"mesothelial cell of large intestine"
<http://purl.obolibrary.org/obo/CL_0009024>	"mesothelial cell of small intestine"
<http://purl.obolibrary.org/obo/CL_0000216>	"Sertoli cell"
<http://purl.obolibrary.org/obo/CL_0002563>	"intestinal epithelial cell"
<http://purl.obolibrary.org/obo/CL_0002253>	"epithelial cell of large intestine"
<http://purl.obolibrary.org/obo/CL_0000584>	"enterocyte"
<http://purl.obolibrary.org/obo/CL_0000510>	"paneth cell"
<http://purl.obolibrary.org/obo/CL_0002293>	"epithelial cell of thymus"
<http://purl.obolibrary.org/obo/CL_0002365>	"medullary thymic epithelial cell"
<http://purl.obolibrary.org/obo/CL_0002364>	"cortical thymic epithelial cell"
<http://www.ebi.ac.uk/efo/EFO_0010710>	"endometrial glandular epithelial cell"@en
<http://purl.obolibrary.org/obo/CL_0001063>	"neoplastic cell"
<http://purl.obolibrary.org/obo/CL_0002351>	"progenitor cell of endocrine pancreas"
<http://purl.obolibrary.org/obo/CL_0002092>	"bone marrow cell"
<http://purl.obolibrary.org/obo/CL_0002540>	"mesenchymal stem cell of the bone marrow"
<http://purl.obolibrary.org/obo/CL_0000586>	"germ cell"
<http://purl.obolibrary.org/obo/CL_0000025>	"egg cell"
<http://purl.obolibrary.org/obo/CL_0000023>	"oocyte"
<http://purl.obolibrary.org/obo/CL_0000015>	"male germ cell"
<http://purl.obolibrary.org/obo/CL_0000019>	"sperm"
<http://purl.obolibrary.org/obo/CL_0008019>	"mesenchymal cell"
<http://purl.obolibrary.org/obo/CL_0002321>	"embryonic cell (metazoa)"
<http://www.ebi.ac.uk/efo/EFO_0004987>	"embryonal carcinoma cell"
<http://purl.obolibrary.org/obo/CL_0002322>	"embryonic stem cell"
<http://purl.obolibrary.org/obo/CL_0000056>	"myoblast"
<http://purl.obolibrary.org/obo/CL_0000515>	"skeletal muscle myoblast"
<http://purl.obolibrary.org/obo/CL_0000514>	"smooth muscle myoblast"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"inner cell mass"
<http://purl.obolibrary.org/obo/CL_0000007>	"early embryonic cell (metazoa)"
<http://purl.obolibrary.org/obo/CL_0000365>	"animal zygote"
<http://purl.obolibrary.org/obo/CL_0011012>	"neural crest cell"
<http://purl.obolibrary.org/obo/CL_0000333>	"migratory neural crest cell"
<http://purl.obolibrary.org/obo/CL_0000222>	"mesodermal cell"
<http://www.ebi.ac.uk/efo/EFO_0004038>	"mouse embryonic stem cell"
<http://purl.obolibrary.org/obo/CL_0000151>	"secretory cell"
<http://purl.obolibrary.org/obo/UBERON_0000016>	"endocrine pancreas"
<http://purl.obolibrary.org/obo/CL_0000168>	"insulin secreting cell"
<http://purl.obolibrary.org/obo/CL_0000138>	"chondrocyte"
<http://purl.obolibrary.org/obo/CL_0000163>	"endocrine cell"
<http://purl.obolibrary.org/obo/CL_0000178>	"Leydig cell"
<http://purl.obolibrary.org/obo/CL_0000234>	"phagocyte"
<http://purl.obolibrary.org/obo/CL_0000115>	"endothelial cell"
<http://purl.obolibrary.org/obo/CL_0002188>	"glomerular endothelial cell"
<http://www.ebi.ac.uk/efo/EFO_0002451>	"HUVEC cell"
<http://purl.obolibrary.org/obo/CL_0000071>	"blood vessel endothelial cell"
<http://purl.obolibrary.org/obo/CL_2000018>	"endothelial cell of coronary artery"
<http://purl.obolibrary.org/obo/CL_1000398>	"endothelial cell of hepatic sinusoid"
<http://www.ebi.ac.uk/efo/EFO_0010706>	"central venous hepatic sinusoidal endothelial cell"@en
<http://www.ebi.ac.uk/efo/EFO_0010705>	"periportal hepatic sinusoidal endothelial cell"@en
<http://purl.obolibrary.org/obo/CL_0002618>	"endothelial cell of umbilical vein"
<http://purl.obolibrary.org/obo/CL_0002144>	"capillary endothelial cell"
<http://www.ebi.ac.uk/efo/EFO_0010668>	"lung capillary endothelial cell"@en
<http://www.ebi.ac.uk/efo/EFO_0010711>	"uterine endothelial cell"@en
<http://purl.obolibrary.org/obo/CL_0002342>	"circulating endothelial cell"
<http://purl.obolibrary.org/obo/BTO_0000238>	"cerebrovascular endothelial cell"
<http://www.ebi.ac.uk/efo/EFO_0010708>	"placental endothelial cell"@en
<http://www.ebi.ac.uk/efo/EFO_0010667>	"endothelial cell of respiratory system lymphatic vessel"@en
<http://purl.obolibrary.org/obo/CL_1001567>	"lung endothelial cell"
<http://www.ebi.ac.uk/efo/EFO_0010704>	"portal endothelial cell"@en
<http://purl.obolibrary.org/obo/CL_0002138>	"endothelial cell of lymphatic vessel"
<http://purl.obolibrary.org/obo/CL_0000136>	"adipocyte"
<http://www.ebi.ac.uk/efo/EFO_0002573>	"small adipocyte"
<http://www.ebi.ac.uk/efo/EFO_0002572>	"large adipocyte"
<http://purl.obolibrary.org/obo/CL_0002617>	"adipocyte of breast"
<http://purl.obolibrary.org/obo/CL_0000211>	"electrically active cell"
<http://purl.obolibrary.org/obo/CL_0000187>	"muscle cell"
<http://www.ebi.ac.uk/efo/EFO_0005497>	"pharyngeal muscle cell"
<http://purl.obolibrary.org/obo/CL_0000192>	"smooth muscle cell"
<http://purl.obolibrary.org/obo/CL_0002598>	"bronchial smooth muscle cell"
<http://www.ebi.ac.uk/efo/EFO_0010709>	"placental smooth muscle cell"@en
<http://purl.obolibrary.org/obo/CL_0002601>	"uterine smooth muscle cell"
<http://purl.obolibrary.org/obo/CL_0000746>	"cardiac muscle cell"
<http://purl.obolibrary.org/obo/CL_0002494>	"cardiocyte"
<http://purl.obolibrary.org/obo/CL_0000415>	"diploid cell"
<http://purl.obolibrary.org/obo/CL_1000497>	"kidney cell"
<http://purl.obolibrary.org/obo/CL_0000628>	"photosynthetic cell"
<http://purl.obolibrary.org/obo/CL_0000371>	"protoplast"
<http://purl.obolibrary.org/obo/CL_0000349>	"extraembryonic cell"
<http://purl.obolibrary.org/obo/CL_2000002>	"decidual cell"
<http://purl.obolibrary.org/obo/CL_0000351>	"trophoblast cell"
<http://purl.obolibrary.org/obo/CL_0002217>	"intermediate trophoblast cell"
<http://purl.obolibrary.org/obo/CL_0000525>	"syncytiotrophoblast cell"
<http://purl.obolibrary.org/obo/CL_0000010>	"cultured cell"
<http://purl.obolibrary.org/obo/BTO_0002278>	"macrophage cell line"
<http://www.ebi.ac.uk/efo/EFO_0022802>	"BAC1.2F5"
<http://www.ebi.ac.uk/efo/EFO_0022735>	"J-774A.1"
<http://www.ebi.ac.uk/efo/EFO_0001231>	"RAW264.7"
<http://www.ebi.ac.uk/efo/EFO_0002933>	"HapMap cell line"
<http://www.ebi.ac.uk/efo/EFO_0004902>	"European HapMap cell line"
<http://www.ebi.ac.uk/efo/EFO_0002784>	"GM12878"
<http://www.ebi.ac.uk/efo/EFO_0002787>	"GM18507"
<http://www.ebi.ac.uk/efo/EFO_0001149>	"GM12750"
<http://www.ebi.ac.uk/efo/EFO_0022753>	"Mv1Lu"
<http://www.ebi.ac.uk/efo/EFO_0003040>	"embryonic cell line"
<http://www.ebi.ac.uk/efo/EFO_0007084>	"HUES49"
<http://www.ebi.ac.uk/efo/EFO_0007091>	"HUES65"
<http://www.ebi.ac.uk/efo/EFO_0005747>	"GM2"
<http://www.ebi.ac.uk/efo/EFO_0005648>	"1182-4H"
<http://www.ebi.ac.uk/efo/EFO_0005916>	"ES-CJ7"
<http://www.ebi.ac.uk/efo/EFO_0007080>	"HUES3"
<http://www.ebi.ac.uk/efo/EFO_0005839>	"Sg4"
<http://www.ebi.ac.uk/efo/EFO_0007087>	"HUES62"
<http://www.ebi.ac.uk/efo/EFO_0005910>	"ES-D3"
<http://www.ebi.ac.uk/efo/EFO_0022770>	"REF-52"
<http://www.ebi.ac.uk/efo/EFO_0007071>	"BG01"
<http://www.ebi.ac.uk/efo/EFO_0007078>	"HUES13"
<http://www.ebi.ac.uk/efo/EFO_0007094>	"HUES9"
<http://www.ebi.ac.uk/efo/EFO_0022774>	"P-19"
<http://www.ebi.ac.uk/efo/EFO_0022831>	"F111"
<http://www.ebi.ac.uk/efo/EFO_0002959>	"NTera2"
<http://www.ebi.ac.uk/efo/EFO_0005355>	"HUES1"
<http://www.ebi.ac.uk/efo/EFO_0002816>	"C3H10T1/2"
<http://www.ebi.ac.uk/efo/EFO_0007116>	"UCSF4"
<http://www.ebi.ac.uk/efo/EFO_0005836>	"S2-DRSC"
<http://www.ebi.ac.uk/efo/EFO_0002957>	"2102Ep"
<http://www.ebi.ac.uk/efo/EFO_0005746>	"G2"
<http://www.ebi.ac.uk/efo/EFO_0007113>	"ML-DmD23"
<http://www.ebi.ac.uk/efo/EFO_0007079>	"HUES28"
<http://www.ebi.ac.uk/efo/EFO_0005901>	"ELF-1"
<http://www.ebi.ac.uk/efo/EFO_0022780>	"Rat-2"
<http://www.ebi.ac.uk/efo/EFO_0003048>	"HES2"
<http://www.ebi.ac.uk/efo/EFO_0022724>	"Tn5 B1-4"
<http://www.ebi.ac.uk/efo/EFO_0022784>	"3T6-Swiss albino cell"
<http://www.ebi.ac.uk/efo/EFO_0005914>	"ZHBTc4-mESC"
<http://www.ebi.ac.uk/efo/EFO_0007093>	"HUES8"
<http://www.ebi.ac.uk/efo/EFO_0007088>	"HUES63"
<http://www.ebi.ac.uk/efo/EFO_0007082>	"HUES45"
<http://www.ebi.ac.uk/efo/EFO_0007076>	"ES-I3"
<http://www.ebi.ac.uk/efo/EFO_0007085>	"HUES53"
<http://www.ebi.ac.uk/efo/EFO_0005486>	"J185a"
<http://www.ebi.ac.uk/efo/EFO_0002078>	"S1"
<http://www.ebi.ac.uk/efo/EFO_0007081>	"HUES44"
<http://www.ebi.ac.uk/efo/EFO_0005837>	"S2R+"
<http://www.ebi.ac.uk/efo/EFO_0005454>	"SHEF-1"
<http://www.ebi.ac.uk/efo/EFO_0007114>	"ML-DmD23-c4"
<http://www.ebi.ac.uk/efo/EFO_0007075>	"ES-E14"
<http://www.ebi.ac.uk/efo/EFO_0004990>	"J1"
<http://www.ebi.ac.uk/efo/EFO_0022817>	"PFHR 9"
<http://www.ebi.ac.uk/efo/EFO_0003042>	"H1-hESC"
<http://www.ebi.ac.uk/efo/EFO_0002960>	"BG03"
<http://www.ebi.ac.uk/efo/EFO_0005820>	"mbn2"
<http://www.ebi.ac.uk/efo/EFO_0001222>	"NIH3T3"
<http://www.ebi.ac.uk/efo/EFO_0009320>	"RUES2"
<http://www.ebi.ac.uk/efo/EFO_0005485>	"TT2"
<http://www.ebi.ac.uk/efo/EFO_0005483>	"ES-Bruce4"
<http://www.ebi.ac.uk/efo/EFO_0007086>	"HUES6"
<http://www.ebi.ac.uk/efo/EFO_0005915>	"WW6"
<http://www.ebi.ac.uk/efo/EFO_0007083>	"HUES48"
<http://www.ebi.ac.uk/efo/EFO_0007089>	"HUES64"
<http://www.ebi.ac.uk/efo/EFO_0005484>	"46C"
<http://www.ebi.ac.uk/efo/EFO_0003045>	"H9"
<http://www.ebi.ac.uk/efo/EFO_0002076>	"R1"
<http://www.ebi.ac.uk/efo/EFO_0005455>	"SHEF-3"
<http://www.ebi.ac.uk/efo/EFO_0007073>	"CyT49"
<http://www.ebi.ac.uk/efo/EFO_0005904>	"H7-hESC"
<http://www.ebi.ac.uk/efo/EFO_0009319>	"F123-CASTx129"
<http://www.ebi.ac.uk/efo/EFO_0002778>	"BG02ES"
<http://www.ebi.ac.uk/efo/EFO_0005838>	"S3"
<http://www.ebi.ac.uk/efo/EFO_0001084>	"3T3-L1"
<http://www.ebi.ac.uk/efo/EFO_0007092>	"HUES66"
<http://www.ebi.ac.uk/efo/EFO_0002961>	"NTera2 derived dopaminergic neuronal like cells"
<http://www.ebi.ac.uk/efo/EFO_0001224>	"PAC2"
<http://www.ebi.ac.uk/efo/EFO_0002926>	"ENCODE cell line"
<http://www.ebi.ac.uk/efo/EFO_0002794>	"HRE"
<http://www.ebi.ac.uk/efo/EFO_0005334>	"GM10248"
<http://www.ebi.ac.uk/efo/EFO_0002795>	"HUVEC cell line"
<http://www.ebi.ac.uk/efo/EFO_0001187>	"HepG2"
<http://www.ebi.ac.uk/efo/EFO_0002779>	"BJ"
<http://www.ebi.ac.uk/efo/EFO_0005827>	"ML-DmD20-c2"
<http://www.ebi.ac.uk/efo/EFO_0002785>	"GM12891"
<http://www.ebi.ac.uk/efo/EFO_0005342>	"GM12869"
<http://www.ebi.ac.uk/efo/EFO_0005348>	"GM18526"
<http://www.ebi.ac.uk/efo/EFO_0005828>	"ML-DmD20-c5"
<http://www.ebi.ac.uk/efo/EFO_0005830>	"ML-DmD32"
<http://www.ebi.ac.uk/efo/EFO_0005341>	"GM12868"
<http://www.ebi.ac.uk/efo/EFO_0005821>	"ML-DmBG1-c1"
<http://www.ebi.ac.uk/efo/EFO_0005912>	"hTERT-HM"
<http://www.ebi.ac.uk/efo/EFO_0005343>	"GM12870"
<http://www.ebi.ac.uk/efo/EFO_0005349>	"GM18951"
<http://www.ebi.ac.uk/efo/EFO_0005822>	"ML-DmBG2-c2"
<http://www.ebi.ac.uk/efo/EFO_0002786>	"GM12892"
<http://www.ebi.ac.uk/efo/EFO_0005743>	"CME-W1-Cl.8+"
<http://www.ebi.ac.uk/efo/EFO_0002800>	"SAEC"
<http://www.ebi.ac.uk/efo/EFO_0005903>	"KBM-7"
<http://www.ebi.ac.uk/efo/EFO_0007598>	"HAP-1"
<http://www.ebi.ac.uk/efo/EFO_0002792>	"HGF"
<http://www.ebi.ac.uk/efo/EFO_0001203>	"MCF-7"
<http://www.ebi.ac.uk/efo/EFO_0002801>	"SKMC"
<http://www.ebi.ac.uk/efo/EFO_0002793>	"HL-60"
<http://www.ebi.ac.uk/efo/EFO_0010756>	"HL-60/S4"@en
<http://www.ebi.ac.uk/efo/EFO_0005338>	"GM12865"
<http://www.ebi.ac.uk/efo/EFO_0005831>	"ML-DmD4-c1"
<http://www.ebi.ac.uk/efo/EFO_0005337>	"GM12864"
<http://www.ebi.ac.uk/efo/EFO_0005332>	"GM18505"
<http://www.ebi.ac.uk/efo/EFO_0002798>	"NB4"
<http://www.ebi.ac.uk/efo/EFO_0002799>	"NHEK"
<http://www.ebi.ac.uk/efo/EFO_0002783>	"GM06990"
<http://www.ebi.ac.uk/efo/EFO_0002789>	"GM19239"
<http://www.ebi.ac.uk/efo/EFO_0005346>	"GM13977"
<http://www.ebi.ac.uk/efo/EFO_0002777>	"Normal Human Astrocytes"
<http://www.ebi.ac.uk/efo/EFO_0005825>	"ML-DmD16-c3"
<http://www.ebi.ac.uk/efo/EFO_0005347>	"GM15510"
<http://www.ebi.ac.uk/efo/EFO_0005351>	"GM19193"
<http://www.ebi.ac.uk/efo/EFO_0005826>	"ML-DmD17-c3"
<http://www.ebi.ac.uk/efo/EFO_0005353>	"GM12801"
<http://www.ebi.ac.uk/efo/EFO_0005650>	"CME-L1"
<http://www.ebi.ac.uk/efo/EFO_0002713>	"Panc1"
<http://www.ebi.ac.uk/efo/EFO_0002790>	"GM19240"
<http://www.ebi.ac.uk/efo/EFO_0005834>	"OSC"
<http://www.ebi.ac.uk/efo/EFO_0002791>	"HeLa-S3"
<http://www.ebi.ac.uk/efo/EFO_0005819>	"Kc167"
<http://www.ebi.ac.uk/efo/EFO_0001188>	"HMEC"
<http://www.ebi.ac.uk/efo/EFO_0002067>	"K562"
<http://www.ebi.ac.uk/efo/EFO_0002071>	"LNCAP"
<http://www.ebi.ac.uk/efo/EFO_0005835>	"OSS"
<http://www.ebi.ac.uk/efo/EFO_0002796>	"Jurkat"
<http://www.ebi.ac.uk/efo/EFO_0022656>	"J.CaM1.6"
<http://www.ebi.ac.uk/efo/EFO_0005335>	"GM10266"
<http://www.ebi.ac.uk/efo/EFO_0001099>	"Caco-2"
<http://www.ebi.ac.uk/efo/EFO_0005336>	"GM10847"
<http://www.ebi.ac.uk/efo/EFO_0002797>	"LHSR"
<http://www.ebi.ac.uk/efo/EFO_0005340>	"GM12867"
<http://www.ebi.ac.uk/efo/EFO_0005829>	"ML-DmD21"
<http://www.ebi.ac.uk/efo/EFO_0005909>	"HGADFN167"
<http://www.ebi.ac.uk/efo/EFO_0005913>	"urothelium cell line"
<http://www.ebi.ac.uk/efo/EFO_0005344>	"GM12871"
<http://www.ebi.ac.uk/efo/EFO_0005345>	"GM13976"
<http://www.ebi.ac.uk/efo/EFO_0002782>	"glioblastoma H54"
<http://www.ebi.ac.uk/efo/EFO_0002788>	"GM19238"
<http://www.ebi.ac.uk/efo/EFO_0005823>	"ML-DmBG3-c2"
<http://www.ebi.ac.uk/efo/EFO_0005744>	"CME-W2"
<http://www.ebi.ac.uk/efo/EFO_0005824>	"ML-DmD11"
<http://www.ebi.ac.uk/efo/EFO_0005745>	"fGS/OSS"
<http://www.ebi.ac.uk/efo/EFO_0002802>	"SK-N-SH_RA"
<http://www.ebi.ac.uk/efo/EFO_0005350>	"GM19099"
<http://www.ebi.ac.uk/efo/EFO_0005352>	"GM20000"
<http://www.ebi.ac.uk/efo/EFO_0005339>	"GM12866"
<http://www.ebi.ac.uk/efo/EFO_0005832>	"ML-DmD8"
<http://www.ebi.ac.uk/efo/EFO_0005907>	"OCI-LY1"
<http://www.ebi.ac.uk/efo/EFO_0005833>	"ML-DmD9"
<http://www.ebi.ac.uk/efo/EFO_0005333>	"GM08714"
<http://www.ebi.ac.uk/efo/EFO_0002888>	"Homo sapiens cell line"
<http://www.ebi.ac.uk/efo/EFO_0005696>	"D721Med"
<http://purl.obolibrary.org/obo/CLO_0014411>	"GM17241"
<http://purl.obolibrary.org/obo/CLO_0016456>	"GM17846"
<http://www.ebi.ac.uk/efo/EFO_0001243>	"SUM190PT"
<http://www.ebi.ac.uk/efo/EFO_0006531>	"888-mel"
<http://www.ebi.ac.uk/efo/EFO_0006647>	"MEL-HO"
<http://purl.obolibrary.org/obo/CLO_0016568>	"GM17744"
<http://www.ebi.ac.uk/efo/EFO_0006538>	"BFTC-909"
<http://www.ebi.ac.uk/efo/EFO_0005231>	"ECC-1"
<http://purl.obolibrary.org/obo/CLO_0017045>	"GM17734"
<http://www.ebi.ac.uk/efo/EFO_0005391>	"LA-N-1"
<http://purl.obolibrary.org/obo/CLO_0013781>	"GM17185"
<http://www.ebi.ac.uk/efo/EFO_0002278>	"NCI-H2107"
<http://www.ebi.ac.uk/efo/EFO_0007611>	"SU-DHL-2"
<http://www.ebi.ac.uk/efo/EFO_0006296>	"STS26T"
<http://www.ebi.ac.uk/efo/EFO_0006573>	"EPLC-272H"
<http://www.ebi.ac.uk/efo/EFO_0002372>	"SW837"
<http://purl.obolibrary.org/obo/CLO_0031254>	"GM14454"
<http://purl.obolibrary.org/obo/CLO_0014396>	"GM17256"
<http://www.ebi.ac.uk/efo/EFO_0002079>	"SK-MEL-2"
<http://www.ebi.ac.uk/efo/EFO_0022588>	"EUFA143"@en
<http://purl.obolibrary.org/obo/CLO_0014391>	"GM17251"
<http://purl.obolibrary.org/obo/CLO_0015093>	"GM17134"
<http://www.ebi.ac.uk/efo/EFO_0006395>	"G111"
<http://www.ebi.ac.uk/efo/EFO_0002390>	"WM115"
<http://purl.obolibrary.org/obo/CLO_0013140>	"GM17290"
<http://purl.obolibrary.org/obo/CLO_0015090>	"GM17137"
<http://purl.obolibrary.org/obo/CLO_0013956>	"GM17150"
<http://purl.obolibrary.org/obo/CLO_0022362>	"AG11696"
<http://www.ebi.ac.uk/efo/EFO_0002177>	"ES2"
<http://www.ebi.ac.uk/efo/EFO_0002283>	"NCI-H2195"
<http://www.ebi.ac.uk/efo/EFO_0007074>	"DND-41"
<http://www.ebi.ac.uk/efo/EFO_0002205>	"Hep3B"
<http://www.ebi.ac.uk/efo/EFO_0002311>	"OV90"
<http://www.ebi.ac.uk/efo/EFO_0022389>	"ECV304 cell"
<http://purl.obolibrary.org/obo/CLO_0016601>	"GM17761"
<http://www.ebi.ac.uk/efo/EFO_0002202>	"HT1197"
<http://www.ebi.ac.uk/efo/EFO_0002318>	"RKOE6"
<http://www.ebi.ac.uk/efo/EFO_0001208>	"MDAMB175VII"
<http://www.ebi.ac.uk/efo/EFO_0006759>	"SNU-668"
<http://www.ebi.ac.uk/efo/EFO_0006756>	"SNU-601"
<http://www.ebi.ac.uk/efo/EFO_0003081>	"SK-MEL-28"
<http://www.ebi.ac.uk/efo/EFO_0022593>	"YTS-Eco"@en
<http://www.ebi.ac.uk/efo/EFO_0022516>	"2C4 gamma2A"@en
<http://www.ebi.ac.uk/efo/EFO_0005444>	"OVCAR8"
<http://purl.obolibrary.org/obo/CLO_0031666>	"GM14582"
<http://www.ebi.ac.uk/efo/EFO_0002830>	"MKN1"
<http://www.ebi.ac.uk/efo/EFO_0001240>	"SUM149PT"
<http://www.ebi.ac.uk/efo/EFO_0005441>	"DU 145"
<http://purl.obolibrary.org/obo/CLO_0031581>	"GM14569"
<http://www.ebi.ac.uk/efo/EFO_0006654>	"MOLP-8"
<http://purl.obolibrary.org/obo/CLO_0013127>	"GM17295"
<http://www.ebi.ac.uk/efo/EFO_0002320>	"RL952"
<http://www.ebi.ac.uk/efo/EFO_0006651>	"MHH-NB-11"
<http://www.ebi.ac.uk/efo/EFO_0002211>	"JAR"
<http://www.ebi.ac.uk/efo/EFO_0002051>	"D4 glioblastoma derived primary cell line"
<http://www.ebi.ac.uk/efo/EFO_0022554>	"SG231"@en
<http://www.ebi.ac.uk/efo/EFO_0005395>	"MUTZ-3"
<http://purl.obolibrary.org/obo/CLO_0031601>	"GM14536"
<http://purl.obolibrary.org/obo/CLO_0017024>	"GM17743"
<http://purl.obolibrary.org/obo/CLO_0016565>	"GM17747"
<http://www.ebi.ac.uk/efo/EFO_0022671>	"UWR2"
<http://www.ebi.ac.uk/efo/EFO_0002379>	"SiHa"
<http://www.ebi.ac.uk/efo/EFO_0022630>	"AC16"
<http://www.ebi.ac.uk/efo/EFO_0002376>	"SW954"
<http://www.ebi.ac.uk/efo/EFO_0002843>	"PC-10"
<http://purl.obolibrary.org/obo/CLO_0014388>	"GM17259"
<http://www.ebi.ac.uk/efo/EFO_0002122>	"C4I"
<http://www.ebi.ac.uk/efo/EFO_0022653>	"Hs-578Bst "
<http://www.ebi.ac.uk/efo/EFO_0002840>	"N231"
<http://purl.obolibrary.org/obo/CLO_0015087>	"GM17131"
<http://www.ebi.ac.uk/efo/EFO_0003117>	"NCI-H1334"
<http://purl.obolibrary.org/obo/CLO_0013963>	"GM17156"
<http://purl.obolibrary.org/obo/CLO_0015115>	"GM17121"
