?child	?label
<http://www.ebi.ac.uk/efo/EFO_0008639>	"2P-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008868>	"PRO-cap"
<http://www.ebi.ac.uk/efo/EFO_0008789>	"M6A-RIP"
<http://www.ebi.ac.uk/efo/EFO_0008673>	"CapSeq"
<http://www.ebi.ac.uk/efo/EFO_0010036>	"HITS-KIN"
<http://www.ebi.ac.uk/efo/EFO_0008872>	"Pseudo-seq"
<http://www.ebi.ac.uk/efo/EFO_0008922>	"SHAPE-Seq"
<http://www.ebi.ac.uk/efo/EFO_0010034>	"Cappable-Seq"
<http://www.ebi.ac.uk/efo/EFO_0010029>	"SPLASH"
<http://www.ebi.ac.uk/efo/EFO_0008974>	"Tomo-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008863>	"PLATE-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008641>	"3’-end-seq"
<http://www.ebi.ac.uk/efo/EFO_0008752>	"GMUCT 1.0"
<http://www.ebi.ac.uk/efo/EFO_0010019>	"m6A-LAIC-seq"
<http://www.ebi.ac.uk/efo/EFO_0008955>	"Structure-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008795>	"MARIO"
<http://www.ebi.ac.uk/efo/EFO_0008722>	"Drop-seq"
<http://www.ebi.ac.uk/efo/EFO_0008688>	"CIP-TAP"
<http://www.ebi.ac.uk/efo/EFO_0009309>	"Div-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008902>	"SAPAS"
<http://www.ebi.ac.uk/efo/EFO_0001456>	"DNA assay"
<http://www.ebi.ac.uk/efo/EFO_0008973>	"TN-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008817>	"MitoRCA-seq"
<http://www.ebi.ac.uk/efo/EFO_0008794>	"MARDI"
<http://www.ebi.ac.uk/efo/EFO_0008858>	"PE RAD-Seq"
<http://www.ebi.ac.uk/efo/EFO_0010040>	"Nano-hmC-Seal"
<http://www.ebi.ac.uk/efo/EFO_0008791>	"MAF"
<http://www.ebi.ac.uk/efo/EFO_0008784>	"LAM-HTGTS"
<http://www.ebi.ac.uk/efo/EFO_0010039>	"mutARS-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008928>	"SLBS"
<http://www.ebi.ac.uk/efo/EFO_0008905>	"scBS-seq"
<http://www.ebi.ac.uk/efo/EFO_0008831>	"NS-seq"
<http://www.ebi.ac.uk/efo/EFO_0008958>	"TAB-Seq"
<http://www.ebi.ac.uk/efo/EFO_0000751>	"methylation profiling"
<http://www.ebi.ac.uk/efo/EFO_0008715>	"Dnase I SIM"
<http://www.ebi.ac.uk/efo/EFO_0008800>	"MDA"
<http://www.ebi.ac.uk/efo/EFO_0008864>	"PMA"
<http://www.ebi.ac.uk/efo/EFO_0010044>	"STARR-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008933>	"SMiLE-seq"
<http://www.ebi.ac.uk/efo/EFO_0008772>	"hyRAD"
<http://www.ebi.ac.uk/efo/EFO_0008908>	"SCI-seq"
<http://www.ebi.ac.uk/efo/EFO_0008672>	"Capp-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008730>	"EnIGMA"
<http://www.ebi.ac.uk/efo/EFO_0008949>	"SSB-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008835>	"nuc-seq"
<http://www.ebi.ac.uk/efo/EFO_0008888>	"RepeatSeq"
<http://www.ebi.ac.uk/efo/EFO_0008706>	"DArTSeq"
<http://www.ebi.ac.uk/efo/EFO_0008878>	"restriction-site associated DNA sequencing"
<http://www.ebi.ac.uk/efo/EFO_0010028>	"STAP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008906>	"scChIP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008832>	"NSCR"
<http://www.ebi.ac.uk/efo/EFO_0008657>	"BLESS"
<http://www.ebi.ac.uk/efo/EFO_0008701>	"CROP-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008704>	"DamID"
<http://www.ebi.ac.uk/efo/EFO_0010043>	"Stable-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008961>	"TAmC-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008932>	"SMDB"
<http://www.ebi.ac.uk/efo/EFO_0008911>	"scMT-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008879>	"RAD-tag"
<http://www.ebi.ac.uk/efo/EFO_0008764>	"Histone meth."
<http://www.ebi.ac.uk/efo/EFO_0008650>	"Advanved Chia-PET"
<http://www.ebi.ac.uk/efo/EFO_0008827>	"NG Capture-C"
<http://www.ebi.ac.uk/efo/EFO_0008938>	"SNES"
<http://www.ebi.ac.uk/efo/EFO_0008979>	"Tuba-seq"
<http://www.ebi.ac.uk/efo/EFO_0008822>	"MPRA"
<http://www.ebi.ac.uk/efo/EFO_0008912>	"scRC-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008964>	"TC-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008778>	"IMS-MDA"
<http://www.ebi.ac.uk/efo/EFO_0008768>	"HT-ChIP"
<http://www.ebi.ac.uk/efo/EFO_0008881>	"Rapture"
<http://www.ebi.ac.uk/efo/EFO_0008698>	"CPT-seq"
<http://www.ebi.ac.uk/efo/EFO_0008910>	"SCMDA"
<http://www.ebi.ac.uk/efo/EFO_0008857>	"PDZ-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008939>	"snmC-seq"
<http://www.ebi.ac.uk/efo/EFO_0008927>	"SLAF-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008782>	"INSeq"
<http://www.ebi.ac.uk/efo/EFO_0008793>	"MALBAC"
<http://www.ebi.ac.uk/efo/EFO_0008729>	"END-seq"
<http://www.ebi.ac.uk/efo/EFO_0008816>	"MIRA"
<http://www.ebi.ac.uk/efo/EFO_0007688>	"chromosome conformation capture assay"
<http://www.ebi.ac.uk/efo/EFO_0009968>	"ligation-free chromosome conformation capture assay"
<http://www.ebi.ac.uk/efo/EFO_0009967>	"ligation-mediated chromosome conformation capture assay"
<http://www.ebi.ac.uk/efo/EFO_0008965>	"TCC"
<http://www.ebi.ac.uk/efo/EFO_0008871>	"ProP-PD"
<http://www.ebi.ac.uk/efo/EFO_0008901>	"Safe-SeqS"
<http://www.ebi.ac.uk/efo/EFO_0010023>	"PELE-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008814>	"MIPSTR"
<http://www.ebi.ac.uk/efo/EFO_0008767>	"hMeDIP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008983>	"VirScan"
<http://www.ebi.ac.uk/efo/EFO_0008957>	"T-WGBS"
<http://www.ebi.ac.uk/efo/EFO_0008883>	"RBBS"
<http://www.ebi.ac.uk/efo/EFO_0008711>	"DIP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008683>	"Chem-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008741>	"fCAB-Seq"
<http://www.ebi.ac.uk/efo/EFO_0010021>	"miniARS-seq"
<http://www.ebi.ac.uk/efo/EFO_0008781>	"ini-seq"
<http://www.ebi.ac.uk/efo/EFO_0008771>	"HydEn-seq"
<http://www.ebi.ac.uk/efo/EFO_0008805>	"MethylCap-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008668>	"CAB-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008758>	"GT-seq"
<http://www.ebi.ac.uk/efo/EFO_0010001>	"MAB-seq"
<http://www.ebi.ac.uk/efo/EFO_0008875>	"Pu-seq"
<http://www.ebi.ac.uk/efo/EFO_0008820>	"Mosaic-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008861>	"PhIP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008682>	"ChEC-seq"
<http://www.ebi.ac.uk/efo/EFO_0008946>	"SPLAT"
<http://www.ebi.ac.uk/efo/EFO_0008700>	"CREST-seq"
<http://www.ebi.ac.uk/efo/EFO_0008686>	"ChIPmentation"
<http://www.ebi.ac.uk/efo/EFO_0008676>	"CAST-ChIP"
<http://www.ebi.ac.uk/efo/EFO_0008809>	"MIDAS"
<http://www.ebi.ac.uk/efo/EFO_0008838>	"ORGANIC"
<http://www.ebi.ac.uk/efo/EFO_0010042>	"Ren-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008867>	"Pool-Seq"
<http://www.ebi.ac.uk/efo/EFO_0010030>	"CRISPR-UMI"
<http://www.ebi.ac.uk/efo/EFO_0008770>	"HTGTS"
<http://www.ebi.ac.uk/efo/EFO_0008804>	"Methyl-seq"
<http://www.ebi.ac.uk/efo/EFO_0008760>	"GUIDE-seq"
<http://www.ebi.ac.uk/efo/EFO_0008951>	"STATseq"
<http://www.ebi.ac.uk/efo/EFO_0008739>	"fC-CET"
<http://www.ebi.ac.uk/efo/EFO_0008937>	"snDrop-seq"
<http://www.ebi.ac.uk/efo/EFO_0008689>	"Circle-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008677>	"CATCH-IT"
<http://www.ebi.ac.uk/efo/EFO_0008876>	"Pvu-Seal-seq"
<http://www.ebi.ac.uk/efo/EFO_0010014>	"Omni-ATAC"
<http://www.ebi.ac.uk/efo/EFO_0008839>	"OS-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008821>	"MPE-seq"
<http://www.ebi.ac.uk/efo/EFO_0008671>	"CAP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008935>	"smMIP"
<http://www.ebi.ac.uk/efo/EFO_0008761>	"HELP-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008952>	"Strand-seq"
<http://www.ebi.ac.uk/efo/EFO_0009997>	"EpiRADSeq"
<http://www.ebi.ac.uk/efo/EFO_0008837>	"OK-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008856>	"PD-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008725>	"DSBCapture"
<http://www.ebi.ac.uk/efo/EFO_0008738>	"FAST-SeqS"
<http://www.ebi.ac.uk/efo/EFO_0008926>	"SITE-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008915>	"scTHS-seq"
<http://www.ebi.ac.uk/efo/EFO_0008728>	"EC-seq"
<http://www.ebi.ac.uk/efo/EFO_0008678>	"CATCH-seq"
<http://www.ebi.ac.uk/efo/EFO_0008655>	"Barcode-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008813>	"Mint-ChIP"
<http://www.ebi.ac.uk/efo/EFO_0008854>	"PB-seq"
<http://www.ebi.ac.uk/efo/EFO_0008666>	"BSAS"
<http://www.ebi.ac.uk/efo/EFO_0008870>	"Profiler"
<http://www.ebi.ac.uk/efo/EFO_0008981>	"VDJ-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008985>	"WGBS"
<http://www.ebi.ac.uk/efo/EFO_0008810>	"middRAD"
<http://www.ebi.ac.uk/efo/EFO_0008900>	"RRBS"
<http://www.ebi.ac.uk/efo/EFO_0008709>	"Digenome-seq"
<http://www.ebi.ac.uk/efo/EFO_0008750>	"G4 ChIP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008680>	"ChAP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008855>	"PBAT"
<http://www.ebi.ac.uk/efo/EFO_0008740>	"fC-Seal"
<http://www.ebi.ac.uk/efo/EFO_0008751>	"G4-seq"
<http://www.ebi.ac.uk/efo/EFO_0008969>	"THS-seq"
<http://www.ebi.ac.uk/efo/EFO_0008886>	"RedBS-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008914>	"scRRBS"
<http://www.ebi.ac.uk/efo/EFO_0008727>	"Duplex-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008656>	"BisChIP-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008667>	"BSPP"
<http://www.ebi.ac.uk/efo/EFO_0008802>	"ME-Scan-SVA"
<http://www.ebi.ac.uk/efo/EFO_0008787>	"Look-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008986>	"X-ChIP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008798>	"MBDCap-Seq"
<http://www.ebi.ac.uk/efo/EFO_0010000>	"JBP1-seq"
<http://www.ebi.ac.uk/efo/EFO_0010011>	"HiChIP"
<http://www.ebi.ac.uk/efo/EFO_0008702>	"CrY2H-seq"
<http://www.ebi.ac.uk/efo/EFO_0008942>	"Sono-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008755>	"GRIP"
<http://www.ebi.ac.uk/efo/EFO_0008732>	"epiGBS"
<http://www.ebi.ac.uk/efo/EFO_0008743>	"FiT-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008792>	"MAINE-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008785>	"LIANTI"
<http://www.ebi.ac.uk/efo/EFO_0008685>	"ChIP-BS-seq"
<http://www.ebi.ac.uk/efo/EFO_0008918>	"SELEX-seq"
<http://www.ebi.ac.uk/efo/EFO_0008769>	"HT-SELEX"
<http://www.ebi.ac.uk/efo/EFO_0008834>	"nucleosome sequencing"
<http://www.ebi.ac.uk/efo/EFO_0008659>	"Break-seq"
<http://www.ebi.ac.uk/efo/EFO_0008977>	"TruePrime"
<http://www.ebi.ac.uk/efo/EFO_0008823>	"Mseek"
<http://www.ebi.ac.uk/efo/EFO_0008776>	"iDES"
<http://www.ebi.ac.uk/efo/EFO_0008799>	"MCC-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008852>	"PAT–ChIP"
<http://www.ebi.ac.uk/efo/EFO_0008909>	"SCL-exo"
<http://www.ebi.ac.uk/efo/EFO_0010002>	"RRMAB-seq"
<http://www.ebi.ac.uk/efo/EFO_0008733>	"eWGA"
<http://www.ebi.ac.uk/efo/EFO_0008744>	"FlowSeq"
<http://www.ebi.ac.uk/efo/EFO_0008721>	"Drop-ChIP"
<http://www.ebi.ac.uk/efo/EFO_0008670>	"caMAB-seq"
<http://www.ebi.ac.uk/efo/EFO_0008707>	"ddRADseq"
<http://www.ebi.ac.uk/efo/EFO_0008649>	"Aba-seq"
<http://www.ebi.ac.uk/efo/EFO_0008833>	"nuc-ChIP-seq"
<http://www.ebi.ac.uk/efo/EFO_0009996>	"ddMDA"
<http://www.ebi.ac.uk/efo/EFO_0009993>	"ChIP-BMS"
<http://www.ebi.ac.uk/efo/EFO_0008836>	"Nucleo-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008705>	"DAP-seq"
<http://www.ebi.ac.uk/efo/EFO_0008734>	"ezRAD"
<http://www.ebi.ac.uk/efo/EFO_0009994>	"scABA-seq"
<http://www.ebi.ac.uk/efo/EFO_0008724>	"DSB-seq"
<http://www.ebi.ac.uk/efo/EFO_0008893>	"Ribose-seq"
<http://www.ebi.ac.uk/efo/EFO_0010046>	"TAm-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008765>	"HiTS-Flip"
<http://www.ebi.ac.uk/efo/EFO_0008654>	"Bar-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008812>	"MINCE-seq"
<http://www.ebi.ac.uk/efo/EFO_0008923>	"SiMSen-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008665>	"BS-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008894>	"RICC-seq"
<http://www.ebi.ac.uk/efo/EFO_0008984>	"WGA-X"
<http://www.ebi.ac.uk/efo/EFO_0008652>	"AHT-ChIP-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008638>	"2b-RAD"
<http://www.ebi.ac.uk/efo/EFO_0008916>	"scWGBS"
<http://www.ebi.ac.uk/efo/EFO_0010038>	"Mu-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008723>	"Droplet-CirSeq"
<http://www.ebi.ac.uk/efo/EFO_0008695>	"CNV-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008959>	"TaDa"
<http://www.ebi.ac.uk/efo/EFO_0008885>	"RC-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008699>	"CRE-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008924>	"Simul-seq"
<http://www.ebi.ac.uk/efo/EFO_0008653>	"ARS-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008811>	"MiGS"
<http://www.ebi.ac.uk/efo/EFO_0008840>	"oxBS-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008801>	"MDS"
<http://www.ebi.ac.uk/efo/EFO_0008830>	"NOME-Seq"
<http://www.ebi.ac.uk/efo/EFO_0008696>	"COPRO-seq"
<http://www.ebi.ac.uk/efo/EFO_0008944>	"SpDamID"
<http://www.ebi.ac.uk/efo/EFO_0008829>	"NOIR"
<http://www.ebi.ac.uk/efo/EFO_0000752>	"metabolomic profiling"
<http://www.ebi.ac.uk/efo/EFO_0010032>	"EasyMF"
<http://www.ebi.ac.uk/efo/EFO_0010013>	"ATAC-see"
<http://www.ebi.ac.uk/efo/EFO_0002908>	"motility assay"
<http://www.ebi.ac.uk/efo/EFO_0700016>	"Smart-seq v4"
